aircraft_type,distance_km,passengers,cargo_kg,altitude_ft,wind_speed_kmh,temperature_c,engine_age_years,fuel_kg
A320,5103,461,11637,29156,89.2,28.3,16,30979
B737,9656,484,2232,38877,61.1,27.8,15,48857
A320,4817,192,9767,35190,89.7,38.9,1,26539
B737,510,225,7717,28989,55.3,2.2,13,7153
A380,10010,348,1302,29174,94.1,6.0,18,49629
B737,7990,487,11829,38812,61.4,38.2,11,43890
B787,11726,425,14410,30877,58.9,37.1,19,61125
A350,2486,66,6547,36627,24.6,-11.9,13,15111
B737,11094,59,5527,27652,52.6,26.9,12,53126
A380,6962,279,1309,31169,76.7,49.4,16,33345
A320,7650,433,7087,25616,91.8,15.9,14,41954
B737,11895,424,17968,40844,83.3,5.2,6,63678
B787,2119,430,11360,30490,70.1,10.5,4,19040
B737,8386,60,19527,40942,62.8,-11.7,9,42997
A320,5560,283,6123,32028,79.7,30.0,12,30086
A350,8717,459,9361,35762,8.3,14.5,3,46926
A350,2357,464,17359,36551,47.2,6.8,11,22492
A320,12700,326,2893,31101,51.8,28.8,11,61494
B737,4451,100,17683,28513,5.8,31.5,15,26763
B777,7465,373,19095,34000,29.0,2.4,14,44282
A320,12986,67,10528,35373,17.3,2.2,4,63988
A320,4213,457,10950,32087,65.8,39.1,12,26058
A380,10440,309,2331,39395,80.0,19.1,15,50228
A320,6125,142,6597,38457,66.8,20.1,2,31261
B777,1831,88,6165,32427,91.3,43.2,14,12100
B737,6841,127,7746,33195,72.5,12.0,15,32854
B777,739,215,15077,34861,69.4,34.6,2,9558
B777,8964,314,1896,32073,24.5,40.4,9,46198
B737,11875,150,7268,28595,89.0,11.3,11,55885
B787,9537,176,16241,39433,29.8,6.2,13,48673
A320,3151,423,18084,34422,79.5,27.4,8,24035
A380,3977,356,10423,34944,35.3,-3.0,2,24053
B777,3203,161,11750,26678,63.7,-1.3,7,20573
B737,4783,435,6049,26970,13.1,42.6,5,30007
A380,2486,499,377,27712,98.5,23.0,18,16502
B737,9899,150,4232,37983,92.1,22.3,15,49068
A350,1474,267,1775,26973,16.7,13.0,14,8586
A380,12821,187,3987,39128,2.6,18.0,15,61462
A380,13239,316,6000,33724,9.1,37.1,4,63182
B777,9071,201,17907,36786,11.1,10.6,5,47770
A320,9373,407,14283,32141,75.7,8.0,14,51502
A380,11296,224,19050,35603,49.6,39.1,15,57960
A380,529,150,11713,29971,75.6,6.7,14,8915
B737,7236,315,838,40134,87.0,10.9,11,36523
B737,13032,144,12417,35785,76.2,34.8,15,62468
B737,9527,447,6907,28854,82.0,29.1,17,50980
B777,11044,137,3498,30520,29.8,29.2,3,51649
A380,10977,446,17429,35859,65.2,11.1,11,58829
B777,11310,490,6174,32353,95.8,8.7,9,57469
B737,6391,69,17921,27111,3.9,19.2,9,32766
A320,9704,419,2918,30239,3.4,18.9,17,48685
A320,9672,158,17323,36317,45.6,3.0,11,50612
A380,9882,296,5965,39718,59.4,24.1,4,47676
A320,3052,86,8179,34533,61.2,-14.4,13,16902
B787,8643,464,14020,39546,29.3,21.9,8,48507
A350,3031,482,2465,35670,96.1,-7.6,7,19532
B777,1122,334,14064,34670,56.3,42.2,6,12016
A320,7480,252,5386,29024,53.8,21.8,2,39547
B787,3948,117,10717,41652,37.4,-20.1,12,24452
B737,3425,491,11990,29916,60.8,26.1,2,24395
A350,9092,76,9441,31869,97.0,36.2,12,45004
A320,3288,432,13210,30120,79.1,-13.8,8,22934
B737,7398,448,9107,30666,80.6,44.3,4,40624
A320,12852,271,862,31622,48.4,32.3,8,60943
A320,828,85,19631,41076,11.5,30.1,6,10164
A380,13905,494,1160,39608,61.2,15.6,4,67224
B737,6292,178,4149,26842,73.1,14.1,15,31466
A350,1625,324,18158,39421,95.3,6.4,16,15135
B737,3099,313,6239,41256,6.5,39.5,14,18399
B787,2567,225,406,34059,61.2,33.3,12,12986
B777,3149,206,12603,33304,94.6,2.6,3,20655
A320,8422,367,10972,27457,72.5,18.5,9,46204
A320,1161,495,2505,30678,7.6,44.5,8,11697
B777,3113,381,3395,28781,37.4,17.2,15,18164
A380,10644,197,5092,39157,93.0,21.8,12,50766
B787,7880,367,5351,39550,17.1,-6.2,6,39832
A350,1233,244,10634,35759,11.5,38.3,3,10700
B737,3185,105,16656,41307,42.1,-0.5,2,20181
A380,13569,358,3894,34523,34.4,8.5,14,67615
A350,5286,369,8274,34773,97.2,32.7,13,29796
B737,11184,493,581,31562,77.6,20.0,9,55327
A350,10852,247,16941,28239,86.2,6.9,5,55423
A320,12885,150,12544,38094,27.4,7.9,16,64692
A350,2332,344,12310,27668,46.0,17.8,13,17659
B737,7011,215,7486,31837,91.1,-0.9,16,35067
B737,6894,312,13585,36368,31.1,21.7,4,38817
B787,4455,424,19253,30507,2.5,18.2,11,30325
A350,976,328,17499,34616,81.0,43.2,17,14648
A320,10941,425,18413,31842,77.4,-2.9,12,58903
A350,6873,114,12053,35675,92.7,27.6,14,36853
A350,6163,417,14195,25130,65.0,27.8,4,36713
B777,5904,396,17865,33228,25.3,19.6,11,35079
A350,8643,498,9782,26528,11.1,13.6,8,45495
B777,4013,95,10026,30868,39.7,40.0,19,21280
B777,10146,453,16214,26327,42.7,16.5,5,56184
A380,4301,406,19640,33570,91.0,14.8,11,30201
A350,2918,303,8820,40461,96.9,6.3,6,18057
A380,6567,439,7256,28339,88.9,-4.5,11,34916
A320,12469,410,8135,39887,68.6,36.2,6,62935
A320,1924,277,4588,38107,82.1,30.6,10,13631
B737,9342,337,16200,35861,21.6,17.8,14,50538
A350,2673,293,18736,26177,52.8,7.4,8,20341
A320,5769,474,3451,40415,4.3,36.1,13,31147
B787,5329,292,11703,28789,74.6,51.4,5,29106
B737,13015,330,10102,35596,88.9,22.2,19,65075
A380,1781,273,7877,28399,15.6,60.6,8,11736
B777,13887,71,2437,29424,64.4,16.3,16,62829
B787,11753,487,1992,27399,72.6,6.6,5,58464
A320,9369,317,6218,25519,83.8,31.4,6,48229
B777,3314,147,222,40948,43.5,16.1,8,16793
B787,11712,458,19523,25217,7.6,32.7,4,62477
A350,5439,134,12484,26267,10.3,36.7,11,29477
A380,11802,272,7635,27486,61.4,21.9,14,58711
A350,10739,151,10072,25498,8.1,-7.8,18,53857
B737,1497,408,881,37740,58.4,8.6,17,10582
A320,13919,76,15596,25160,90.6,29.3,17,67606
B787,2636,350,13411,40594,25.7,11.4,17,19681
B777,1035,498,9229,26665,62.6,33.0,9,12352
B737,9354,199,11437,25772,68.6,24.4,12,49356
B737,8238,198,1108,40646,97.3,-0.4,6,38520
B787,4470,301,18800,37344,46.2,14.5,8,28533
A350,6484,370,6162,39272,69.4,26.1,2,35540
B777,4996,444,18139,28048,84.7,22.8,9,31016
A320,10316,332,13151,32585,12.4,15.1,5,54911
A380,13573,97,2805,36020,56.3,16.7,18,61284
A380,4133,454,17284,29607,42.6,9.3,2,25784
A380,7705,482,11863,36791,35.7,27.7,18,43997
A380,4861,355,3709,28804,56.3,35.9,5,26229
B777,7076,135,9812,37687,71.7,55.0,16,35706
A320,9746,134,11666,31863,51.8,9.7,13,48717
A350,9231,445,12402,34302,9.8,18.8,6,49704
B787,7920,330,6881,26214,92.1,-26.2,4,39049
A350,1471,123,10650,36257,64.3,14.5,17,11147
B787,7635,102,11467,25642,85.4,5.8,5,39455
B737,2599,199,1407,32376,79.3,31.8,7,14947
B737,12811,297,8585,41459,71.2,-9.5,18,63075
B787,2508,487,16291,31758,41.6,23.7,16,20815
B737,10041,337,18555,32775,11.7,17.9,15,53956
A320,9408,178,16699,40255,57.8,26.0,2,48529
B787,8543,196,260,36145,21.2,24.7,5,40005
B777,9012,211,13549,40995,87.1,16.3,17,46100
B737,10008,492,14871,36854,32.8,15.9,16,55983
B787,10361,322,17851,29661,57.6,44.5,15,52361
A350,5090,386,5497,30938,83.4,32.7,11,28523
A350,11933,163,13635,30168,72.6,20.3,18,58915
A380,3442,307,15861,33114,2.2,26.6,11,23849
A380,2014,116,14660,33861,67.1,39.8,12,15069
B777,8084,55,6875,32793,92.3,26.0,15,38733
B737,9250,113,7997,36905,28.6,-3.8,14,44763
A350,12884,243,14282,37254,51.2,41.5,4,66636
B787,2610,243,5693,36787,4.6,36.5,12,15934
B777,636,152,17018,39502,58.1,31.5,12,9187
A320,6548,413,4856,31908,27.3,17.2,5,34206
A350,4076,441,14319,26687,25.4,26.7,12,27058
A380,5394,456,13274,25931,28.3,41.8,1,31328
A320,12495,259,19410,41057,100.0,15.9,11,64432
A380,10286,218,2781,35788,55.3,17.2,4,48322
A350,12317,298,15910,38113,1.0,29.3,14,60575
A320,9519,77,1842,38583,41.3,21.5,18,44481
B777,6217,232,13955,32344,91.1,45.6,7,31703
B737,9390,444,16023,37835,65.7,21.0,11,50482
A380,5157,356,17422,37106,48.3,50.9,19,32743
A320,10369,487,6322,26629,25.3,12.7,18,54173
B777,11382,150,3181,29378,17.2,7.4,14,53926
A350,3776,181,76,37961,68.6,25.1,4,17570
B737,1343,135,9810,38621,65.2,3.4,18,9113
B787,12274,72,5787,36291,37.1,23.3,5,58295
A320,6222,317,13671,31030,73.4,20.2,14,34735
B737,11266,122,3351,31311,85.2,30.1,9,53488
B737,13559,321,6330,37611,38.4,-3.6,13,66100
A350,3236,450,13567,34709,89.9,47.3,2,21264
A320,7089,486,7508,30919,5.6,31.0,18,37521
B777,6019,158,5165,31232,59.1,10.1,12,32931
A350,10778,112,6059,39639,8.3,30.0,4,52159
A320,3614,98,1810,31558,49.8,16.6,11,18599
A320,3181,64,17055,28140,39.1,23.5,11,19774
A380,10674,457,1046,36581,34.0,37.7,3,51911
B787,4637,434,16750,25807,48.1,30.5,12,28375
A320,5558,499,6834,29305,57.6,33.3,18,33267
B777,645,478,15964,41660,1.4,5.5,11,12075
B777,4776,203,2518,35524,49.1,51.7,1,23716
B777,6829,203,10919,28120,52.9,11.9,19,36112
A380,4934,379,11002,39542,15.5,19.3,19,28683
A350,977,434,19714,40143,1.5,31.5,10,13453
A350,1415,273,8832,41385,92.4,-2.7,15,11529
B777,7607,304,6743,40041,33.3,17.9,1,37863
A380,590,433,13816,34997,61.0,17.9,16,11532
A380,9814,336,11314,36400,30.0,4.9,2,50266
A380,7550,229,5375,34032,59.0,41.0,1,37176
A320,13899,271,17810,31321,24.0,23.4,4,71609
A380,7122,210,18811,31790,15.9,15.0,17,40232
A380,13345,188,3643,41601,99.2,39.7,17,63385
A380,10004,177,4985,27857,15.8,45.7,8,48322
A380,3661,265,10606,33664,93.3,-12.8,18,22530
B787,10510,128,13077,27837,33.6,22.2,11,52862
A350,13702,387,19509,40399,36.5,4.7,18,72474
B787,10160,282,12887,32734,73.8,34.4,1,52315
B777,11969,231,11083,37768,37.9,12.4,16,59837
A380,3471,210,18966,28932,60.4,43.7,19,24911
B777,5291,443,6655,40754,11.6,18.6,2,29960
B777,12020,489,6220,35787,95.1,16.5,11,61827
B787,13759,240,13166,29777,55.5,19.6,15,67902
A320,1303,375,926,33415,37.1,20.2,14,10798
B787,5219,349,13549,36906,30.9,10.0,11,29329
B787,11993,176,13018,35694,32.0,25.9,4,59791
A380,8393,317,13389,39799,66.9,-0.5,1,45808
B777,788,279,16971,27682,57.3,20.3,4,11342
B777,9050,266,17874,29552,28.2,41.9,14,49360
A350,854,179,3331,25308,6.7,22.2,8,5694
A320,10242,256,5551,41640,55.0,27.6,3,49256
A380,6949,196,11677,30747,15.7,4.6,4,36859
A320,12275,124,12110,41299,97.3,30.0,19,59542
A380,8685,409,5987,33621,74.9,47.2,5,46012
A320,10419,100,18923,33945,6.9,43.8,14,53255
A380,1598,439,17602,38694,68.0,19.3,14,18811
B777,10149,189,3425,39443,97.0,43.3,11,47760
A380,908,313,12121,27658,58.5,6.4,2,9413
A320,7709,454,17546,41857,50.4,42.7,13,43452
B777,2728,123,3855,35670,98.6,61.4,1,14871
A320,6818,90,14325,36223,30.0,20.9,16,35990
B777,10526,72,6764,39276,63.5,31.6,2,50409
A380,7975,100,13612,25768,77.9,5.9,7,40914
A350,12962,449,1105,32669,73.7,11.6,18,60389
A380,3462,330,3695,28252,27.6,15.1,4,19612
B777,10301,166,15510,26056,46.2,30.8,19,52492
B777,9748,146,9994,37519,17.9,42.2,2,48912
B777,9201,439,4918,32057,7.8,38.2,3,47251
A380,6764,86,11257,29602,26.8,33.2,1,35169
A380,13246,453,11235,40428,13.4,33.4,15,65655
A320,4886,79,10288,34713,15.3,14.8,16,25415
B777,2167,442,18270,29412,45.6,14.4,14,19090
A380,7908,177,11170,29739,39.9,41.4,6,40760
B737,5469,240,1519,33106,72.6,10.5,5,28012
A380,13852,225,18011,28243,79.5,14.2,10,68750
A320,5489,407,18846,40597,6.8,35.9,3,34201
B777,4841,403,3598,41397,37.1,1.5,6,26687
A380,1355,242,12792,35867,16.3,39.0,18,11179
A350,13481,173,7369,38024,65.8,-9.6,7,62844
A350,13827,370,7201,31265,62.4,17.8,6,68651
B787,3321,293,16702,37521,15.8,3.7,4,23888
B787,13483,240,7719,36706,87.6,33.1,18,65377
A350,8364,70,16297,41776,26.6,-6.4,14,44197
A380,875,327,12621,33699,0.4,-1.1,5,13335
B787,10077,361,18133,34620,72.1,36.1,15,54254
B737,673,231,1226,40732,75.9,29.2,9,5080
B737,859,57,1744,34955,74.5,-1.2,4,5042
B737,11170,365,1756,35042,88.8,32.4,15,54788
A320,6867,336,12685,39246,24.2,33.5,12,38138
A350,4040,453,15571,25452,79.5,11.3,8,27117
B737,13215,294,17111,38280,30.0,25.8,9,67590
A380,9625,151,12661,37378,59.7,14.9,12,48905
A380,10063,281,2082,31438,8.3,21.4,4,48671
B787,11675,440,11333,38858,34.4,6.1,9,61875
A380,9392,70,17706,36156,88.9,34.0,13,49509
A380,11276,492,9835,28320,29.5,26.8,15,57820
B777,11894,218,1683,34742,72.9,28.8,11,55602
A380,2509,176,7347,39281,96.8,33.0,18,14475
A320,884,242,2822,35133,52.0,5.5,12,8540
B737,7119,66,11251,33232,18.3,19.3,13,36042
A380,4901,130,9005,41647,16.5,4.1,17,26440
B777,11201,426,9148,41853,7.5,8.7,8,56707
A350,1248,67,3080,29263,16.3,27.5,13,6655
A350,10494,292,2670,36275,67.0,24.9,14,50879
A380,9608,312,4653,33066,92.8,27.8,2,48785
A380,8884,440,5797,31194,67.3,-16.3,11,46763
A350,11763,162,8186,35625,16.3,22.3,2,57420
A380,3765,463,2376,33385,35.3,11.5,6,21693
A380,5703,409,11104,28619,54.7,52.0,19,33304
B777,1472,231,18884,40036,86.2,12.0,5,14201
B737,12589,397,15709,31010,36.6,24.6,9,66749
A320,12115,74,7046,40430,24.9,18.2,12,56056
A320,4116,78,6762,35495,21.6,11.5,2,21979
A380,5221,231,2476,35824,77.0,-5.6,9,26669
A320,10134,409,3661,33493,42.9,10.7,17,50285
B787,7304,413,15677,30442,14.5,41.2,8,43556
B777,7608,161,16122,32941,81.0,24.2,9,38578
B737,6833,167,4450,40125,2.6,10.6,19,33651
B787,13659,168,10374,31300,36.6,7.6,2,66936
B737,10848,487,8068,36568,21.5,11.0,13,57433
A380,7151,414,1092,38969,70.8,0.2,13,37913
A320,8984,57,10098,34938,79.5,8.5,19,43728
B737,1477,65,19291,33429,52.6,21.7,11,15958
A320,4550,333,4269,26900,91.0,13.7,12,26352
A320,6127,290,9765,40385,45.3,22.4,8,32702
B737,4362,157,13033,33102,14.5,37.8,13,26892
A350,5576,302,9976,27861,21.2,26.0,2,31737
B787,8088,325,18382,25089,70.2,25.6,16,43741
B737,3905,432,3662,32046,63.4,20.7,13,23484
A350,7993,470,627,36955,69.2,43.8,16,40601
B777,13243,152,904,33322,40.1,5.3,8,61423
B787,12051,123,18891,26550,28.8,25.8,3,59516
A380,5718,290,13783,33529,21.3,10.8,1,32177
A380,604,464,3268,31684,23.4,24.6,14,8658
A350,11358,84,18594,35014,87.2,12.5,16,57764
A350,4725,361,750,33655,97.4,26.5,1,23643
B777,12503,71,8061,28294,83.6,20.9,1,59871
A320,13324,303,17269,40519,88.8,40.1,18,70196
B777,9275,185,2705,30231,21.0,10.2,3,44977
B777,10336,184,15824,41663,7.4,4.7,8,52481
B737,513,233,5269,34749,23.6,25.2,14,7564
A380,4198,392,10194,33229,43.4,15.0,18,24098
A320,868,58,14189,34606,96.2,34.1,16,7789
B787,8444,465,13073,32941,34.1,0.7,12,46011
A320,13640,451,9562,41136,93.7,34.9,11,70109
B777,4898,128,11242,39370,3.6,8.6,4,26846
A350,11282,86,5184,40291,49.4,51.1,11,51966
A350,5798,283,13444,35136,80.6,35.8,14,32249
A320,5837,74,12680,29620,66.8,19.5,5,31377
B777,8518,333,4022,32114,34.6,5.2,3,44062
A320,2573,50,19737,25846,10.6,-2.7,13,19919
A380,11468,369,16807,32356,70.2,37.8,3,61609
B737,4240,338,7921,34605,35.7,29.7,9,25198
B777,1028,158,19346,25726,49.5,33.0,10,13130
A380,7164,249,13121,34894,11.2,-6.6,3,39111
B777,1596,336,2656,39423,25.8,33.3,3,11143
B787,1187,301,542,29002,15.7,-4.5,13,8152
B777,1710,153,5531,25886,54.2,18.2,6,10966
B777,5581,169,6026,26390,1.7,8.8,7,27703
A320,12474,362,7036,38906,0.8,13.1,5,62991
A350,12260,333,10187,29333,19.4,-4.4,7,61930
A380,11806,422,3266,39932,51.3,19.9,13,57731
A380,4949,360,7780,30997,78.2,24.4,13,27231
A320,9967,404,17758,39223,78.0,13.9,7,55175
B737,4188,151,15212,39198,10.4,29.3,4,25119
A380,3903,380,13146,41768,89.0,-11.2,17,24842
B777,1985,58,18747,32300,85.3,24.4,12,15398
B787,811,379,19447,38589,68.4,34.7,19,13282
A350,2470,445,2298,28857,83.2,21.7,10,15636
A350,13712,399,2516,41016,36.1,26.2,8,68403
A320,3391,396,1149,38059,9.3,-1.3,10,18776
A350,3131,451,19502,39397,15.4,-0.9,4,23625
A350,3531,391,16204,31247,48.6,-1.2,6,23165
B777,1348,269,6930,41999,18.0,43.6,10,10068
A350,4623,103,7602,38366,4.7,7.1,4,23689
A380,13657,345,9845,40866,24.0,12.6,13,67035
B777,9613,361,8934,32917,84.1,12.9,5,49167
A380,8027,347,14281,39239,34.4,27.6,3,44065
A380,2588,331,2912,27212,83.6,15.1,3,16040
B787,9577,281,2305,34768,74.9,21.7,14,45925
B777,9634,82,9690,38217,66.6,21.3,3,47043
A350,13862,347,7475,39926,15.9,23.5,2,68644
A320,13672,151,14751,34738,36.0,29.7,14,69202
B737,2273,262,2237,37079,4.9,16.6,7,12348
A380,5804,243,1896,27262,5.1,37.4,17,29651
A380,5952,300,1637,34239,79.1,15.4,16,30753
B737,7916,105,17729,38300,0.0,-21.6,7,40378
B737,5581,193,10736,31617,62.8,33.3,4,28422
B737,9904,449,2024,35339,35.2,-4.3,7,50161
A320,517,247,14686,32591,79.0,48.4,1,8315
A350,1842,363,3437,41064,54.2,50.2,12,12792
B777,7729,430,17629,38406,33.5,1.1,17,44435
B787,3480,72,15623,32084,47.3,3.6,18,22657
A350,1198,99,13419,29702,4.9,47.4,19,11871
B787,7871,122,10534,28737,31.4,27.5,8,40715
A380,658,406,8664,35413,6.1,22.5,11,9626
A350,1728,111,10800,40587,36.5,59.9,8,13514
A350,6260,453,3276,32164,1.3,16.6,7,32120
A320,3223,69,9422,35111,69.9,37.8,7,18629
A320,4156,253,12640,37243,21.4,35.3,7,23905
B737,2774,441,16206,31328,69.7,20.8,10,21570
A380,6575,131,827,37940,98.3,23.8,7,32008
A350,5829,303,10122,36204,51.7,-5.6,10,32206
A320,6622,129,14663,37758,81.7,22.0,15,35428
B777,8998,67,17637,38981,63.1,22.2,7,46082
A350,4382,229,4361,37074,76.6,21.2,2,22808
B737,13347,248,3192,34071,45.8,5.4,8,63700
B787,2510,198,3770,38616,58.6,16.0,5,14552
B777,8258,171,11742,27598,46.8,19.5,1,41821
A320,2201,456,7882,36244,29.2,18.9,6,18031
A350,4617,58,6930,41177,1.3,46.2,12,22789
A320,12003,295,18299,37459,55.0,27.0,1,60966
A380,7236,187,7551,36345,69.8,1.5,15,38084
A380,13515,99,3506,33909,54.0,-8.1,5,61790
A320,12807,127,5170,27136,69.0,26.0,1,59234
B787,2906,436,1938,37833,51.6,29.0,18,19376
A350,6323,135,13370,31320,69.0,51.4,7,34869
A350,11848,306,13823,36697,52.3,35.7,14,60775
A350,10617,304,17511,41322,37.3,24.6,16,55375
A350,13927,81,13904,41407,7.9,19.6,3,65802
A350,795,474,1783,33503,47.8,26.4,8,10352
B737,13224,249,8209,33790,74.8,36.7,5,65196
A320,6958,198,7815,36742,61.8,14.4,13,35095
A380,9406,363,3408,25593,40.8,20.2,4,47294
A350,9720,228,8455,26949,28.5,-11.6,6,47198
B787,3395,376,13150,38669,39.9,-10.9,17,21637
A380,6982,429,7669,39479,14.8,28.2,4,36775
A380,5575,332,16681,33150,54.2,11.1,14,32845
B737,4805,304,11573,34292,70.7,24.4,14,27479
A320,7143,349,4674,40735,7.5,44.3,4,36485
B737,1669,488,14055,39759,57.9,33.3,13,17381
A320,13818,285,1679,40162,30.3,9.5,5,65111
A380,10038,206,14150,28449,94.6,-16.5,4,51121
A350,10888,274,1278,36224,2.7,27.1,4,53457
B787,7847,232,17130,33043,57.6,14.2,18,42221
B777,2467,202,3503,31554,68.1,17.6,1,13780
A350,4713,359,10754,37381,68.3,-0.5,15,29299
B777,4457,494,19271,32941,81.9,50.7,11,30556
A320,10671,167,19032,39247,52.5,12.6,19,56028
A320,5936,333,10876,35080,30.9,-8.3,15,31736
A320,6408,393,13965,38840,90.2,1.6,16,36444
A380,4043,58,11735,38785,24.6,19.6,14,22273
A350,3958,114,5028,36380,56.2,16.6,6,21851
A350,12485,482,15588,26202,99.5,3.9,6,65334
A320,4404,81,9312,34867,62.1,15.4,18,24515
A380,4633,492,17407,37927,14.3,9.8,11,31125
B787,811,355,3411,39219,74.4,25.4,4,9471
A380,12469,152,16425,25080,38.9,22.2,8,61993
B787,2749,110,13376,36708,52.8,40.0,17,16779
B787,10019,101,5429,30748,52.4,5.8,17,47265
A380,13733,393,7917,37832,93.6,-13.2,15,67550
A350,8228,488,5809,30936,35.0,4.6,12,43969
A350,13558,444,18546,31389,12.5,58.7,3,71435
B737,1885,63,7618,37538,63.2,40.5,3,11895
A350,11051,151,14021,38156,2.1,44.9,6,53677
A320,9817,50,9222,29617,56.6,14.4,7,47547
A380,12458,390,14052,34991,23.9,26.1,8,64441
B737,13777,443,17588,29842,45.8,-0.4,8,70617
A320,2200,94,208,29434,32.5,2.6,8,11931
A320,3450,324,4646,32492,55.5,13.1,12,20520
B737,11507,403,7415,38743,25.4,37.3,1,56933
B777,9928,400,10718,29756,16.1,39.7,4,52456
A350,11030,418,19177,28288,32.8,21.2,12,59190
B787,1016,139,13833,27370,51.2,25.7,9,9752
B737,9730,264,4789,30123,43.0,21.8,12,46825
