origin,destination,days_before_departure,season,seat_class,airline,distance_km,demand_score,competitor_price,is_holiday,price_usd
CDG,CDG,173,autumn,Economy,AeroGulf,4003,0.58,1920,0,296
FRA,DXB,20,autumn,Business,AeroGulf,12652,0.14,1585,0,2345
SIN,CDG,117,winter,First,SkyMind,8324,0.8,1415,0,680
CDG,FRA,54,autumn,Business,AeroGulf,2575,0.31,1414,0,268
SIN,CDG,227,autumn,First,AeroGulf,1812,0.77,468,0,517
NRT,JFK,109,spring,First,AeroGulf,2784,0.65,1387,1,646
CDG,JFK,231,autumn,First,AsiaJet,9075,0.26,1395,0,3236
DXB,CDG,320,summer,Economy,PacificAir,12872,0.21,1934,0,4645
CDG,LHR,308,summer,Business,PacificAir,13033,0.13,168,0,2364
CDG,NRT,229,summer,Business,AeroGulf,3308,0.24,243,1,288
DXB,FRA,299,winter,Business,AeroGulf,9495,0.16,155,0,568
SYD,JFK,87,summer,First,PacificAir,13027,0.62,1676,1,2466
FRA,NRT,274,autumn,Economy,EuroWings,9788,0.6,1200,0,1738
NRT,JFK,228,winter,Economy,AsiaJet,12434,0.59,619,1,2331
BOM,LHR,340,autumn,Economy,AsiaJet,13175,0.64,1433,0,971
NRT,SIN,310,spring,Economy,EuroWings,7021,0.81,189,1,2553
FRA,NRT,316,autumn,First,AeroGulf,6855,0.91,475,1,2527
NRT,CDG,71,summer,First,PacificAir,4219,0.23,876,1,281
LHR,LHR,228,spring,Economy,AsiaJet,5271,0.59,1097,1,1899
SIN,JFK,113,spring,Economy,EuroWings,3196,0.08,1317,0,613
SIN,JFK,293,spring,Business,EuroWings,12958,0.12,1706,1,2340
FRA,CDG,305,spring,First,SkyMind,13963,0.65,1921,1,750
FRA,DXB,291,winter,Economy,EuroWings,6296,0.49,436,0,488
BOM,SYD,105,autumn,First,SkyMind,1308,0.76,605,0,418
JFK,BOM,291,spring,Business,SkyMind,10843,0.43,207,1,1981
DXB,SYD,9,winter,Economy,AsiaJet,3793,0.13,706,0,244
SYD,SIN,165,winter,First,AeroGulf,9997,0.87,610,1,763
LAX,SYD,60,winter,First,AeroGulf,3959,0.08,420,1,755
CDG,DXB,312,autumn,First,EuroWings,2919,0.19,1599,1,553
LHR,BOM,106,spring,First,PacificAir,4724,0.28,385,0,1813
LHR,FRA,111,autumn,First,PacificAir,8071,1.0,914,0,3179
DXB,FRA,89,winter,First,SkyMind,6863,0.42,1474,1,1430
CDG,JFK,268,winter,Business,EuroWings,9888,0.5,955,1,591
BOM,LAX,230,autumn,First,EuroWings,5067,0.77,1368,1,1880
DXB,DXB,327,winter,Business,AeroGulf,4024,0.64,686,0,1486
DXB,CDG,71,winter,Business,PacificAir,7251,0.84,461,0,1469
DXB,DXB,119,summer,First,AsiaJet,10217,0.49,1459,0,681
FRA,BOM,351,winter,Economy,EuroWings,6737,0.97,1772,0,439
NRT,JFK,306,autumn,First,EuroWings,10291,0.8,321,1,1936
SYD,SIN,103,spring,Business,AeroGulf,9736,0.4,815,1,734
SIN,CDG,202,spring,First,AsiaJet,10845,0.38,537,1,1993
DXB,SIN,23,autumn,First,AsiaJet,5819,0.93,1106,1,633
DXB,BOM,90,autumn,First,AsiaJet,2367,0.68,672,0,591
FRA,LAX,93,winter,Business,AsiaJet,1875,0.62,547,1,251
JFK,NRT,264,autumn,Business,PacificAir,8630,0.76,1988,0,1575
NRT,DXB,285,autumn,Business,SkyMind,5901,0.56,1385,0,1051
NRT,BOM,171,winter,Economy,AsiaJet,9303,0.16,400,0,617
LAX,LHR,309,summer,Economy,SkyMind,7492,0.32,1700,1,1321
LAX,CDG,221,summer,Economy,SkyMind,3816,0.56,1072,1,1351
LAX,CDG,24,winter,Economy,AeroGulf,13735,0.02,648,1,828
BOM,SYD,202,summer,First,AsiaJet,2098,0.44,1094,1,509
LAX,LAX,124,summer,Economy,PacificAir,5449,0.76,1103,1,337
BOM,DXB,142,winter,Economy,AeroGulf,7072,0.16,1981,0,439
BOM,FRA,52,summer,Economy,AeroGulf,10669,0.06,1357,1,1969
BOM,BOM,70,autumn,First,SkyMind,13849,0.84,1324,1,5098
BOM,NRT,260,summer,Economy,EuroWings,13089,0.62,1524,1,828
NRT,CDG,186,summer,Economy,PacificAir,1138,0.18,713,1,379
FRA,BOM,207,autumn,Economy,AsiaJet,4666,0.81,1233,0,1734
JFK,BOM,293,autumn,Business,AsiaJet,10614,0.66,661,0,1929
SIN,SYD,304,spring,Economy,PacificAir,1145,0.33,607,0,166
LAX,SYD,39,winter,Economy,AsiaJet,6384,0.38,990,1,424
SYD,DXB,348,spring,Economy,EuroWings,7168,0.16,938,0,1289
LAX,BOM,66,spring,First,EuroWings,12961,0.84,898,1,1095
SYD,JFK,13,summer,Economy,AsiaJet,10690,0.51,1795,0,826
BOM,NRT,194,autumn,Economy,AeroGulf,589,0.56,982,1,341
JFK,SIN,316,spring,Business,AsiaJet,11970,0.88,915,1,2229
BOM,FRA,288,winter,Business,AsiaJet,11058,0.02,1334,0,1956
SIN,JFK,133,spring,First,PacificAir,9515,0.07,598,0,599
CDG,FRA,195,summer,First,EuroWings,1050,0.16,1780,0,455
DXB,NRT,322,spring,Economy,AeroGulf,8751,0.03,1312,1,1617
LHR,JFK,78,autumn,Business,PacificAir,5724,0.66,1308,1,2226
SYD,LAX,250,autumn,First,PacificAir,6081,0.63,1436,1,2274
CDG,LAX,232,winter,First,AeroGulf,12914,0.21,553,1,920
FRA,CDG,180,spring,Business,AeroGulf,4678,0.15,1084,1,906
NRT,JFK,177,autumn,Economy,PacificAir,9935,0.15,348,0,1795
SYD,NRT,29,spring,Business,AsiaJet,3979,0.95,1796,1,974
LHR,BOM,166,spring,Economy,AeroGulf,9637,0.69,758,1,3529
FRA,LAX,326,autumn,Economy,SkyMind,10332,0.59,882,0,1996
SIN,JFK,226,autumn,Business,AeroGulf,10644,0.32,774,0,755
NRT,NRT,136,summer,Economy,PacificAir,6591,0.43,788,1,2457
BOM,LHR,187,summer,First,SkyMind,3133,0.09,329,1,686
CDG,LHR,55,winter,Business,PacificAir,7290,1.0,1799,1,2910
CDG,LHR,2,winter,First,EuroWings,4001,0.76,323,1,1645
NRT,CDG,319,winter,Economy,EuroWings,1389,0.62,1859,1,568
FRA,JFK,17,spring,Economy,AsiaJet,9265,0.59,1867,0,744
NRT,FRA,59,winter,Business,AeroGulf,9204,0.5,153,1,1824
DXB,NRT,88,autumn,Business,PacificAir,7746,0.26,1159,0,1385
SIN,BOM,223,winter,Economy,SkyMind,4660,0.23,1688,0,1663
LAX,NRT,272,spring,Business,AeroGulf,10656,0.55,799,1,2034
LHR,LHR,58,summer,Economy,AsiaJet,4551,0.07,581,0,1740
CDG,CDG,192,spring,First,PacificAir,2730,0.07,685,1,1063
LHR,LHR,50,autumn,Business,PacificAir,5685,0.56,1423,1,2302
LAX,BOM,213,winter,First,EuroWings,7875,0.92,388,0,616
NRT,LHR,230,winter,Business,AsiaJet,6697,0.91,1551,0,1331
LAX,SYD,154,autumn,First,PacificAir,2783,0.01,410,0,957
FRA,SIN,273,winter,Economy,EuroWings,5484,0.11,557,1,966
NRT,SIN,46,summer,Economy,EuroWings,1111,0.58,1679,0,119
LAX,BOM,362,spring,Economy,SkyMind,9129,0.85,150,0,533
LHR,SIN,306,spring,Economy,AsiaJet,13914,0.95,1632,0,4952
SYD,BOM,118,autumn,Business,AsiaJet,10151,0.86,1222,0,837
BOM,LAX,176,summer,First,PacificAir,7337,0.68,441,0,565
JFK,BOM,68,autumn,Business,SkyMind,7606,0.2,662,0,403
DXB,SIN,251,autumn,Business,AeroGulf,7775,0.07,1082,0,463
LHR,NRT,230,summer,Economy,PacificAir,9215,0.05,1770,0,656
FRA,CDG,200,autumn,Business,EuroWings,4077,0.61,1848,1,321
NRT,LAX,146,spring,First,AeroGulf,6986,0.04,1508,1,1214
LAX,NRT,51,winter,Business,AeroGulf,13587,0.74,1776,0,916
NRT,LHR,186,spring,First,PacificAir,12090,0.71,556,1,2192
DXB,SYD,320,winter,Economy,SkyMind,2761,0.08,1427,1,1023
DXB,CDG,199,winter,Economy,AsiaJet,1523,0.91,1749,1,193
LHR,JFK,145,spring,Business,SkyMind,10271,0.52,850,0,692
DXB,BOM,59,autumn,First,PacificAir,9013,0.9,951,1,1827
BOM,JFK,195,summer,Economy,AsiaJet,11818,0.9,1810,1,827
LHR,FRA,143,winter,Economy,AeroGulf,11523,0.2,1682,0,2049
BOM,SIN,223,summer,Business,EuroWings,7735,0.38,365,0,1452
NRT,LAX,100,summer,First,SkyMind,12967,0.13,125,1,735
DXB,SIN,26,winter,Economy,AsiaJet,11119,0.77,1173,1,4179
SIN,LHR,14,summer,Economy,SkyMind,11672,0.5,1042,1,4396
LHR,LAX,122,summer,First,AsiaJet,4257,0.93,740,0,1737
CDG,FRA,265,autumn,Business,EuroWings,8568,0.21,464,0,1593
NRT,BOM,7,summer,Business,PacificAir,9141,0.69,1954,1,1955
LAX,SIN,219,spring,Economy,PacificAir,1784,0.99,1268,1,222
JFK,CDG,220,winter,Economy,AsiaJet,12210,0.67,244,0,2278
NRT,CDG,183,autumn,Business,AsiaJet,2160,0.07,266,0,774
FRA,LHR,108,spring,Business,PacificAir,5853,0.59,1166,0,453
SYD,LAX,347,summer,Economy,AeroGulf,1403,0.18,1071,1,457
LAX,CDG,124,summer,First,AeroGulf,9869,0.03,1676,1,602
JFK,NRT,170,spring,First,AeroGulf,9021,0.33,1138,0,3318
SIN,LHR,257,spring,Economy,EuroWings,9328,0.27,228,0,604
DXB,FRA,9,autumn,Economy,AsiaJet,10581,0.79,157,1,4043
LHR,DXB,280,summer,Economy,SkyMind,6510,0.37,153,1,1243
JFK,SYD,125,summer,Economy,SkyMind,10559,0.73,1347,1,3946
FRA,SIN,162,summer,Business,AsiaJet,11207,0.02,1838,1,655
SYD,SYD,36,spring,First,PacificAir,912,0.01,232,1,284
SYD,NRT,4,summer,First,AsiaJet,7139,0.03,1697,1,1216
DXB,DXB,87,winter,First,AeroGulf,4333,0.22,1366,0,383
LAX,NRT,264,winter,Business,AeroGulf,2915,0.37,309,0,520
JFK,SIN,91,autumn,Economy,SkyMind,3086,0.61,341,0,1202
JFK,DXB,295,autumn,First,AsiaJet,6071,0.99,482,1,400
LHR,FRA,58,spring,First,SkyMind,10256,0.35,1333,1,3766
JFK,LHR,140,winter,Business,PacificAir,13302,0.06,314,0,891
CDG,LAX,172,spring,Economy,EuroWings,9172,0.19,1367,1,1664
FRA,DXB,260,autumn,Economy,EuroWings,7057,0.9,1194,0,1479
SIN,FRA,25,spring,Economy,PacificAir,10967,0.7,913,0,2172
LHR,SIN,198,spring,First,AeroGulf,6780,0.79,1213,0,2652
BOM,BOM,67,summer,Business,AeroGulf,12532,0.12,1572,0,826
DXB,NRT,118,autumn,First,AeroGulf,12003,0.13,1279,0,2204
FRA,FRA,280,summer,Business,SkyMind,3382,0.11,1501,1,1304
BOM,SYD,6,autumn,Business,SkyMind,12435,0.86,183,0,4786
LHR,LHR,97,summer,First,EuroWings,3019,0.21,1548,1,259
LAX,SIN,72,autumn,Business,AeroGulf,13305,0.64,762,1,2664
SIN,SIN,258,autumn,Business,AeroGulf,4900,0.52,1795,0,1784
SIN,DXB,38,winter,Business,PacificAir,9346,0.54,1053,1,1777
SYD,BOM,296,autumn,Economy,EuroWings,10669,0.2,1609,0,617
JFK,JFK,56,spring,Economy,SkyMind,680,0.64,181,1,372
FRA,SIN,103,winter,Economy,EuroWings,4625,0.04,900,1,913
JFK,LHR,103,summer,Economy,AeroGulf,3519,0.99,1309,1,1453
SIN,FRA,216,spring,First,AeroGulf,1264,0.03,188,0,340
FRA,NRT,21,spring,First,SkyMind,4635,0.05,259,1,281
JFK,NRT,115,autumn,First,SkyMind,11058,0.32,1107,0,678
FRA,JFK,210,autumn,Economy,EuroWings,11990,0.83,469,1,800
BOM,BOM,291,spring,First,AsiaJet,11471,0.26,661,1,4092
LAX,DXB,203,winter,Economy,AeroGulf,13679,0.47,278,1,802
NRT,LHR,323,spring,Economy,AeroGulf,11063,0.02,831,0,758
JFK,DXB,188,spring,Business,AsiaJet,5538,0.08,1328,1,1971
SYD,CDG,151,autumn,Business,EuroWings,13854,0.61,1654,1,1009
JFK,SIN,191,autumn,Economy,PacificAir,7299,0.19,614,0,2643
CDG,FRA,214,autumn,Business,PacificAir,3890,0.69,215,1,262
SIN,DXB,42,summer,Business,AeroGulf,10474,0.79,1470,0,4005
SYD,SYD,194,spring,Business,PacificAir,13472,0.85,500,1,2524
CDG,LAX,250,spring,Business,EuroWings,1564,0.13,398,1,564
SYD,NRT,81,summer,First,PacificAir,2956,0.46,768,0,1178
SIN,SYD,41,spring,Business,SkyMind,6181,0.95,1876,1,2437
CDG,SIN,20,spring,Economy,EuroWings,1846,0.77,609,0,248
FRA,SIN,9,spring,Business,AsiaJet,10919,0.12,1231,1,3963
SYD,SIN,313,winter,Business,AeroGulf,7497,0.5,1935,0,2768
FRA,NRT,124,summer,First,EuroWings,9874,0.92,151,0,729
BOM,BOM,203,summer,First,PacificAir,4632,0.44,1107,0,900
FRA,SIN,78,spring,First,EuroWings,2953,0.84,1476,1,1336
LAX,SYD,210,autumn,Business,AsiaJet,1038,0.5,639,1,121
JFK,LAX,18,spring,Economy,EuroWings,11115,0.11,311,0,2036
NRT,CDG,236,spring,First,AsiaJet,2803,0.15,1232,0,1027
FRA,SIN,319,winter,Business,AsiaJet,6921,0.05,1945,1,1213
JFK,NRT,200,winter,Business,EuroWings,748,0.2,869,1,246
NRT,BOM,349,autumn,Business,AeroGulf,13480,0.89,1493,1,4815
LHR,SIN,282,winter,First,AeroGulf,9732,0.65,831,1,1814
JFK,SIN,252,spring,Business,PacificAir,1891,0.74,628,0,447
SYD,SYD,340,spring,First,EuroWings,2672,0.62,1363,0,533
BOM,CDG,239,winter,Business,EuroWings,1835,0.39,823,1,682
NRT,DXB,269,winter,Economy,SkyMind,2759,0.22,1525,0,1065
JFK,LAX,119,summer,Economy,AeroGulf,7115,0.93,1112,0,630
SIN,NRT,282,spring,Business,AsiaJet,6034,0.51,1919,0,400
JFK,FRA,337,autumn,First,SkyMind,9191,0.48,895,1,395
JFK,LHR,345,winter,Business,EuroWings,1310,1.0,1303,1,447
LAX,NRT,7,winter,Economy,SkyMind,5484,0.38,1395,1,1022
SIN,BOM,273,summer,Business,AeroGulf,7848,0.85,1028,0,566
CDG,CDG,253,summer,First,EuroWings,8056,0.86,184,1,2984
JFK,BOM,342,winter,First,AeroGulf,4213,0.23,1896,1,709
BOM,NRT,128,autumn,First,SkyMind,4204,0.09,1618,0,284
SIN,SIN,92,autumn,First,PacificAir,1710,0.98,1424,1,456
BOM,FRA,306,winter,Economy,AsiaJet,4245,0.43,520,0,732
LHR,JFK,6,summer,First,AsiaJet,10678,0.0,309,0,605
LAX,LHR,74,spring,First,PacificAir,8291,0.5,1431,1,644
LHR,LAX,56,spring,Economy,PacificAir,1991,0.62,161,1,944
JFK,DXB,295,summer,First,PacificAir,7801,0.78,104,1,1419
JFK,FRA,310,spring,Economy,AeroGulf,12962,0.94,595,0,886
NRT,LHR,238,summer,First,EuroWings,6960,0.92,1230,0,516
JFK,CDG,22,autumn,First,PacificAir,3548,0.94,1646,1,915
BOM,CDG,41,spring,First,AeroGulf,5419,0.03,1977,1,980
FRA,DXB,346,winter,First,SkyMind,13718,0.71,1850,1,2470
SYD,BOM,266,winter,Business,SkyMind,3434,0.23,1597,0,246
DXB,SIN,258,spring,Business,PacificAir,6610,0.19,830,0,450
CDG,SYD,48,winter,First,SkyMind,13056,0.8,1510,0,4864
LHR,FRA,298,summer,First,PacificAir,2317,0.42,278,0,430
BOM,LAX,139,summer,First,SkyMind,7113,0.92,1613,0,681
FRA,LHR,202,winter,Business,SkyMind,4819,0.04,1951,0,303
BOM,SYD,140,spring,First,EuroWings,1775,0.8,1189,1,481
SYD,DXB,142,spring,Economy,EuroWings,7731,0.14,1820,1,547
BOM,JFK,286,spring,Business,SkyMind,11714,0.18,628,1,2095
DXB,SIN,233,autumn,Business,EuroWings,3377,0.48,1510,0,252
BOM,JFK,316,spring,Business,PacificAir,4514,0.4,486,0,869
DXB,BOM,158,spring,First,AsiaJet,4587,0.49,651,1,970
JFK,SYD,38,summer,Economy,PacificAir,1647,0.94,435,0,233
SIN,JFK,75,autumn,Business,EuroWings,737,0.66,687,0,253
JFK,SYD,321,summer,Economy,AeroGulf,2622,0.29,1954,0,904
LHR,LHR,175,winter,Economy,SkyMind,8109,0.17,857,1,2939
JFK,JFK,39,winter,Economy,EuroWings,5095,0.42,1174,1,983
LAX,SYD,73,spring,First,EuroWings,10237,0.45,740,1,3826
LHR,FRA,58,autumn,First,EuroWings,4483,0.6,406,0,428
NRT,NRT,363,winter,First,PacificAir,13055,0.27,1383,1,828
JFK,LAX,89,spring,Business,SkyMind,8634,0.77,820,0,1776
LAX,BOM,273,autumn,Business,AsiaJet,6106,0.1,310,1,407
SYD,CDG,134,winter,Economy,EuroWings,9678,0.56,1767,1,670
FRA,SIN,143,winter,Business,AeroGulf,2123,0.62,1554,1,882
JFK,JFK,95,autumn,First,SkyMind,11813,0.21,1034,0,732
LHR,CDG,156,autumn,First,AsiaJet,12418,0.83,1719,0,819
LHR,LAX,201,autumn,First,AeroGulf,7726,0.62,148,0,2912
NRT,NRT,160,autumn,First,AsiaJet,12593,0.65,540,0,2372
LAX,SYD,211,winter,Economy,AsiaJet,1222,0.5,345,0,208
LHR,SYD,172,autumn,Business,SkyMind,1595,0.91,650,0,745
LHR,SYD,70,summer,First,PacificAir,4327,0.69,551,1,1713
BOM,LAX,319,summer,Economy,AeroGulf,4785,0.38,1268,0,198
JFK,LHR,314,winter,Business,EuroWings,1495,0.24,754,1,80
JFK,BOM,145,winter,Economy,AsiaJet,6181,0.07,346,1,1090
CDG,LHR,167,spring,First,AeroGulf,5161,0.17,460,1,967
CDG,DXB,319,winter,First,SkyMind,1492,0.99,767,1,613
CDG,FRA,117,autumn,First,AeroGulf,3283,0.41,115,1,318
NRT,CDG,185,autumn,Business,EuroWings,8847,0.9,489,0,3348
SIN,LHR,203,winter,First,EuroWings,10587,0.17,447,0,1926
LAX,NRT,162,summer,Business,SkyMind,6182,0.43,1027,1,1270
SIN,DXB,309,spring,Economy,AeroGulf,10468,0.96,380,0,3847
DXB,SYD,338,winter,Business,PacificAir,6461,0.09,1674,0,400
BOM,DXB,188,winter,Economy,PacificAir,5268,0.59,244,0,430
BOM,BOM,43,spring,Business,AsiaJet,6260,0.92,145,1,2477
JFK,NRT,201,summer,First,AsiaJet,5704,0.95,562,0,1151
LAX,NRT,231,winter,First,AeroGulf,10808,0.85,920,1,3880
SYD,JFK,4,summer,Economy,AsiaJet,8052,0.86,1493,1,3134
SYD,LHR,240,autumn,Business,EuroWings,11112,0.65,1430,1,821
NRT,CDG,206,summer,Business,SkyMind,8746,0.22,1525,0,1610
JFK,SIN,331,autumn,Economy,AsiaJet,584,0.73,593,1,130
FRA,FRA,94,spring,Business,PacificAir,6476,0.98,1655,0,656
NRT,SIN,232,winter,Business,EuroWings,8647,0.53,1466,0,1632
JFK,CDG,363,autumn,Economy,PacificAir,7584,0.26,232,1,1326
JFK,LHR,347,summer,Economy,AsiaJet,11580,0.57,1635,1,704
DXB,LHR,349,winter,Economy,AsiaJet,13379,0.69,1441,1,2360
SIN,FRA,160,autumn,Business,EuroWings,3279,0.21,1994,1,634
LAX,FRA,113,autumn,Economy,PacificAir,6555,0.72,367,0,2467
CDG,SIN,252,summer,Economy,SkyMind,3169,0.59,692,1,671
CDG,CDG,222,autumn,Economy,SkyMind,12528,0.61,769,0,4556
CDG,LHR,346,spring,Economy,EuroWings,1508,0.31,1078,1,506
NRT,SYD,94,autumn,First,AsiaJet,2864,0.16,323,1,1061
LHR,BOM,167,summer,First,EuroWings,4186,0.62,1011,0,370
NRT,LAX,138,winter,First,PacificAir,7268,0.59,101,0,485
FRA,CDG,348,summer,Economy,SkyMind,13039,0.34,1071,0,2325
JFK,LHR,361,summer,Business,AsiaJet,2699,0.3,736,0,977
FRA,CDG,210,winter,First,PacificAir,10051,0.35,1364,1,1920
LHR,BOM,256,autumn,Economy,SkyMind,1409,0.49,216,1,171
SIN,FRA,73,spring,First,SkyMind,3939,0.97,1899,1,972
FRA,DXB,214,summer,First,AeroGulf,6382,0.76,1672,0,1223
LAX,CDG,266,summer,Economy,AsiaJet,3413,0.85,536,1,658
SYD,DXB,360,spring,Economy,EuroWings,5195,0.51,410,0,1838
FRA,CDG,151,summer,First,AeroGulf,1506,0.53,1339,0,617
LAX,FRA,235,winter,Economy,SkyMind,7614,0.2,1684,1,2793
JFK,SIN,216,autumn,First,AsiaJet,11744,0.72,1112,0,4289
LHR,JFK,304,winter,First,AsiaJet,13911,0.42,316,0,938
LAX,JFK,109,summer,First,AeroGulf,1643,0.74,670,0,778
CDG,SIN,345,winter,First,PacificAir,8052,0.41,1695,0,2915
FRA,JFK,300,summer,Business,PacificAir,13090,0.11,444,0,4709
SIN,LAX,349,autumn,Business,EuroWings,11912,0.17,177,0,776
SIN,SIN,320,winter,Economy,AsiaJet,1724,0.81,1242,1,407
FRA,DXB,296,winter,Business,AeroGulf,12570,0.26,1553,0,710
FRA,SIN,120,spring,Business,SkyMind,13814,0.26,1991,1,4990
CDG,DXB,328,spring,Economy,PacificAir,4995,0.93,1442,0,1858
SYD,FRA,98,summer,First,AeroGulf,8759,0.66,1762,1,717
FRA,FRA,210,winter,Business,EuroWings,12941,0.11,1330,1,2328
NRT,JFK,32,autumn,Business,EuroWings,9706,0.14,1795,1,583
BOM,SIN,330,autumn,Business,AsiaJet,681,0.27,1445,0,80
FRA,SIN,226,spring,Business,EuroWings,13312,0.59,696,1,4933
DXB,LAX,215,spring,First,EuroWings,6832,0.75,1127,1,504
DXB,CDG,123,spring,Economy,PacificAir,12807,0.27,768,1,758
SIN,JFK,147,autumn,Business,PacificAir,5446,0.87,1300,1,488
BOM,SYD,340,autumn,Business,EuroWings,7950,0.11,1472,1,518
BOM,SIN,52,autumn,Business,AsiaJet,3445,0.21,1914,0,255
CDG,SYD,180,summer,Business,PacificAir,10749,0.97,998,0,855
NRT,LHR,290,winter,Economy,PacificAir,11439,0.13,409,0,4169
FRA,SYD,187,summer,First,EuroWings,10572,0.89,1887,1,3933
FRA,BOM,337,winter,Economy,AsiaJet,12294,0.7,1203,1,4444
LHR,SYD,108,winter,Business,EuroWings,9346,0.07,143,0,3287
NRT,CDG,126,winter,Business,SkyMind,4186,0.48,1015,1,405
NRT,SIN,261,spring,Economy,SkyMind,2788,0.52,1606,1,195
LHR,LAX,194,winter,First,AsiaJet,10891,0.93,552,1,764
BOM,DXB,297,spring,First,SkyMind,3331,0.42,1107,1,195
FRA,NRT,34,winter,First,AsiaJet,12100,0.45,829,1,4501
NRT,DXB,276,summer,First,SkyMind,10927,0.11,1322,1,3885
NRT,FRA,182,summer,Economy,AeroGulf,11203,0.64,1815,0,719
DXB,DXB,239,winter,Economy,PacificAir,9413,0.21,1331,1,583
DXB,CDG,322,summer,First,EuroWings,3748,0.08,293,1,196
DXB,CDG,348,summer,Economy,AsiaJet,9892,1.0,1135,0,624
BOM,SYD,146,winter,Economy,SkyMind,13668,0.27,1053,0,2479
FRA,FRA,44,winter,Business,AeroGulf,11154,0.14,816,0,2124
LHR,LAX,359,spring,Economy,SkyMind,13365,0.7,1512,0,2443
BOM,CDG,304,summer,Economy,AeroGulf,9001,0.82,1971,0,1695
CDG,LHR,291,summer,First,EuroWings,1525,0.06,1249,0,80
NRT,SIN,295,winter,Economy,PacificAir,4912,0.11,447,0,421
CDG,LAX,259,autumn,First,PacificAir,6402,0.09,1195,1,370
SIN,LHR,19,spring,Business,AeroGulf,10224,0.05,539,0,1818
JFK,SYD,215,spring,Business,SkyMind,13807,0.66,831,0,2601
SIN,SIN,211,autumn,Economy,PacificAir,4143,0.59,401,0,333
LAX,FRA,231,spring,Economy,SkyMind,9059,0.66,1707,0,1662
BOM,CDG,339,spring,First,AsiaJet,5150,0.51,448,1,1974
BOM,DXB,5,summer,Business,SkyMind,11344,0.82,220,1,2333
DXB,BOM,311,summer,First,AsiaJet,1749,0.55,885,1,339
NRT,CDG,269,winter,Economy,AsiaJet,3483,0.92,1423,1,819
CDG,SYD,162,winter,Business,PacificAir,5075,0.49,654,0,1035
LAX,CDG,216,spring,Economy,AsiaJet,11720,0.79,307,1,799
FRA,SYD,274,autumn,Business,SkyMind,11826,0.41,573,0,4402
FRA,NRT,324,winter,First,EuroWings,7947,0.44,313,1,524
CDG,JFK,100,winter,Economy,SkyMind,12787,0.85,1458,1,2517
DXB,CDG,171,autumn,Economy,AeroGulf,9631,0.11,176,0,1731
DXB,FRA,252,spring,Business,AeroGulf,4609,0.56,1273,0,884
SYD,LAX,169,spring,First,SkyMind,12929,0.73,351,1,2424
JFK,CDG,38,winter,Business,AeroGulf,4523,0.75,671,1,1087
SYD,LAX,228,spring,Business,EuroWings,12383,0.59,312,1,4443
NRT,LHR,125,spring,Business,AeroGulf,8469,0.45,1698,1,665
DXB,DXB,278,winter,Economy,PacificAir,1089,0.26,597,1,170
BOM,SIN,285,winter,First,EuroWings,2282,0.91,1915,0,878
LAX,NRT,137,summer,First,PacificAir,5068,0.37,804,1,358
CDG,FRA,108,summer,First,PacificAir,9899,0.8,128,1,736
LHR,SYD,68,spring,Business,EuroWings,4912,0.03,996,1,336
LAX,BOM,104,autumn,First,PacificAir,13232,0.23,1636,0,2430
LHR,DXB,246,summer,First,AeroGulf,11035,0.35,172,1,1987
CDG,CDG,165,spring,Economy,SkyMind,9538,0.67,888,0,3551
FRA,DXB,192,autumn,Economy,EuroWings,11116,0.32,305,0,4012
SIN,BOM,195,summer,Economy,SkyMind,5180,0.04,1791,0,289
CDG,DXB,132,summer,Business,EuroWings,9490,0.17,1781,1,1665
SIN,SIN,296,spring,Economy,EuroWings,970,0.26,1988,0,80
JFK,JFK,144,winter,First,PacificAir,12601,0.18,151,1,813
BOM,LHR,219,winter,Economy,SkyMind,5327,0.2,1102,1,1943
NRT,BOM,26,autumn,Business,AeroGulf,5567,0.77,421,1,1307
DXB,CDG,251,winter,Economy,SkyMind,10786,0.41,726,1,4052
BOM,SIN,95,spring,First,EuroWings,3494,0.41,1349,0,696
JFK,JFK,354,summer,Economy,AeroGulf,3629,0.97,1723,0,184
SIN,CDG,200,autumn,Economy,PacificAir,6667,0.45,1185,1,517
LAX,CDG,103,winter,Economy,AeroGulf,1813,0.93,118,1,325
JFK,NRT,193,summer,Business,AeroGulf,11570,0.3,1893,0,2181
NRT,JFK,2,spring,Business,SkyMind,12207,0.4,1833,0,871
BOM,FRA,247,spring,Business,EuroWings,7046,0.4,410,1,1297
CDG,LAX,91,summer,Business,EuroWings,9739,0.55,690,1,1867
JFK,CDG,45,spring,Business,EuroWings,9779,0.58,1564,0,3694
BOM,NRT,3,spring,Economy,AsiaJet,8434,0.25,622,1,569
NRT,SYD,336,summer,Economy,PacificAir,12373,0.79,755,0,4534
CDG,DXB,64,winter,Business,SkyMind,5858,0.5,1879,1,1113
JFK,SYD,135,autumn,Business,EuroWings,782,0.01,184,1,109
BOM,DXB,291,summer,Economy,AeroGulf,8109,0.59,1057,1,428
SIN,LAX,278,summer,First,AsiaJet,12340,0.8,1662,1,2285
LAX,CDG,176,winter,Economy,PacificAir,1898,0.25,1913,1,136
NRT,SYD,282,autumn,Business,EuroWings,3233,0.04,102,1,508
DXB,SYD,120,spring,Economy,AsiaJet,4567,0.81,870,1,334
LAX,DXB,262,winter,Business,PacificAir,2857,0.98,1366,1,199
BOM,LHR,174,autumn,Economy,AeroGulf,11627,0.08,504,0,2107
