origin,destination,distance_km,avg_passengers,avg_revenue_usd,avg_delay_min,fuel_cost_usd,competition_score,demand_score,profitability_score
FRA,CDG,7622,65,185935,100,33842,0.24,0.79,0.2042
NRT,DXB,10364,493,329402,17,24065,0.18,0.8,0.5937
FRA,DXB,775,419,40046,75,13545,0.37,0.66,0.0
FRA,DXB,9726,71,253363,18,40923,0.32,0.43,0.4069
SIN,FRA,11390,423,315662,38,62737,0.54,0.56,0.4678
SYD,LAX,13023,345,85721,43,44241,0.37,0.53,0.04
LAX,LAX,2005,289,180691,20,40961,0.64,0.77,0.2595
LAX,JFK,8475,66,27357,88,5059,0.88,0.14,0.0
CDG,BOM,6382,170,456583,63,21825,0.34,0.37,0.8065
SIN,SYD,9291,242,248091,116,5998,0.12,0.78,0.3682
LHR,NRT,12642,139,261638,38,22597,0.16,0.56,0.4401
LHR,CDG,6632,112,484585,28,9863,0.01,0.14,0.9214
NRT,BOM,2484,76,95649,4,29819,0.1,0.06,0.1277
SIN,SIN,11167,341,55953,50,53076,0.78,0.68,0.0
BOM,FRA,4522,381,340149,115,80040,0.88,0.15,0.4052
SYD,NRT,10221,419,369435,34,99320,0.62,0.78,0.5062
LAX,CDG,4113,90,19794,29,74789,0.68,0.56,0.0
SIN,FRA,8398,438,230970,29,62573,0.55,0.1,0.3078
SIN,NRT,12542,411,407704,80,31985,0.9,0.77,0.6714
DXB,NRT,3449,237,434140,37,95620,0.46,0.2,0.64
SIN,LHR,13287,415,149133,85,70550,0.33,0.27,0.0722
DXB,BOM,10208,240,262788,49,61620,0.07,0.94,0.3533
NRT,LAX,7219,168,214276,113,52950,0.68,0.12,0.2097
SYD,SIN,6432,400,301260,118,92445,0.87,0.43,0.2996
CDG,FRA,3931,236,469073,35,96069,0.5,0.41,0.711
JFK,DXB,1613,308,350589,70,7998,0.95,0.48,0.6152
DXB,FRA,13405,58,473217,110,77208,0.42,0.21,0.682
DXB,BOM,5664,296,12738,50,94109,0.4,0.24,0.0
BOM,BOM,13182,109,145804,72,49181,0.07,0.91,0.1212
SIN,BOM,11636,245,257446,0,48307,0.46,0.36,0.4183
LAX,NRT,9188,379,298040,62,71306,0.31,0.46,0.3915
BOM,CDG,13123,477,450984,13,37953,0.41,0.01,0.8131
SYD,CDG,8085,235,335402,49,31576,0.07,0.18,0.5587
LAX,BOM,4454,311,106225,6,54847,0.48,0.85,0.0968
SIN,NRT,9038,470,239503,90,76166,0.9,0.9,0.2367
SIN,LHR,1062,155,410190,119,60868,0.3,0.92,0.5796
NRT,JFK,9829,54,425273,51,62972,0.7,0.65,0.6736
SYD,SIN,2385,239,128039,21,34768,0.52,0.73,0.1655
FRA,SIN,6358,205,11885,55,34352,0.01,0.16,0.0
JFK,LAX,3168,282,211505,74,72938,0.17,0.76,0.2031
NRT,LHR,3401,430,311949,80,17142,0.06,0.94,0.5096
BOM,NRT,6032,219,208692,66,87054,0.06,0.18,0.1773
NRT,SYD,9810,203,214148,58,56579,0.08,0.22,0.2571
FRA,FRA,6669,476,155476,91,29520,0.12,0.93,0.1609
LHR,CDG,3374,224,192861,92,59784,0.16,0.06,0.1742
DXB,NRT,4044,424,328561,98,54257,0.5,0.44,0.4506
LAX,BOM,5916,352,201048,101,44159,0.7,0.46,0.2128
JFK,DXB,9223,434,438351,87,5518,0.24,0.31,0.7787
DXB,NRT,10944,281,380653,14,44350,0.41,0.28,0.6586
BOM,FRA,4615,229,226579,119,94780,0.86,0.72,0.1446
NRT,NRT,10263,197,493901,5,32119,0.53,0.87,0.9186
JFK,LHR,6010,341,167144,5,18285,0.95,0.27,0.2927
LAX,SYD,11975,483,343384,59,43758,0.0,0.57,0.5403
NRT,BOM,7400,262,218968,60,80778,0.15,0.16,0.2164
LHR,SIN,2105,137,463028,95,35221,0.64,0.03,0.7606
SYD,CDG,4018,175,494045,10,41830,0.39,0.06,0.8944
DXB,SYD,9241,405,347255,82,91707,0.15,0.51,0.4291
SIN,CDG,9653,104,382922,116,23836,0.37,0.34,0.6022
LHR,LAX,11234,275,499681,24,80284,0.22,0.86,0.8148
DXB,SIN,714,140,40712,92,71860,0.09,0.38,0.0
NRT,SYD,12451,420,354243,42,62899,0.07,0.6,0.5407
SIN,BOM,11130,220,409721,61,35336,0.02,0.16,0.6878
CDG,SIN,1722,404,476825,50,70458,0.84,0.32,0.7627
BOM,SIN,7127,356,95259,106,28825,0.77,0.39,0.0269
SIN,NRT,12699,80,412222,19,39433,0.93,0.57,0.7266
JFK,NRT,9010,128,191458,119,57338,0.56,0.47,0.1492
FRA,JFK,13226,161,27418,24,40938,0.98,0.24,0.0
SIN,SYD,1639,402,195840,59,17706,0.26,0.09,0.2973
NRT,BOM,4342,241,268630,35,99520,0.19,0.64,0.3032
LHR,NRT,10114,489,356715,17,22970,0.06,0.87,0.6505
SIN,SIN,11884,428,443671,107,31563,0.2,0.26,0.7172
DXB,FRA,11164,248,20177,63,61394,0.16,0.02,0.0
NRT,SIN,10213,180,149404,61,55690,0.33,0.48,0.1264
CDG,NRT,2957,391,305292,63,39685,0.33,0.24,0.4682
FRA,LAX,13793,268,96711,9,46527,0.46,0.53,0.0914
JFK,JFK,12875,117,250083,62,57076,0.43,0.21,0.324
BOM,JFK,11115,302,127971,105,52251,0.86,0.65,0.0464
SIN,SYD,1921,425,304715,68,43724,0.72,0.97,0.454
JFK,FRA,11887,176,217692,83,12822,0.62,0.66,0.3267
JFK,LHR,13446,276,329414,60,35622,0.9,0.31,0.5276
NRT,JFK,4264,350,224511,97,50524,0.62,0.88,0.251
LAX,CDG,12752,113,446052,79,67906,0.5,0.84,0.6773
LAX,BOM,7861,144,261680,92,41649,0.67,0.42,0.3481
SYD,SYD,6958,327,408597,47,65928,0.77,0.85,0.6383
BOM,LHR,3848,212,175954,115,37871,0.79,0.57,0.1612
DXB,SIN,4159,97,17912,114,14065,0.98,0.59,0.0
JFK,SYD,716,285,100437,34,55984,0.32,0.44,0.0549
SYD,DXB,8922,63,393929,93,47496,0.7,0.85,0.5999
FRA,NRT,3145,293,468520,15,88675,0.29,0.6,0.7447
FRA,SIN,774,479,230430,14,94673,0.52,0.08,0.2575
LHR,LAX,4831,255,151036,48,74672,0.47,0.49,0.1047
LHR,JFK,6815,303,482796,63,79899,0.69,0.45,0.7428
BOM,DXB,10440,135,111552,94,38808,0.31,0.77,0.0515
SIN,SYD,8746,436,379870,106,33722,0.08,0.98,0.5863
NRT,NRT,10914,78,286975,39,62577,0.33,0.41,0.4098
LHR,FRA,13596,179,87700,94,19046,0.69,0.6,0.0433
LHR,JFK,13891,352,281777,31,22124,0.19,0.78,0.4883
LAX,BOM,8374,485,253548,95,70226,0.4,0.82,0.2716
CDG,CDG,11187,441,471201,97,59105,0.79,0.5,0.7272
FRA,CDG,8882,287,339666,10,48561,0.91,0.54,0.5722
LAX,FRA,10326,185,448430,99,31194,0.61,0.24,0.7355
FRA,NRT,5479,291,175494,112,61005,0.94,0.99,0.117
SIN,NRT,4126,108,400188,51,63720,0.18,0.22,0.6219
JFK,DXB,13338,305,97650,89,84512,0.97,0.3,0.0
DXB,CDG,10821,198,432294,29,45770,0.73,0.4,0.744
SYD,DXB,11739,306,255743,87,70383,0.14,0.35,0.2837
DXB,SYD,11650,470,368693,40,9418,0.83,0.57,0.6786
BOM,DXB,5727,129,467359,63,33054,0.35,0.94,0.8056
LAX,BOM,7188,486,450148,48,95206,0.49,0.07,0.6619
BOM,FRA,3308,312,342378,19,14827,0.87,0.36,0.6361
BOM,FRA,4534,87,216573,56,56140,0.32,0.46,0.2649
CDG,NRT,3886,312,261889,1,87608,0.52,0.41,0.3476
LHR,LAX,1713,386,330923,94,25201,0.9,0.18,0.5174
DXB,LHR,13321,224,386892,98,92168,0.73,1.0,0.4914
DXB,DXB,897,174,275350,31,29327,0.71,0.28,0.461
BOM,DXB,4993,112,200015,93,51185,0.04,0.82,0.2047
LHR,BOM,5286,247,276879,116,92404,0.11,0.33,0.253
FRA,SYD,10089,82,246933,8,69025,0.75,0.01,0.3478
SIN,CDG,5808,128,314342,117,84565,0.91,0.15,0.3426
JFK,SIN,13690,155,315537,86,60471,0.9,0.49,0.4241
SYD,NRT,2069,451,314899,4,89416,0.19,0.52,0.447
FRA,CDG,10120,293,467523,99,55107,0.55,0.22,0.7258
JFK,SYD,9099,183,161109,89,66899,0.33,0.25,0.0994
FRA,BOM,6551,93,401628,78,67664,0.5,0.76,0.5899
LHR,NRT,5252,165,366366,34,27439,0.39,0.39,0.6439
SIN,LAX,9052,454,252975,97,28069,0.88,0.95,0.3528
SIN,JFK,10183,260,228744,14,25868,0.58,0.5,0.3918
NRT,SIN,3798,473,315867,118,79999,0.06,0.37,0.3537
LHR,LAX,5412,452,209717,6,85249,0.87,0.44,0.2429
NRT,DXB,8314,226,134288,117,91038,0.34,0.86,0.0
LHR,SIN,1624,452,239162,43,9235,0.49,0.1,0.4169
LAX,FRA,4647,321,37556,37,77596,0.03,0.61,0.0
LAX,DXB,9340,64,271414,35,14519,0.21,0.58,0.4788
SYD,SIN,7510,409,480332,83,6691,0.1,0.9,0.8643
DXB,NRT,4080,346,128464,83,53798,0.85,0.44,0.0663
NRT,BOM,3446,115,131839,48,16549,0.77,0.79,0.1826
LHR,SIN,2885,183,458096,66,99331,0.35,0.74,0.6515
FRA,DXB,9908,322,442042,59,84291,0.35,0.69,0.6565
CDG,JFK,10728,121,374223,112,48581,0.26,0.42,0.5393
DXB,JFK,4756,426,304583,74,17071,0.0,0.97,0.501
DXB,BOM,5125,359,210661,55,22220,0.33,0.55,0.3219
SYD,BOM,1487,147,364089,62,26035,0.62,0.05,0.6141
CDG,LAX,4749,148,282823,10,92553,0.57,0.48,0.3705
SIN,LAX,765,259,458314,95,77865,0.9,0.57,0.6659
JFK,FRA,10848,122,96625,92,18653,0.2,0.49,0.0639
LHR,SIN,13127,362,106114,55,28578,0.26,0.82,0.1001
CDG,LHR,13068,63,216847,48,33058,0.03,0.14,0.3196
LAX,FRA,7926,455,466913,88,6244,0.85,0.74,0.8333
LAX,SIN,2673,332,22329,4,5621,0.45,0.05,0.0294
JFK,NRT,3997,264,18419,34,93306,0.46,0.83,0.0
DXB,NRT,1164,219,417347,25,75212,0.5,0.2,0.6593
DXB,LAX,8224,292,15800,20,62852,0.99,0.36,0.0
LAX,LHR,2197,384,308911,64,14590,0.13,0.94,0.5246
SIN,SIN,5370,390,200946,104,40428,0.83,0.58,0.217
JFK,CDG,13697,171,456923,58,89048,0.09,0.27,0.6778
JFK,BOM,10492,310,51499,16,35940,0.99,0.37,0.0151
LHR,JFK,5261,147,81277,58,70530,0.53,0.8,0.0
JFK,FRA,9379,485,436748,104,73753,0.26,0.25,0.622
SYD,NRT,5403,437,421770,66,53577,0.23,0.48,0.6704
SIN,FRA,1240,476,388761,61,35799,0.82,0.36,0.6449
DXB,JFK,7589,208,391659,26,47834,0.48,0.36,0.6616
SIN,CDG,4875,497,179599,25,21636,0.11,0.24,0.2909
JFK,LAX,2223,314,133752,39,90685,0.43,0.08,0.0471
SIN,LHR,9176,429,463404,15,35957,0.59,0.21,0.8399
LAX,SYD,1947,488,328771,28,84246,0.52,0.36,0.461
CDG,SYD,5325,271,367924,20,34589,0.95,0.1,0.6467
FRA,LHR,8291,486,406056,67,37668,0.55,1.0,0.6698
LAX,CDG,9690,205,418737,20,41737,0.41,0.33,0.734
SIN,NRT,11599,266,368329,37,21741,0.83,0.33,0.6562
BOM,LAX,7724,437,208047,104,85724,0.8,0.9,0.1406
NRT,NRT,5373,136,23780,92,50800,0.47,0.16,0.0
FRA,NRT,9081,290,114598,34,75178,0.22,0.09,0.0448
LHR,JFK,5885,126,83065,78,8834,0.14,0.33,0.0705
LHR,DXB,9849,389,448187,106,61379,0.04,0.89,0.6676
CDG,SYD,12858,453,68769,53,13143,0.2,0.39,0.0583
FRA,LHR,10795,279,48269,67,92592,0.32,0.53,0.0
SIN,BOM,12219,261,392929,53,80596,0.34,0.99,0.5717
LHR,LHR,9054,387,422860,88,18187,0.73,0.38,0.7213
LHR,LAX,2147,234,39917,48,32019,0.68,0.79,0.0
LAX,DXB,10011,455,132071,42,26365,0.39,0.69,0.1694
CDG,NRT,3487,98,10439,19,35358,0.11,0.92,0.0
LAX,SYD,12234,437,452462,14,93453,0.24,0.51,0.704
SYD,JFK,7356,113,195481,23,89456,0.68,0.82,0.189
FRA,NRT,1934,392,66256,12,69809,0.59,0.36,0.0
NRT,JFK,4465,159,143895,73,45270,0.67,0.59,0.1242
FRA,LAX,3605,473,403556,105,97035,0.36,0.04,0.508
SYD,BOM,10080,173,327969,74,29401,0.09,0.46,0.5231
NRT,CDG,10583,256,296960,116,40572,0.32,0.46,0.3968
CDG,NRT,1615,182,247224,48,84425,0.09,0.87,0.2776
CDG,LAX,9206,217,54902,27,11722,0.2,0.16,0.0594
NRT,LHR,512,470,68210,118,65576,0.21,0.08,0.0
LHR,JFK,2540,99,67081,51,20662,0.85,0.47,0.0418
SIN,LAX,713,237,285483,14,10992,0.52,0.11,0.535
NRT,JFK,4250,406,309356,19,26558,0.73,0.99,0.5466
BOM,CDG,4166,298,487859,107,66700,0.16,0.58,0.7353
SIN,LHR,3399,114,169022,33,75448,0.4,0.14,0.1541
NRT,CDG,5513,289,118764,12,87217,0.78,0.95,0.0511
SIN,SYD,6878,85,263839,111,17798,0.39,0.23,0.3811
JFK,DXB,13075,449,311399,38,39902,0.6,0.34,0.505
CDG,LHR,11218,257,49062,13,16084,0.09,0.81,0.053
LAX,SYD,3399,273,70706,0,83643,0.83,0.76,0.0
SYD,BOM,3981,232,499779,11,12245,0.76,0.3,0.9641
JFK,LAX,12799,231,28627,21,94432,0.39,0.06,0.0
CDG,SIN,8263,351,285657,77,9803,0.98,0.83,0.4747
LHR,CDG,3198,111,399147,30,7847,0.44,0.58,0.7526
SIN,LAX,13987,347,139415,42,21636,0.61,0.21,0.1936
DXB,CDG,7872,292,201974,36,95271,0.51,0.05,0.1774
SIN,NRT,13225,75,342082,95,75599,0.28,0.36,0.438
CDG,LHR,6385,191,173536,117,54514,0.45,0.08,0.121
JFK,BOM,12696,256,222302,36,58616,0.5,0.23,0.2914
SYD,LHR,3579,353,77730,90,90899,0.38,0.76,0.0
DXB,JFK,1512,385,15680,67,86359,0.3,0.07,0.0
NRT,BOM,2080,377,256935,72,40531,0.74,0.1,0.3608
CDG,CDG,10398,224,51033,70,11265,0.16,0.75,0.0095
LHR,SYD,9420,113,140328,19,25032,0.72,0.92,0.2116
NRT,FRA,12260,475,271061,12,54830,0.9,0.66,0.4205
CDG,SYD,11217,160,215566,119,5181,0.88,0.96,0.3018
FRA,CDG,1289,415,125685,16,6008,0.4,0.86,0.2234
CDG,SIN,3813,318,119349,37,70184,0.22,0.28,0.0613
SIN,SYD,2524,113,136572,26,70439,0.86,0.67,0.1063
JFK,NRT,12178,103,255172,85,40888,0.45,0.22,0.3436
SIN,SYD,2648,87,180739,15,21462,0.34,0.46,0.3036
SIN,SYD,6977,497,438665,100,65416,0.9,0.21,0.6465
SIN,BOM,13235,360,284869,56,59638,0.11,0.66,0.3945
CDG,BOM,2326,221,422535,75,78383,0.18,0.64,0.6133
CDG,SYD,5997,366,185665,46,98538,0.45,0.68,0.1283
LAX,SIN,8213,211,224711,14,39743,0.44,0.82,0.3559
DXB,LHR,5706,82,174731,34,42208,0.14,0.09,0.231
BOM,LHR,13643,490,88691,67,35487,0.29,0.57,0.0394
BOM,SIN,9296,381,310929,18,65643,0.37,0.58,0.4726
JFK,DXB,12541,203,79146,7,16879,0.73,0.82,0.1175
FRA,BOM,1662,87,416813,72,44598,0.99,0.5,0.6724
SYD,SYD,8088,68,68105,29,75105,0.96,0.53,0.0
LAX,DXB,3795,208,169669,61,39793,0.67,0.1,0.1988
JFK,SIN,4861,86,178762,89,97033,0.3,0.07,0.0745
LHR,DXB,2123,222,119520,84,98146,0.55,0.94,0.0
SYD,SYD,1141,277,226936,110,88986,0.42,0.18,0.1659
BOM,BOM,8068,65,263542,45,35473,0.01,0.6,0.4111
NRT,BOM,2380,246,77129,116,79843,0.33,0.68,0.0
DXB,SYD,9179,345,19225,67,97317,0.37,0.89,0.0
LAX,CDG,8959,319,377874,86,29633,0.18,0.56,0.6105
FRA,DXB,6986,317,285608,34,83916,0.03,0.0,0.3694
SIN,SYD,6319,244,162341,5,52203,0.45,0.47,0.2153
LAX,JFK,7173,119,267646,15,86764,0.01,0.82,0.3468
NRT,SIN,6367,261,357834,76,5672,0.89,0.7,0.6283
CDG,DXB,7294,254,12818,119,62670,0.11,0.63,0.0
NRT,LAX,3882,310,310681,83,64562,0.72,0.07,0.4092
CDG,LHR,7202,301,189130,119,11318,0.53,0.49,0.2366
DXB,LAX,1131,92,105863,69,94776,0.87,0.13,0.0
SYD,DXB,4732,394,257388,9,70740,0.28,0.39,0.3643
SIN,SYD,5752,419,479929,107,93023,0.83,0.04,0.6668
BOM,DXB,7482,148,370798,98,39370,0.94,0.27,0.5649
JFK,SYD,12767,357,384197,54,40622,0.33,0.33,0.6332
DXB,FRA,2035,153,39509,63,30531,0.03,0.68,0.0
SIN,SYD,6418,158,181567,44,17820,0.85,0.66,0.2835
SYD,FRA,3388,272,59226,114,26235,0.23,0.29,0.0
LAX,NRT,12348,193,478951,80,88163,0.49,0.47,0.7016
FRA,SIN,8345,156,406648,3,33692,0.57,0.65,0.7429
SIN,FRA,11524,204,430235,65,91987,0.74,0.08,0.6115
LHR,FRA,3154,219,477251,93,98833,0.43,0.38,0.6638
LHR,JFK,4586,396,244276,15,24571,0.7,0.66,0.4244
BOM,JFK,716,219,296678,74,28444,0.6,0.24,0.4625
CDG,CDG,7375,83,334178,79,75744,0.3,0.31,0.4379
LAX,LAX,1206,348,368461,34,83910,0.42,0.22,0.5351
JFK,FRA,4281,201,341108,34,31822,0.63,0.86,0.5846
DXB,CDG,13558,291,12189,117,75081,0.77,0.12,0.0
FRA,JFK,10231,456,428331,91,10884,0.23,0.87,0.7439
BOM,LAX,12716,418,370211,110,42020,0.06,0.46,0.5464
CDG,SIN,9403,355,464243,2,72819,0.73,0.23,0.7808
LHR,DXB,13119,368,259363,11,42283,0.2,0.88,0.4232
LAX,SYD,9358,406,125357,103,60897,0.88,0.95,0.0259
SYD,CDG,3705,256,46424,98,81351,0.38,0.98,0.0
LHR,FRA,12281,392,327485,82,33451,0.77,0.06,0.5061
JFK,LAX,7387,466,358092,87,53833,0.27,0.89,0.5215
SIN,JFK,1603,126,186997,33,30834,0.61,0.22,0.2793
LAX,JFK,11289,83,466431,73,51503,0.21,0.12,0.7569
CDG,SIN,6015,233,272294,22,81874,0.43,0.46,0.3588
SIN,LHR,12818,344,458706,91,46050,0.72,0.23,0.7343
DXB,LAX,3375,416,185144,46,74392,0.81,0.21,0.1755
JFK,DXB,4637,179,249735,29,17400,0.62,0.19,0.4357
SYD,BOM,7967,145,232526,106,85388,0.59,0.56,0.1883
SYD,JFK,6541,367,333977,28,47092,0.2,0.58,0.5458
DXB,SYD,4553,466,401729,62,12266,0.01,0.44,0.7169
DXB,LHR,8324,256,264430,81,92757,0.21,0.06,0.2623
NRT,DXB,7079,389,92586,25,11554,0.19,0.25,0.1371
SIN,FRA,1755,218,284197,72,7153,0.78,0.68,0.4821
LAX,BOM,6654,496,126955,9,10179,0.03,0.96,0.2246
SYD,SYD,7525,93,354577,66,30613,0.5,0.52,0.5819
FRA,JFK,11306,368,303209,88,45024,0.34,0.36,0.4284
JFK,FRA,12789,132,364741,110,35913,0.24,0.89,0.5477
DXB,LAX,1197,440,403387,76,5805,0.74,0.57,0.7192
CDG,FRA,13205,304,329948,85,58692,0.26,0.98,0.4575
CDG,LHR,537,315,299124,46,81652,0.26,0.09,0.3889
NRT,LHR,12946,344,23100,13,87968,0.82,0.26,0.0
JFK,DXB,2790,167,64019,61,78007,0.46,0.95,0.0
BOM,DXB,1979,241,491344,119,46924,0.68,0.82,0.7698
BOM,SIN,713,445,392828,45,96256,1.0,0.67,0.5481
JFK,JFK,13735,89,49339,67,59312,0.71,0.17,0.0
DXB,SIN,692,95,251397,46,93479,0.61,0.68,0.2698
NRT,LHR,9530,382,98644,64,80690,0.36,0.02,0.0
LHR,CDG,12175,255,202085,76,8111,0.24,0.44,0.3119
LHR,LAX,726,487,254981,95,10446,0.15,0.7,0.3941
CDG,BOM,9501,430,495556,54,88860,0.68,0.78,0.7594
JFK,CDG,11056,453,476236,23,60756,0.96,0.82,0.808
SYD,JFK,8155,358,138874,58,49475,0.54,0.73,0.1208
SIN,FRA,9066,153,358738,112,53326,0.42,0.91,0.4988
DXB,JFK,8965,350,430733,39,5463,0.95,0.47,0.8115
BOM,LHR,13046,368,183688,95,52888,0.28,0.4,0.1666
SYD,SYD,12200,383,353158,85,92769,0.31,0.95,0.4358
LHR,NRT,1686,368,14181,112,46813,0.74,0.32,0.0
FRA,CDG,7161,164,248695,36,7570,0.38,0.13,0.4462
BOM,SYD,2326,347,446127,53,22208,0.62,0.2,0.7948
NRT,LHR,7943,347,44322,83,92975,0.61,0.69,0.0
JFK,DXB,6081,253,43553,75,42824,0.36,0.96,0.0
DXB,CDG,2529,448,240186,18,40092,0.48,0.04,0.3822
LHR,FRA,3830,102,66034,28,39315,1.0,0.01,0.0254
LHR,DXB,9146,170,354044,77,38468,0.92,0.97,0.5542
DXB,DXB,4402,62,80265,61,39504,0.08,0.44,0.0205
SYD,JFK,10347,113,200608,66,57650,0.33,0.69,0.2199
FRA,JFK,11644,135,140188,78,24694,0.81,0.35,0.153
NRT,LAX,7396,102,74116,46,35386,0.06,0.12,0.0315
CDG,BOM,7862,396,164970,68,85479,0.69,0.32,0.091
JFK,JFK,12743,399,428207,108,11987,0.64,0.67,0.7244
NRT,CDG,5939,396,191861,117,30253,0.45,0.63,0.2062
FRA,JFK,10998,247,341599,18,84675,0.24,0.68,0.4958
LHR,JFK,1754,336,231150,66,65979,0.03,0.57,0.2643
LAX,CDG,8958,163,403133,79,26113,0.04,0.69,0.675
FRA,JFK,1842,117,273727,13,7115,0.96,0.27,0.5202
CDG,JFK,4089,371,329655,13,82103,0.9,0.54,0.4821
FRA,FRA,1053,61,133496,86,82039,0.41,0.67,0.0169
SIN,SIN,12608,175,255983,69,95226,0.73,0.0,0.2525
SYD,SYD,6373,71,77323,39,13070,0.9,0.17,0.0895
LAX,SYD,11814,434,473075,61,82120,0.56,0.54,0.7209
JFK,NRT,12735,187,408359,74,10588,0.05,0.44,0.7215
JFK,FRA,12124,228,477331,15,72211,0.82,0.89,0.7952
LHR,SIN,12426,177,356926,104,21188,0.73,0.59,0.5675
SYD,BOM,5664,383,217215,63,81283,0.83,0.2,0.2089
JFK,SYD,5106,64,266896,41,45934,0.88,0.29,0.4009
SYD,JFK,10032,429,180748,62,56114,0.3,0.97,0.1873
DXB,LHR,8866,452,471701,6,26105,0.85,0.84,0.8852
NRT,LHR,13702,428,418763,9,15802,0.95,0.38,0.7969
LAX,LHR,5196,86,298036,16,20219,0.86,0.99,0.5396
SYD,LHR,3126,91,341904,64,49423,0.98,0.92,0.521
FRA,NRT,536,51,347805,90,63433,0.64,0.25,0.4787
LHR,LHR,10300,108,185812,16,80825,0.41,0.45,0.194
FRA,FRA,13718,492,241471,98,22356,0.32,0.43,0.3402
FRA,LAX,12538,212,437430,75,21483,0.91,0.05,0.7569
CDG,FRA,13701,357,246811,79,57861,0.19,0.72,0.2989
SYD,JFK,4705,218,434486,84,96791,0.48,0.03,0.5914
FRA,LAX,12123,171,71803,95,56874,0.24,0.53,0.0
DXB,FRA,6205,238,438727,91,20478,0.9,0.84,0.7455
LAX,SYD,10214,475,66888,41,54263,0.57,0.52,0.0
NRT,BOM,6978,228,375378,31,19406,0.83,0.01,0.6809
SIN,LAX,7401,220,458546,89,5980,0.28,0.63,0.8161
NRT,NRT,10432,124,287923,62,88160,0.97,0.75,0.3375
SIN,DXB,11426,107,435700,42,96640,0.83,0.69,0.6361
JFK,JFK,6980,85,26080,56,27619,0.46,0.81,0.0
LAX,LHR,9279,295,414949,0,28904,0.97,0.23,0.7721
SIN,FRA,5890,147,419136,77,77655,0.64,0.08,0.606
JFK,NRT,13619,492,346379,119,45625,0.21,0.98,0.4825
FRA,SIN,2014,422,405603,81,32705,0.09,0.44,0.6648
SIN,LHR,9278,76,418383,64,78428,0.09,0.26,0.6159
CDG,NRT,697,351,99584,81,88062,0.28,0.06,0.0
BOM,JFK,10872,497,331185,104,20709,0.67,0.41,0.517
DXB,JFK,9837,330,268433,99,42802,0.05,0.46,0.3523
SIN,BOM,10041,300,168519,105,84824,0.48,0.42,0.0624
LAX,JFK,12144,266,204141,111,12073,0.63,0.18,0.2731
CDG,NRT,10218,145,338005,66,61065,0.33,0.08,0.4879
LHR,SYD,13673,210,366981,55,89511,0.06,0.74,0.4999
NRT,CDG,11472,364,101865,42,97075,0.06,0.49,0.0
SIN,CDG,1236,344,28322,106,58967,0.8,0.75,0.0
SIN,SIN,10446,94,294087,16,84170,0.26,0.45,0.4038
CDG,FRA,10809,55,390106,23,15327,0.84,0.32,0.7266
SYD,BOM,4454,214,395357,98,73776,0.32,0.99,0.5452
LHR,SIN,9064,492,64758,47,99413,0.93,0.29,0.0
SIN,NRT,10272,163,435549,89,32479,1.0,0.71,0.7171
BOM,DXB,11498,376,412964,43,89978,0.8,0.76,0.603
DXB,DXB,4494,289,301385,5,40038,0.6,0.58,0.5177
BOM,FRA,11388,426,135405,5,13190,0.04,0.48,0.2394
DXB,JFK,13274,78,290756,115,81639,0.57,0.92,0.3032
LAX,SIN,7976,109,317989,115,65877,0.05,0.31,0.3892
LHR,SYD,12850,61,161083,46,24910,0.89,0.5,0.2263
CDG,LAX,7717,133,123824,7,12026,0.23,0.78,0.2166
SIN,BOM,1526,182,157830,57,76607,0.64,0.07,0.1054
LAX,BOM,9227,337,271342,55,37992,0.47,0.25,0.4117
SYD,FRA,11841,208,259963,26,85222,0.55,0.53,0.3235
SIN,SIN,9756,127,71632,111,45380,0.39,0.97,0.0
CDG,SIN,7693,154,86491,23,67234,0.26,0.08,0.0155
JFK,LAX,8470,481,133605,87,87037,0.04,0.93,0.0061
BOM,SYD,653,98,235232,102,76750,0.52,0.64,0.215
SYD,CDG,7415,303,190684,72,76633,0.05,0.18,0.1561
LAX,BOM,11016,142,308240,98,64417,0.92,0.54,0.3896
CDG,BOM,9535,257,62628,15,17941,0.83,0.05,0.0744
SYD,LHR,10924,335,475384,95,22138,0.95,0.85,0.8115
FRA,SYD,10718,451,137715,107,71477,0.63,0.11,0.0255
FRA,CDG,12395,255,39307,82,37664,0.89,0.97,0.0
DXB,LAX,2589,72,498507,79,32843,0.09,0.1,0.8523
DXB,LHR,12366,239,345318,4,54459,0.34,0.45,0.5777
BOM,NRT,10423,410,418990,119,98400,0.84,0.92,0.5222
CDG,SYD,673,337,28283,87,23758,0.13,0.8,0.0
FRA,SYD,9819,429,440898,69,10760,0.34,0.42,0.7913
CDG,NRT,12649,367,125850,79,37950,0.38,0.11,0.0968
SYD,SYD,9972,304,54566,68,22143,0.68,0.09,0.0
JFK,BOM,2310,207,198432,29,27657,0.23,0.78,0.3126
DXB,FRA,10492,482,176618,95,23681,0.71,0.29,0.2109
SYD,DXB,4450,268,269839,3,26518,0.15,0.11,0.4836
DXB,DXB,9045,107,392954,115,35076,0.54,0.75,0.6008
BOM,BOM,13850,398,253019,116,32878,0.62,0.86,0.3243
NRT,JFK,1119,357,39574,114,42569,0.43,0.84,0.0
FRA,JFK,2244,140,469228,44,16454,0.23,0.97,0.8615
LAX,SYD,7217,128,474109,17,90051,0.94,0.24,0.7511
LHR,LHR,2280,370,34033,73,64559,0.28,0.64,0.0
LAX,SIN,9941,227,28542,54,79560,0.87,0.55,0.0
