airport,hour_of_day,day_of_week,month,flights_per_hour,gate_utilization_pct,runway_utilization_pct,avg_taxi_time_min,weather_score,congestion_level
NRT,10,0,1,57,65,75,36,0.13,high
BOM,21,2,2,31,29,54,25,0.48,medium
NRT,22,3,5,15,72,90,16,0.57,medium
LHR,21,5,2,16,77,78,48,0.62,medium
BOM,15,3,6,56,88,78,47,0.65,high
LHR,21,5,11,65,33,98,29,0.77,high
SYD,9,4,5,6,93,79,16,0.86,medium
JFK,22,4,6,57,64,52,41,0.25,medium
CDG,14,6,11,46,59,79,31,0.35,medium
NRT,7,5,12,19,82,36,35,0.43,medium
CDG,17,1,9,5,94,60,31,0.74,medium
JFK,15,0,5,20,45,50,59,0.04,low
DXB,11,6,5,51,45,79,15,0.4,medium
CDG,19,5,5,29,55,22,37,0.01,low
BOM,13,6,3,22,80,88,49,0.24,medium
JFK,19,4,7,41,83,32,30,0.23,medium
LAX,16,6,10,55,33,49,41,0.06,medium
JFK,14,4,9,13,50,33,12,0.21,low
NRT,1,6,4,76,26,54,42,0.92,medium
CDG,4,4,9,54,62,91,55,0.89,high
LAX,19,0,6,32,79,37,34,0.67,medium
NRT,15,2,6,24,67,56,30,0.63,medium
SIN,22,2,10,45,34,25,51,0.57,medium
DXB,8,1,11,39,64,92,22,0.62,high
NRT,18,3,1,21,44,60,40,0.75,medium
LHR,23,3,12,79,60,24,39,0.53,medium
FRA,2,3,8,14,43,65,11,0.21,low
FRA,12,3,10,75,73,69,52,0.18,high
SYD,11,6,9,42,70,25,38,0.24,medium
NRT,21,3,2,43,66,74,6,0.61,medium
LHR,7,5,9,64,70,48,31,0.07,high
FRA,16,4,11,68,46,83,37,0.02,high
SYD,1,1,1,73,76,47,46,0.93,high
CDG,20,5,4,16,60,90,22,0.59,medium
LHR,16,1,3,40,89,24,41,0.08,medium
DXB,0,0,11,42,55,58,20,0.77,medium
FRA,5,1,8,66,66,39,45,0.33,medium
LHR,4,1,1,21,96,31,28,0.71,medium
SIN,10,0,10,29,27,72,49,0.27,medium
SIN,22,4,5,44,51,79,48,0.87,medium
LHR,3,5,5,21,72,35,9,0.39,medium
BOM,18,5,2,21,53,53,21,0.5,medium
LAX,4,4,9,78,74,69,36,0.57,high
SYD,11,3,9,45,68,62,43,0.82,medium
LAX,11,0,7,13,33,41,12,0.28,low
DXB,8,6,5,56,91,86,48,0.62,high
LAX,17,3,1,9,94,94,55,0.2,medium
DXB,7,6,6,27,23,53,59,0.67,low
BOM,7,2,7,67,21,61,42,0.32,medium
LHR,8,0,8,40,73,99,6,0.2,high
LAX,12,6,5,43,23,95,57,0.25,medium
NRT,21,4,12,72,47,31,33,0.04,medium
SYD,22,4,9,71,56,81,39,0.44,high
LHR,6,4,10,6,76,32,17,0.63,low
SIN,19,4,2,12,41,79,27,0.23,medium
LHR,18,3,3,46,57,56,15,0.78,medium
DXB,0,4,5,55,41,70,31,0.81,medium
BOM,23,5,10,58,42,47,17,0.54,medium
FRA,18,2,12,11,96,23,40,0.63,medium
DXB,1,5,5,6,51,86,59,0.04,medium
FRA,2,6,2,8,91,49,36,0.58,medium
NRT,21,2,8,10,92,55,8,0.77,medium
BOM,19,5,5,50,74,50,29,0.0,medium
LAX,6,1,3,46,95,26,49,0.19,medium
NRT,8,1,3,73,54,64,41,0.85,high
FRA,10,6,7,25,99,78,48,0.16,high
SIN,13,1,10,29,61,88,59,0.53,medium
JFK,21,4,7,20,38,45,52,0.49,low
NRT,14,3,12,78,88,80,23,0.9,high
LHR,17,1,8,74,21,61,42,0.96,medium
JFK,19,4,5,11,90,93,11,0.68,medium
SYD,19,5,11,77,54,31,43,0.41,medium
BOM,19,4,10,36,57,29,31,0.77,medium
FRA,2,5,10,78,62,50,27,0.59,high
CDG,19,1,11,75,39,58,56,0.79,high
NRT,8,5,12,50,96,48,54,0.79,high
CDG,17,4,2,29,28,64,40,0.17,medium
SIN,16,2,6,20,94,59,48,0.89,medium
BOM,21,1,9,50,30,76,26,0.06,medium
LHR,9,5,7,43,59,45,17,0.33,medium
NRT,14,5,5,21,24,55,22,0.77,low
DXB,22,0,5,23,84,32,24,0.63,medium
DXB,10,6,12,77,36,22,54,0.04,medium
SIN,12,3,8,39,39,97,38,0.5,medium
LHR,7,1,7,76,61,72,15,0.73,high
LHR,16,6,11,33,76,94,44,0.48,high
DXB,14,4,10,65,48,41,31,0.61,medium
BOM,6,6,8,55,31,69,37,0.87,medium
SYD,2,2,10,78,81,33,57,0.23,high
SIN,11,2,5,55,84,44,53,0.74,high
DXB,0,3,4,28,40,50,52,0.61,medium
SYD,22,3,4,54,93,94,37,0.96,high
DXB,6,0,5,16,30,37,26,0.98,low
SIN,15,1,3,5,63,63,21,0.17,medium
SYD,3,0,9,58,84,32,32,0.5,medium
NRT,15,2,3,11,29,53,40,0.68,low
FRA,0,2,1,29,50,47,42,0.55,medium
SIN,16,4,7,53,31,50,42,0.68,medium
JFK,8,4,3,5,99,29,22,0.66,medium
SIN,15,4,5,70,47,77,38,0.5,high
BOM,6,0,12,59,65,56,43,0.74,high
LAX,1,5,8,10,83,30,32,0.76,low
DXB,2,3,9,21,27,31,55,0.19,low
CDG,22,2,5,76,64,98,42,0.23,high
SIN,3,5,9,67,64,96,5,0.46,high
FRA,20,2,4,27,41,82,55,0.71,medium
SIN,2,6,9,50,87,65,58,0.61,high
LHR,17,4,5,65,23,52,18,0.24,medium
LAX,6,3,6,18,57,51,55,0.93,medium
LHR,14,5,5,61,54,99,43,0.45,high
DXB,2,2,2,29,66,25,31,0.72,medium
CDG,12,3,7,51,72,99,34,0.13,high
DXB,8,0,8,56,28,96,13,0.8,high
CDG,11,0,8,69,24,41,59,0.54,medium
DXB,11,4,4,66,67,78,29,0.27,high
BOM,13,6,8,79,34,70,48,0.86,high
FRA,13,5,9,5,90,82,28,0.04,medium
BOM,13,1,3,65,86,35,11,0.28,high
FRA,14,2,9,36,28,61,36,0.83,medium
DXB,9,5,2,19,74,95,47,0.98,medium
DXB,1,6,4,55,50,35,5,0.53,medium
DXB,13,5,9,45,85,38,49,0.09,medium
FRA,8,5,3,13,77,37,36,0.87,medium
FRA,0,6,10,21,79,57,11,0.24,medium
JFK,12,1,3,28,98,65,34,0.72,medium
JFK,13,3,10,65,20,96,28,0.03,high
BOM,3,0,6,35,24,49,39,0.45,low
LAX,19,2,6,78,77,57,26,0.23,high
LAX,7,1,4,79,88,38,10,0.57,high
SYD,4,4,8,14,92,48,14,0.18,medium
NRT,16,3,6,57,66,56,11,0.75,high
FRA,22,3,1,33,45,33,57,0.93,low
LHR,9,5,2,75,29,59,58,0.56,medium
SIN,12,4,1,75,83,94,7,0.49,high
JFK,20,2,4,69,39,67,58,0.47,high
LHR,16,5,10,41,55,36,54,0.73,medium
SIN,19,5,8,52,76,91,36,0.6,high
NRT,9,4,2,38,33,41,37,0.74,medium
CDG,16,3,5,76,58,21,49,0.32,medium
CDG,19,1,9,77,59,76,38,0.42,high
SIN,20,4,5,6,79,59,14,0.62,medium
FRA,14,2,2,9,70,47,37,0.87,low
NRT,5,3,10,65,94,64,48,0.01,high
SIN,4,2,5,38,39,36,15,0.66,medium
DXB,14,1,9,6,41,87,30,0.55,medium
LAX,22,5,11,57,99,62,41,0.55,high
BOM,2,1,8,44,93,80,59,0.36,high
BOM,23,5,7,41,29,59,45,0.61,medium
NRT,11,1,7,51,66,20,56,0.22,medium
SYD,2,3,9,70,37,35,26,0.26,medium
LAX,16,2,7,42,52,47,51,0.85,medium
SYD,7,1,1,10,96,91,17,0.54,medium
SIN,6,3,4,31,29,56,29,0.15,medium
SYD,23,2,10,20,92,22,9,0.84,medium
FRA,6,4,9,76,76,58,20,0.37,high
SYD,19,2,8,51,26,55,48,0.68,medium
NRT,19,5,3,54,47,94,46,0.67,high
NRT,22,5,5,18,93,28,22,0.63,medium
JFK,7,4,6,20,87,52,29,0.35,medium
LHR,6,4,12,36,71,60,58,0.78,medium
LAX,12,3,3,55,40,65,15,0.58,medium
JFK,23,4,11,57,65,53,40,0.78,medium
LHR,11,2,9,40,94,72,8,0.49,high
FRA,2,6,3,58,51,97,31,0.93,high
CDG,2,1,10,7,48,93,46,0.38,medium
LAX,3,6,6,69,45,85,57,0.97,high
FRA,19,4,8,12,28,53,15,0.05,low
CDG,0,1,2,21,71,49,48,0.11,medium
SIN,18,1,5,77,60,62,37,0.74,high
