weather_score,aircraft_age_years,crew_availability,atc_restrictions,season,route_distance_km,airline,prev_cancellations,is_international,cancelled
0.36,5,0.82,0,summer,8977,AeroGulf,9,1,0
0.75,10,0.87,1,winter,11431,SkyMind,3,1,0
0.98,18,0.98,0,winter,10112,EuroWings,2,0,0
0.72,17,0.63,0,summer,6136,SkyMind,1,0,0
0.25,14,0.78,1,autumn,9637,AeroGulf,9,1,1
0.13,13,0.89,0,spring,10361,AeroGulf,8,1,0
0.5,6,0.57,1,spring,10904,SkyMind,3,0,1
0.19,16,0.93,0,spring,10047,SkyMind,7,0,0
0.23,10,0.7,1,autumn,7935,PacificAir,0,1,0
0.63,22,0.82,1,winter,5933,EuroWings,0,0,0
0.51,7,0.52,1,spring,13741,EuroWings,5,0,1
0.12,21,0.61,1,winter,11512,AsiaJet,8,1,0
0.15,1,0.74,0,winter,6087,AsiaJet,0,1,0
0.02,11,0.64,0,winter,6737,AeroGulf,4,1,0
0.22,6,0.98,1,winter,13768,EuroWings,8,0,0
0.89,4,0.9,1,autumn,4151,AeroGulf,7,0,1
0.79,11,0.93,0,summer,7034,SkyMind,7,1,0
0.41,23,0.73,0,summer,11122,EuroWings,8,0,0
0.74,2,0.74,0,summer,2199,AeroGulf,6,1,0
0.41,9,0.9,1,winter,10574,PacificAir,8,1,0
0.79,7,0.69,0,winter,10561,PacificAir,7,0,0
0.18,14,0.74,0,summer,5446,EuroWings,5,0,0
0.15,5,0.76,1,winter,1649,EuroWings,4,1,0
0.08,18,0.8,0,winter,612,AsiaJet,2,0,0
0.24,17,0.82,1,autumn,5332,EuroWings,2,1,0
0.15,21,0.84,1,autumn,8892,AsiaJet,6,1,1
0.8,14,0.72,1,autumn,2115,PacificAir,0,0,1
0.24,16,0.65,1,summer,4144,PacificAir,9,0,0
0.52,21,0.96,0,summer,9671,PacificAir,5,0,0
0.76,19,0.91,0,spring,1354,SkyMind,4,0,0
0.68,11,0.5,1,autumn,1049,EuroWings,0,0,1
0.2,1,0.76,0,spring,5348,PacificAir,4,1,0
0.08,5,0.64,0,summer,3635,AsiaJet,2,1,0
0.91,11,0.82,1,spring,3169,AsiaJet,5,1,0
0.62,20,0.75,0,winter,8741,AeroGulf,0,1,0
0.71,13,0.51,0,winter,3351,AeroGulf,8,0,1
0.39,2,0.86,0,summer,12025,SkyMind,1,1,0
0.24,1,0.64,1,winter,1704,AsiaJet,7,1,1
0.53,11,0.63,0,winter,2022,AeroGulf,5,0,0
0.08,4,0.52,0,spring,11199,EuroWings,2,1,0
0.8,22,0.91,1,winter,8034,EuroWings,1,0,1
0.65,8,0.79,0,autumn,13102,EuroWings,8,1,0
0.76,18,0.74,1,summer,9514,EuroWings,1,1,1
0.57,11,0.84,1,autumn,11145,AeroGulf,3,0,0
0.58,2,0.67,1,autumn,8088,SkyMind,1,1,0
0.6,22,0.78,1,spring,12355,AeroGulf,4,1,0
0.78,4,0.62,0,winter,7307,EuroWings,1,0,1
0.23,10,0.53,1,summer,2187,PacificAir,0,1,0
0.68,20,0.78,0,spring,12285,EuroWings,2,1,1
0.55,12,0.61,1,winter,7121,SkyMind,3,1,0
0.5,18,0.88,0,autumn,5245,AsiaJet,4,1,0
0.54,15,0.73,1,summer,12845,AsiaJet,3,1,0
0.27,12,0.63,1,spring,3021,EuroWings,1,1,1
0.04,1,0.8,1,autumn,5880,SkyMind,1,1,0
0.76,6,0.56,1,autumn,8356,AeroGulf,1,1,1
0.92,11,0.88,1,spring,4211,SkyMind,5,1,0
0.48,1,0.73,1,autumn,8838,EuroWings,9,1,1
0.84,6,0.91,1,winter,7591,AeroGulf,2,0,1
0.56,8,0.57,0,autumn,2116,AsiaJet,2,0,1
0.93,6,0.69,1,spring,6580,EuroWings,5,0,0
0.51,20,0.59,1,winter,5203,AsiaJet,0,1,1
0.2,12,0.53,1,spring,13927,EuroWings,5,0,1
0.87,18,0.98,0,winter,9114,AeroGulf,4,1,0
0.8,5,0.86,1,autumn,7790,SkyMind,2,0,1
0.4,5,0.66,1,spring,13657,AsiaJet,8,0,1
0.84,8,0.62,0,autumn,12786,AeroGulf,7,0,0
0.01,19,0.6,0,winter,4596,AsiaJet,2,1,0
0.8,2,0.52,1,summer,7305,PacificAir,4,1,1
0.69,14,0.55,1,winter,3521,AeroGulf,0,0,1
0.38,17,0.55,0,autumn,4703,AeroGulf,4,1,0
0.79,18,0.83,1,spring,12554,SkyMind,1,0,0
0.13,18,0.8,0,winter,12166,SkyMind,3,1,0
0.2,17,0.78,0,spring,7182,EuroWings,2,0,1
0.53,8,0.87,0,autumn,11525,SkyMind,8,1,0
0.88,24,0.63,1,autumn,13481,EuroWings,4,1,1
0.13,10,0.67,0,autumn,11908,SkyMind,7,0,0
0.56,4,0.56,0,winter,8106,SkyMind,0,0,0
0.75,19,0.79,1,summer,4429,EuroWings,5,1,1
0.74,17,0.97,0,spring,10385,PacificAir,6,1,0
0.63,24,0.93,1,summer,9685,AeroGulf,3,1,0
0.94,13,0.78,0,spring,13763,EuroWings,6,0,1
0.48,8,0.82,1,summer,8232,PacificAir,5,0,1
0.88,4,1.0,1,winter,13892,SkyMind,5,0,0
0.62,5,0.76,1,winter,7825,EuroWings,2,1,0
0.74,20,0.94,1,autumn,13325,PacificAir,2,0,1
0.46,21,0.75,0,summer,10682,PacificAir,1,1,0
0.17,15,0.52,0,winter,5048,AeroGulf,2,0,1
0.11,20,0.97,0,autumn,520,SkyMind,6,0,0
0.68,9,0.56,0,spring,13051,AsiaJet,1,0,0
0.38,1,0.85,0,autumn,1168,PacificAir,4,0,0
0.57,10,0.62,1,spring,4755,EuroWings,3,1,1
0.75,3,0.95,0,spring,5043,SkyMind,3,1,0
0.79,23,0.6,1,autumn,9675,AsiaJet,6,1,0
0.51,13,0.57,1,winter,6047,AsiaJet,0,1,1
0.31,22,0.72,0,spring,6582,AsiaJet,0,0,0
0.78,8,0.75,0,spring,6443,PacificAir,6,1,1
0.42,14,0.91,0,spring,8247,AeroGulf,3,0,0
0.94,12,0.88,0,summer,6270,AsiaJet,0,1,0
0.82,22,0.66,0,summer,5272,AsiaJet,1,0,0
0.75,11,0.69,0,spring,4219,EuroWings,3,1,0
0.24,15,0.79,0,summer,2989,AsiaJet,4,0,0
0.36,24,0.78,1,summer,7285,SkyMind,6,0,1
0.85,17,0.93,0,winter,8697,AeroGulf,9,0,0
0.02,21,0.74,1,autumn,6291,AeroGulf,1,0,1
0.78,2,0.95,0,autumn,9047,AsiaJet,3,1,1
0.4,1,0.6,1,winter,902,PacificAir,4,1,1
0.8,20,0.93,1,spring,5982,PacificAir,3,1,0
0.55,13,0.65,1,autumn,4572,AsiaJet,9,0,0
0.53,12,0.89,0,spring,12632,AsiaJet,6,1,0
0.7,8,0.78,1,spring,11141,PacificAir,1,1,1
0.81,19,0.94,1,winter,8534,AsiaJet,5,0,0
0.69,15,0.62,0,autumn,10316,EuroWings,9,0,1
0.45,10,0.85,1,winter,3483,EuroWings,2,0,0
0.32,20,0.92,1,autumn,559,AsiaJet,3,1,1
0.85,2,0.89,0,winter,8665,PacificAir,7,1,1
0.52,2,0.78,0,autumn,6811,EuroWings,5,0,1
0.78,18,0.84,0,spring,9269,PacificAir,9,0,1
1.0,1,0.6,0,spring,10377,AsiaJet,6,0,1
0.64,10,0.61,0,winter,7704,AsiaJet,2,1,0
0.28,16,0.63,0,summer,2401,AsiaJet,8,1,0
0.87,14,0.91,1,spring,1556,EuroWings,0,0,1
0.27,21,0.58,1,autumn,1799,AeroGulf,0,1,1
0.26,21,0.65,0,spring,13804,AeroGulf,4,1,0
0.07,11,0.96,0,autumn,5759,AeroGulf,3,0,0
0.08,13,0.88,1,autumn,5668,EuroWings,4,0,0
0.86,19,0.87,1,winter,2197,PacificAir,0,1,1
0.23,16,0.73,1,spring,1366,AeroGulf,5,1,0
0.11,19,0.85,1,winter,10074,AeroGulf,3,1,0
0.35,24,0.78,0,autumn,1448,SkyMind,0,1,0
0.71,23,0.54,1,winter,11823,AsiaJet,4,0,1
0.34,4,0.79,0,spring,565,AeroGulf,3,0,0
0.31,8,0.73,0,winter,1807,AeroGulf,1,0,0
0.49,10,0.56,0,autumn,5062,PacificAir,4,0,0
0.02,22,0.67,1,spring,2219,AsiaJet,1,0,0
0.49,23,0.95,1,winter,10750,EuroWings,2,1,1
0.99,11,0.9,0,summer,8862,EuroWings,5,0,0
0.8,13,0.96,1,spring,9455,SkyMind,0,0,0
0.07,23,0.86,0,autumn,675,PacificAir,6,1,1
0.65,13,0.82,0,winter,2221,PacificAir,1,0,0
0.46,21,0.57,1,autumn,3244,AsiaJet,7,1,1
0.83,13,0.55,0,winter,4225,PacificAir,2,1,0
0.1,11,0.62,1,winter,9689,SkyMind,8,1,1
0.23,16,0.66,1,spring,2379,AsiaJet,0,0,1
0.79,15,0.8,1,winter,4589,PacificAir,3,1,1
0.85,4,0.94,1,autumn,3753,PacificAir,5,1,1
0.53,2,0.95,1,summer,13429,AeroGulf,6,0,0
0.02,16,0.84,0,winter,11805,AeroGulf,7,0,1
0.89,11,0.79,0,spring,7403,SkyMind,6,0,0
0.38,17,0.62,1,summer,2791,AeroGulf,1,1,0
0.04,8,0.97,1,summer,11353,PacificAir,4,1,0
0.82,2,0.84,1,spring,3196,AeroGulf,2,0,0
0.42,8,0.77,1,summer,532,PacificAir,7,0,0
0.19,20,0.55,1,winter,2924,AsiaJet,3,0,1
0.8,17,0.91,1,autumn,11063,AeroGulf,8,1,0
0.46,22,0.67,0,winter,947,SkyMind,9,1,1
0.61,8,0.95,1,winter,11604,EuroWings,6,0,1
0.82,1,0.58,1,summer,11954,PacificAir,3,0,1
0.52,14,0.52,0,autumn,2939,SkyMind,4,0,0
0.11,5,0.72,1,summer,9518,PacificAir,9,1,1
0.96,16,0.54,1,spring,11099,PacificAir,7,0,1
0.29,17,0.53,1,winter,13948,AsiaJet,6,0,0
0.99,23,0.86,0,autumn,12927,PacificAir,7,1,0
0.01,22,0.63,1,summer,5677,EuroWings,4,0,1
0.48,12,0.82,1,autumn,5919,EuroWings,0,1,0
0.7,20,0.79,0,spring,10371,EuroWings,8,1,1
0.91,8,0.57,1,winter,5173,SkyMind,3,0,1
0.78,8,0.69,0,autumn,3682,AsiaJet,0,1,0
0.26,2,0.53,0,autumn,7833,SkyMind,8,1,0
0.24,5,0.71,1,autumn,11422,SkyMind,3,1,0
0.36,13,0.59,1,summer,5976,EuroWings,2,1,1
0.11,17,0.55,1,summer,12897,SkyMind,5,0,1
0.67,3,0.66,0,autumn,8035,PacificAir,5,0,0
0.94,15,0.5,0,spring,10934,AeroGulf,5,1,1
0.64,12,0.88,0,autumn,8022,PacificAir,1,0,0
0.53,3,0.58,1,winter,3554,SkyMind,6,0,1
0.5,10,0.81,0,winter,11324,AsiaJet,4,1,0
0.59,16,0.92,0,winter,9700,PacificAir,7,1,1
0.71,19,0.96,1,autumn,7383,SkyMind,4,0,0
0.79,3,0.78,0,summer,11130,AsiaJet,3,1,0
0.7,10,0.89,1,autumn,10216,EuroWings,4,1,1
0.71,2,0.73,1,autumn,5005,AeroGulf,3,1,1
0.95,15,0.75,1,winter,6079,SkyMind,3,0,1
0.9,23,0.77,0,spring,3011,PacificAir,8,1,0
0.82,7,0.84,0,spring,2450,AeroGulf,4,0,0
0.04,20,0.83,1,winter,11403,EuroWings,5,1,0
0.67,8,0.89,1,autumn,4011,EuroWings,8,1,0
0.45,15,0.81,0,autumn,10802,AeroGulf,9,0,0
0.62,8,0.94,0,winter,3981,SkyMind,4,0,1
0.69,13,0.85,0,spring,7981,SkyMind,3,0,0
0.71,20,0.96,1,spring,2574,AsiaJet,7,1,1
0.87,22,0.88,1,winter,2585,AsiaJet,2,1,1
0.91,22,0.87,0,autumn,7714,SkyMind,9,1,0
0.61,21,0.93,1,autumn,10212,PacificAir,8,1,0
0.89,4,0.83,1,autumn,5859,EuroWings,4,0,1
0.76,12,0.59,1,summer,10606,AsiaJet,4,1,0
0.2,22,0.54,1,spring,4302,AeroGulf,8,1,0
0.04,23,0.66,1,spring,1090,AeroGulf,1,0,1
0.01,12,0.91,1,summer,11751,SkyMind,0,0,1
0.59,5,0.51,0,spring,9198,AeroGulf,0,1,1
0.52,2,0.58,0,winter,12556,AeroGulf,0,0,1
0.7,6,0.55,0,summer,4279,SkyMind,7,1,0
0.84,11,0.52,1,spring,3145,PacificAir,4,0,1
0.16,11,0.91,0,autumn,13933,SkyMind,1,0,0
0.86,3,0.64,0,winter,6310,EuroWings,9,1,0
0.1,10,0.86,0,summer,4558,AsiaJet,6,1,0
0.88,16,0.57,1,summer,6155,PacificAir,7,1,1
0.85,16,0.7,0,autumn,12796,PacificAir,4,1,1
0.7,22,0.56,1,summer,12637,AeroGulf,4,0,0
0.3,19,0.5,1,spring,5385,AsiaJet,3,1,1
0.09,14,0.81,0,summer,1294,AsiaJet,6,0,0
0.78,8,0.74,0,autumn,1840,PacificAir,7,1,0
0.22,16,0.71,1,summer,13620,EuroWings,8,1,0
0.44,16,0.54,0,winter,5940,EuroWings,5,0,1
0.53,7,0.79,1,winter,8833,AeroGulf,1,0,1
0.69,1,0.89,0,spring,13539,AeroGulf,1,0,1
0.49,16,0.53,1,autumn,11229,EuroWings,2,0,1
0.69,20,0.71,0,summer,2567,AsiaJet,4,0,0
0.81,2,0.66,0,summer,9556,EuroWings,7,0,0
0.71,22,0.95,0,winter,5792,PacificAir,7,0,0
0.3,5,0.63,1,autumn,8346,SkyMind,8,1,1
0.89,2,0.97,1,autumn,5959,SkyMind,0,0,0
0.55,17,0.91,1,winter,11492,SkyMind,4,1,1
0.47,7,0.55,0,spring,9540,AsiaJet,7,0,0
0.58,12,0.74,0,summer,5777,EuroWings,9,0,0
0.48,9,0.82,1,winter,13248,PacificAir,2,0,0
0.76,11,0.8,1,autumn,2483,PacificAir,2,0,1
0.42,19,0.84,1,spring,12377,AeroGulf,5,0,0
0.78,15,0.71,1,winter,5465,AsiaJet,3,1,0
0.76,12,0.95,0,autumn,12860,PacificAir,7,1,1
0.28,22,0.64,1,summer,4943,AeroGulf,6,0,0
0.1,15,0.55,0,summer,9738,AsiaJet,0,0,1
0.85,17,0.99,1,spring,10003,PacificAir,7,0,1
0.17,11,0.83,1,spring,13124,EuroWings,4,1,1
0.03,17,0.83,0,autumn,6427,PacificAir,5,0,0
0.4,22,0.91,1,summer,10393,AsiaJet,6,1,1
0.25,22,0.71,1,summer,11825,AeroGulf,4,0,1
0.22,21,0.69,0,summer,1054,AsiaJet,8,0,1
0.17,12,0.97,0,spring,11727,SkyMind,7,0,1
0.75,22,0.69,1,spring,6216,PacificAir,6,1,0
0.78,10,0.54,1,summer,1065,SkyMind,7,0,1
0.05,21,0.65,1,summer,9184,EuroWings,2,0,0
0.55,6,0.94,1,autumn,8362,AeroGulf,3,1,1
0.14,7,0.55,0,spring,5574,EuroWings,1,0,0
0.5,14,0.86,0,autumn,5025,AsiaJet,0,0,0
0.35,16,0.63,1,spring,5541,PacificAir,2,1,0
0.2,3,0.87,0,autumn,4810,AeroGulf,7,1,0
0.95,9,0.76,0,autumn,825,SkyMind,7,1,0
0.96,6,0.82,1,autumn,11654,SkyMind,0,0,1
0.56,5,0.62,1,summer,2615,AsiaJet,7,0,1
0.19,4,0.58,0,winter,8228,SkyMind,2,0,0
0.58,15,0.53,1,winter,13834,AsiaJet,6,0,1
0.93,10,0.91,1,winter,5496,AeroGulf,0,0,0
0.38,1,0.86,0,winter,12211,EuroWings,3,1,0
0.14,7,0.65,1,winter,6932,PacificAir,2,1,1
0.69,21,0.92,0,autumn,7231,EuroWings,1,1,0
0.66,17,0.92,0,spring,11762,EuroWings,9,0,0
0.0,4,0.57,0,autumn,7895,PacificAir,9,0,0
0.85,10,0.86,1,summer,10480,AeroGulf,4,0,1
0.66,1,0.65,0,winter,1070,AsiaJet,3,1,0
0.2,10,0.73,0,summer,11344,SkyMind,0,0,0
0.0,20,0.72,0,summer,10945,PacificAir,8,1,0
0.97,7,0.8,1,summer,13306,EuroWings,6,1,1
0.75,9,0.67,1,autumn,12318,PacificAir,5,1,0
0.37,2,0.54,1,winter,7203,AeroGulf,6,0,0
0.43,4,0.84,0,autumn,6249,PacificAir,9,0,0
0.54,17,0.98,0,spring,11677,SkyMind,0,0,0
0.72,6,0.83,0,spring,5553,EuroWings,5,0,0
0.17,8,0.77,1,winter,12551,SkyMind,0,0,1
0.2,14,0.58,0,autumn,738,SkyMind,7,0,0
0.05,12,0.81,0,spring,8216,SkyMind,3,1,0
0.99,19,0.81,1,spring,12225,SkyMind,5,0,1
0.88,5,0.81,0,winter,1493,PacificAir,1,0,1
0.55,11,0.95,0,spring,2538,PacificAir,9,0,0
0.43,17,0.86,0,winter,5916,EuroWings,1,1,1
0.24,12,0.89,0,spring,9372,AsiaJet,1,1,0
0.59,5,0.66,1,summer,10570,AsiaJet,5,1,0
0.69,1,0.64,0,spring,8154,SkyMind,2,0,0
0.69,21,0.6,1,autumn,2267,AeroGulf,8,1,1
0.01,7,0.89,1,autumn,3448,SkyMind,2,0,0
0.7,7,0.85,0,winter,4244,AeroGulf,2,1,0
0.87,11,0.67,0,spring,2979,AeroGulf,2,0,1
0.11,21,0.57,0,winter,3570,SkyMind,6,0,0
0.76,24,0.92,0,summer,8607,EuroWings,0,1,0
0.82,23,0.69,1,summer,7101,AeroGulf,2,1,0
0.28,6,0.59,1,summer,6397,SkyMind,7,1,0
0.71,6,0.57,0,spring,1968,SkyMind,2,1,0
0.1,23,0.96,1,autumn,7934,SkyMind,7,1,1
0.65,10,0.57,1,spring,5830,AeroGulf,0,1,1
0.51,3,0.68,1,winter,2214,PacificAir,3,0,0
0.85,5,0.82,0,autumn,7408,AeroGulf,1,0,1
0.45,18,0.7,1,autumn,8654,PacificAir,7,0,0
0.43,21,0.74,0,summer,5112,PacificAir,7,1,0
0.93,15,0.9,0,winter,5091,EuroWings,4,1,0
0.93,12,1.0,1,spring,7008,AsiaJet,2,0,1
0.04,8,0.73,0,autumn,5168,SkyMind,9,0,0
0.49,7,0.69,1,autumn,5248,SkyMind,1,1,0
0.16,3,0.7,1,autumn,4896,AeroGulf,6,1,0
0.27,7,0.68,0,autumn,7434,AsiaJet,6,1,0
0.67,18,0.74,1,autumn,6636,EuroWings,4,0,0
0.13,16,0.67,0,summer,13547,SkyMind,4,1,1
0.01,20,0.73,1,summer,6525,AeroGulf,5,1,0
0.73,2,0.97,0,autumn,5203,EuroWings,5,0,1
0.64,7,0.64,1,spring,1568,AsiaJet,6,0,1
0.9,5,0.83,0,autumn,12918,AeroGulf,9,0,0
0.54,14,0.74,0,spring,13917,EuroWings,9,1,0
0.95,15,0.87,0,winter,920,AsiaJet,4,1,1
0.61,16,0.74,0,autumn,1524,SkyMind,4,0,0
0.39,23,0.58,1,summer,1990,AsiaJet,2,1,0
0.61,2,0.94,0,winter,8251,AeroGulf,3,1,0
0.75,20,0.84,1,summer,12746,SkyMind,1,1,0
0.35,19,0.76,0,spring,4532,PacificAir,1,0,0
0.37,10,0.92,1,autumn,8721,AeroGulf,9,0,0
0.63,18,0.99,0,autumn,5215,PacificAir,0,0,0
0.46,2,0.7,0,summer,12215,AsiaJet,0,0,0
0.53,8,0.68,1,winter,4978,EuroWings,6,0,1
0.98,6,0.88,0,winter,9672,SkyMind,8,0,0
0.04,19,0.73,0,winter,9583,AeroGulf,9,0,1
0.65,8,0.54,0,spring,12872,SkyMind,3,0,1
0.92,19,0.68,0,autumn,10311,AsiaJet,8,1,0
0.24,21,0.9,1,spring,6671,AsiaJet,3,0,0
0.21,1,0.85,1,summer,9292,EuroWings,8,0,1
0.36,13,0.93,1,autumn,9300,EuroWings,8,0,0
0.07,17,0.57,1,autumn,13994,AeroGulf,6,1,0
0.56,10,0.62,0,winter,11057,SkyMind,6,0,0
0.65,18,0.61,1,spring,10754,AeroGulf,8,1,1
0.82,23,0.99,0,summer,12884,PacificAir,6,1,0
0.07,17,0.58,0,summer,5302,AsiaJet,6,0,1
0.44,23,0.8,0,spring,8563,PacificAir,2,1,0
0.78,16,0.82,0,winter,11395,PacificAir,6,1,0
0.77,15,0.81,0,summer,3486,SkyMind,4,0,0
0.07,10,0.85,0,summer,8546,PacificAir,1,0,0
0.01,5,0.74,1,spring,5491,PacificAir,6,1,0
0.78,11,0.54,1,spring,11341,EuroWings,0,0,1
0.14,11,0.85,0,autumn,13136,AeroGulf,4,1,1
0.58,14,0.64,1,summer,6536,EuroWings,6,0,1
0.09,6,0.54,1,summer,9554,SkyMind,6,1,0
0.3,15,0.58,1,autumn,10222,AeroGulf,4,1,1
0.16,14,0.64,1,winter,2131,AeroGulf,6,0,0
0.74,12,0.72,0,winter,5179,AsiaJet,7,0,1
0.67,23,0.93,1,spring,12026,AsiaJet,9,0,1
0.14,14,0.77,0,summer,4730,PacificAir,4,0,0
0.06,24,0.74,0,winter,10536,AeroGulf,9,0,0
0.47,11,0.6,0,spring,4269,AeroGulf,5,0,1
0.2,18,0.98,1,winter,7786,AsiaJet,6,0,1
0.01,18,0.95,1,winter,11997,PacificAir,6,1,0
0.26,14,0.91,1,summer,3974,AsiaJet,4,0,1
0.22,22,0.66,1,winter,8206,AeroGulf,1,0,1
0.68,7,0.78,0,spring,12935,SkyMind,5,0,0
0.86,5,0.69,0,autumn,2391,AsiaJet,4,1,0
0.24,17,0.7,0,summer,3169,EuroWings,5,0,0
0.22,8,0.54,0,autumn,3730,AsiaJet,2,0,1
0.39,17,0.57,1,spring,10229,AeroGulf,0,1,1
0.17,15,0.98,0,winter,11976,PacificAir,8,0,0
0.95,17,0.81,0,summer,11440,AeroGulf,9,0,0
0.24,2,0.5,1,winter,4572,PacificAir,0,0,0
0.09,5,0.9,0,winter,9045,AeroGulf,9,1,0
0.56,20,0.54,1,autumn,13614,EuroWings,8,1,1
0.54,4,0.85,0,spring,5348,EuroWings,9,0,1
0.63,17,0.81,0,autumn,7997,PacificAir,3,0,0
0.97,1,0.53,0,winter,3256,EuroWings,7,0,1
0.32,10,0.77,0,winter,12689,SkyMind,5,1,0
0.36,2,0.52,0,spring,8806,SkyMind,7,1,0
0.34,18,0.53,1,winter,3082,EuroWings,7,1,0
0.63,1,0.53,0,autumn,4156,AsiaJet,1,0,0
0.6,10,0.63,1,spring,11335,EuroWings,2,0,0
0.53,24,0.9,0,spring,10041,PacificAir,8,0,0
0.36,19,0.68,0,summer,6515,EuroWings,1,0,0
0.43,24,0.82,0,autumn,3433,EuroWings,3,1,0
0.79,21,0.56,1,winter,10904,PacificAir,0,1,0
0.61,11,0.97,0,summer,13408,SkyMind,3,0,0
0.72,19,0.75,0,autumn,12896,AsiaJet,2,1,0
0.28,22,0.51,0,summer,7861,AeroGulf,3,1,0
0.91,2,0.77,0,autumn,13358,AsiaJet,2,0,0
0.04,1,0.59,1,spring,13637,AeroGulf,4,0,0
0.6,13,0.6,1,summer,7864,EuroWings,3,1,1
0.81,3,0.8,0,winter,769,SkyMind,8,0,0
0.87,7,0.61,1,autumn,10822,EuroWings,4,1,1
0.32,15,0.61,0,autumn,11558,AeroGulf,4,0,0
0.46,20,0.77,1,summer,13152,SkyMind,1,1,0
0.03,4,0.62,0,spring,12413,AeroGulf,3,0,0
0.79,2,0.56,1,autumn,4260,EuroWings,3,1,0
0.12,6,0.7,1,autumn,6312,AeroGulf,4,0,1
0.43,3,0.53,1,spring,5160,SkyMind,4,1,0
0.99,2,0.95,1,spring,595,AsiaJet,3,1,0
0.92,21,0.73,1,winter,6732,EuroWings,9,0,1
0.33,23,0.51,0,summer,6305,AeroGulf,1,0,1
0.22,22,0.61,1,spring,11732,AeroGulf,6,0,1
0.25,20,0.98,1,summer,6574,AsiaJet,9,1,0
0.68,9,0.75,1,spring,13364,SkyMind,1,0,0
0.73,17,0.68,1,winter,6230,PacificAir,6,0,1
0.22,14,0.66,0,winter,9513,PacificAir,8,1,0
0.24,14,0.71,1,autumn,4204,PacificAir,7,0,1
0.32,10,0.61,1,spring,6189,EuroWings,8,1,0
0.43,17,0.87,0,spring,11418,PacificAir,7,1,0
0.92,7,0.75,1,spring,13117,PacificAir,1,0,1
0.03,5,0.88,0,winter,12332,AsiaJet,8,1,0
0.64,15,0.63,1,winter,10680,PacificAir,6,0,0
0.86,20,0.5,0,spring,1474,AeroGulf,3,0,0
0.72,16,0.98,0,spring,5204,AsiaJet,9,1,0
0.22,14,0.76,0,summer,2726,AeroGulf,6,1,0
0.48,5,0.54,0,summer,11850,EuroWings,8,0,0
0.91,3,0.55,1,winter,11377,AsiaJet,0,1,1
0.12,17,0.72,1,summer,8129,AeroGulf,3,1,0
0.99,5,0.85,0,autumn,9423,AeroGulf,8,1,1
0.14,6,0.7,1,summer,4825,SkyMind,9,1,0
0.14,16,0.91,1,autumn,5856,SkyMind,3,1,0
0.81,15,0.66,0,autumn,9982,SkyMind,6,0,1
0.83,8,0.52,1,winter,13628,SkyMind,1,0,1
0.04,10,0.5,0,autumn,12744,PacificAir,2,0,0
0.17,14,0.93,0,summer,9786,EuroWings,7,1,0
0.95,22,0.99,1,spring,5434,PacificAir,0,0,1
0.28,10,0.57,0,summer,1387,EuroWings,2,0,1
0.01,19,0.53,0,summer,6734,AsiaJet,7,1,0
0.25,14,0.96,1,summer,6096,EuroWings,5,1,1
0.74,24,0.55,0,winter,2366,PacificAir,9,1,0
0.92,18,0.61,1,summer,9215,AsiaJet,8,1,0
0.16,23,0.9,0,summer,590,AsiaJet,4,1,0
0.22,22,1.0,1,winter,3751,AsiaJet,8,1,0
0.44,18,0.74,0,summer,6708,SkyMind,8,0,0
0.75,4,0.61,0,winter,11643,PacificAir,9,1,1
0.66,3,0.92,0,spring,9769,SkyMind,7,1,0
0.33,17,0.7,0,summer,3160,AeroGulf,9,1,1
0.07,3,0.64,1,spring,3485,AsiaJet,0,0,1
0.25,7,0.75,0,autumn,4277,AsiaJet,7,1,0
0.22,6,0.93,0,autumn,6377,AsiaJet,7,1,0
0.02,3,0.62,1,spring,852,PacificAir,9,0,0
0.98,13,0.71,0,winter,2074,AsiaJet,9,0,1
0.26,18,0.72,1,spring,3576,PacificAir,2,1,1
0.84,22,0.92,0,autumn,11771,AeroGulf,8,1,0
0.48,13,0.84,0,summer,12337,AeroGulf,7,1,1
0.97,12,0.89,1,summer,4566,AeroGulf,9,0,0
0.15,7,0.85,0,spring,13862,SkyMind,6,0,0
0.11,18,0.8,1,autumn,1557,AsiaJet,1,1,0
0.0,23,0.57,0,summer,2588,AeroGulf,0,0,0
0.72,19,0.92,0,spring,2823,EuroWings,4,0,0
0.31,14,0.8,1,autumn,7237,PacificAir,0,1,1
0.87,22,0.85,1,winter,4186,EuroWings,3,1,1
0.63,21,0.89,1,winter,5774,AeroGulf,3,0,0
0.58,12,0.66,0,winter,7531,SkyMind,1,0,0
0.49,17,0.72,0,autumn,8518,SkyMind,3,1,0
0.26,9,0.77,0,spring,572,EuroWings,0,1,1
0.06,4,0.67,1,spring,3143,AeroGulf,1,0,0
0.44,5,0.63,1,autumn,13498,AsiaJet,7,0,1
0.1,3,0.89,1,summer,7683,PacificAir,3,1,0
0.91,7,0.88,1,autumn,3649,PacificAir,3,0,0
0.83,16,0.92,0,summer,11964,SkyMind,7,0,0
0.62,20,0.85,1,autumn,6906,EuroWings,8,0,1
0.45,4,0.66,0,winter,3208,AeroGulf,7,0,0
0.45,9,0.66,0,summer,3437,AeroGulf,0,0,0
0.46,3,0.76,0,autumn,8273,AsiaJet,7,0,0
0.75,21,0.92,0,spring,13505,AsiaJet,8,1,0
0.13,19,0.67,0,autumn,8660,AeroGulf,3,0,0
0.53,13,0.88,0,spring,1678,AeroGulf,7,1,0
0.81,18,0.65,1,summer,3520,PacificAir,9,1,0
