aircraft_type,flight_hours,cycles,engine_temp_c,vibration_level,oil_pressure_psi,hydraulic_pressure,age_years,last_maintenance_days,needs_maintenance
B787,48676,13819,721.0,0.369,61.2,3068.0,10,316,1
A320,26321,2305,628.0,0.574,71.4,2887.5,16,348,1
A350,31793,7866,589.9,0.511,59.3,3018.3,16,119,1
B787,31027,9347,627.7,0.176,54.5,2765.4,16,302,1
B777,33070,9711,690.7,0.155,60.3,2877.8,18,155,1
A380,24745,1706,688.6,0.726,69.1,2965.0,6,123,1
B787,5432,984,596.7,0.445,50.4,2857.3,9,269,1
A380,2307,4119,646.7,0.488,42.2,3063.4,21,247,1
B737,5841,14115,625.3,0.126,53.8,3104.7,8,345,1
B787,32906,9418,612.4,0.223,55.1,3287.8,5,265,1
B777,3345,5835,770.3,0.166,59.0,3061.7,9,68,1
A350,42431,18477,630.5,0.371,55.4,3109.2,23,105,1
A320,40256,5923,719.6,0.341,54.4,2955.6,2,134,1
B737,45205,4675,652.6,0.412,49.7,3574.1,16,95,1
B737,12537,10465,638.3,0.598,50.9,3408.4,22,230,1
B737,44871,1891,722.6,0.175,71.9,3169.6,17,88,1
A350,33668,1561,731.3,0.734,55.1,2610.3,16,283,1
B787,31026,9909,637.7,0.245,43.3,3389.6,17,84,1
A320,26664,5677,715.0,0.777,53.3,2751.4,16,285,1
A350,17840,16399,642.1,0.494,70.1,3228.7,10,177,1
B777,39310,4143,652.3,0.372,55.0,2835.9,18,162,1
A380,33683,15130,667.5,0.43,59.2,3078.6,19,108,1
B787,44154,16393,695.8,0.639,62.2,2845.1,22,42,1
A350,20786,9617,737.6,0.423,58.2,2960.2,16,149,1
B777,26345,600,608.2,0.147,50.9,2994.3,18,297,1
B777,36473,18809,660.4,0.704,56.4,2839.7,3,207,1
B777,6384,7232,574.5,0.963,55.6,2993.2,4,351,1
B777,6384,10743,630.1,0.164,59.7,2928.4,2,217,0
A320,30614,8454,661.2,0.285,82.1,3016.0,7,227,1
A320,42412,1694,628.3,0.81,53.5,2586.1,13,47,1
A350,8616,2648,696.4,0.783,76.4,2990.9,23,220,1
A380,18599,15782,695.3,0.068,49.3,2880.2,6,71,0
A380,15393,9053,731.8,0.384,53.3,2828.2,9,96,1
B777,47981,18553,602.1,0.905,49.6,3090.2,17,102,1
B787,28930,319,706.0,0.499,52.0,2919.9,17,248,1
A380,39531,1196,558.6,0.159,72.5,2787.8,2,161,1
B777,12859,6913,634.5,0.408,59.8,3283.8,3,64,0
A380,9198,15381,616.7,0.984,43.0,3100.0,20,185,1
A380,25385,16072,683.7,0.303,51.4,2988.7,1,164,0
A350,42576,447,553.4,0.106,36.6,3293.2,16,222,1
A350,41220,14800,671.3,0.354,58.3,2871.0,1,96,1
B737,18366,8356,558.3,0.023,58.8,3060.7,17,287,1
A320,43664,15176,659.6,0.497,56.5,3218.9,10,129,1
A320,20209,19455,662.3,0.777,72.2,3031.2,11,183,1
A350,38587,3061,635.7,0.607,49.9,3504.9,13,196,1
B737,32645,3449,707.2,0.394,62.3,3059.0,6,364,1
B737,22586,2299,608.4,0.262,51.9,3066.0,12,276,1
B787,3326,1351,669.4,0.121,70.8,3254.2,6,330,1
B777,30705,11469,655.0,0.348,43.6,3104.2,24,18,1
A350,19883,18752,727.6,0.304,53.9,3044.1,10,124,1
B787,45447,1359,569.6,0.511,79.6,3021.6,9,203,1
B737,49163,5489,729.2,0.198,54.4,2946.0,4,53,1
B737,184,408,711.3,0.452,45.6,2628.9,1,343,1
B737,28928,10334,669.2,0.631,62.4,3109.0,1,275,1
B737,37579,18942,652.9,0.892,74.2,2992.9,9,281,1
A350,25776,19883,623.5,0.226,64.1,2764.8,4,300,1
B787,29278,12049,634.6,0.359,62.6,2864.1,16,261,1
A320,38814,13740,618.9,0.467,49.4,2833.5,20,204,1
A380,7291,6516,589.4,0.652,65.2,3265.3,7,72,1
B787,48056,5820,684.7,0.501,53.7,3183.5,6,269,1
B787,10465,4407,698.2,0.12,52.0,3307.0,12,15,0
A350,18896,5493,725.7,0.522,43.5,3050.9,12,11,1
B787,10093,18293,644.3,0.842,55.2,3174.9,14,306,1
B787,24713,6686,692.6,0.238,45.9,3102.7,24,292,1
B787,11689,16210,560.9,0.029,52.6,2751.7,18,355,1
A380,3093,11392,644.3,0.881,57.4,2949.9,18,70,1
A380,17630,4020,638.3,0.242,71.7,3012.8,22,346,1
A380,44996,7249,665.1,0.791,42.7,3244.2,2,274,1
B777,31148,18256,604.0,0.673,59.9,2863.3,24,135,1
A350,27993,12117,627.1,0.154,64.2,2849.2,4,175,1
B737,37100,5542,611.3,0.512,52.2,2902.8,20,86,1
B787,49328,13479,695.4,0.329,52.8,3230.6,17,225,1
A320,3565,1667,644.7,0.902,74.2,2997.3,10,204,1
A350,16568,19541,652.0,0.669,49.0,3129.2,14,56,1
A320,9950,4946,610.2,0.625,76.8,3233.7,10,65,1
A320,29121,14496,693.8,0.171,64.7,3010.2,8,269,1
B777,16122,12329,673.8,0.969,77.2,2986.3,18,331,1
B737,30173,2268,651.7,0.132,66.7,2992.5,7,37,1
A320,13872,1254,606.8,0.74,39.8,2908.5,19,72,1
B787,42019,11725,657.0,0.95,66.0,3109.4,6,251,1
B787,14884,13449,680.2,0.448,49.3,3016.9,4,175,1
A350,45705,17745,717.1,0.28,60.7,3131.7,5,277,1
B737,32847,10190,690.1,0.62,68.9,3069.2,7,60,1
A320,43890,2181,626.7,0.624,61.7,2961.4,10,149,1
A320,32422,7797,552.8,0.652,59.4,2805.1,9,60,1
A380,45070,6233,679.8,0.632,63.3,2854.9,22,296,1
B737,35304,3676,588.1,0.047,82.4,3034.1,17,94,1
A380,21819,11714,643.9,0.136,71.3,2952.6,17,331,1
B737,20852,15997,662.2,0.49,37.8,2856.5,10,47,1
B787,48439,17851,637.0,0.483,73.6,3022.0,10,97,1
A380,36152,770,665.5,0.403,59.8,3284.4,3,28,1
B787,16069,358,562.6,0.771,61.7,3247.0,14,165,1
A350,11855,4748,649.6,0.113,62.4,2921.5,18,134,1
A350,46902,15392,725.8,0.506,70.1,3011.9,19,14,1
A320,8279,1261,631.8,0.249,44.1,2827.1,11,259,1
B787,41386,12179,691.7,0.541,57.3,3278.7,1,323,1
A350,19571,18598,629.7,0.537,65.8,3386.0,11,110,1
A350,20139,7633,624.0,0.005,67.5,3117.9,23,92,1
A380,167,5366,617.5,0.494,80.1,2971.8,2,243,0
B787,7267,17399,576.7,0.295,62.4,2883.2,15,82,1
A350,28746,9241,666.6,0.6,59.9,2848.6,17,62,1
A320,49043,4857,640.8,0.083,48.0,2987.8,4,347,1
A350,7518,18893,596.1,0.964,53.2,2855.7,24,309,1
A350,15741,10483,615.7,0.799,51.7,2525.9,3,291,1
B737,45165,9961,561.9,0.76,61.2,2840.2,10,349,1
B787,49314,2910,666.5,0.574,52.4,3213.6,9,254,1
A320,42286,6391,627.4,0.337,51.6,3105.6,8,207,1
B777,5669,11077,634.8,0.654,57.4,3307.3,18,98,1
B787,3031,3324,677.8,0.92,55.2,3195.7,13,28,1
A320,26869,18431,699.4,0.924,33.1,2670.4,11,336,1
B737,25595,14691,710.3,0.548,56.0,3124.5,13,101,1
B787,49343,9533,675.4,0.917,57.6,2982.7,24,177,1
B737,3978,227,628.7,0.658,54.4,3193.5,20,205,1
B737,14892,14456,587.5,0.485,52.9,2811.8,19,92,1
A320,27726,19713,722.1,0.972,77.9,3000.3,23,178,1
A320,27625,14718,695.1,0.457,52.8,3186.9,19,44,1
B777,33964,16878,605.4,0.94,55.9,3078.0,1,149,1
B737,33033,17621,706.7,0.225,72.7,2952.2,15,260,1
A380,28850,11832,682.4,0.359,54.1,2841.9,2,18,1
B737,44520,2104,610.9,0.72,57.0,3173.5,4,16,1
B737,17395,8435,598.6,0.394,33.9,3309.8,18,45,1
A350,33176,6739,726.1,0.289,53.8,3218.4,16,32,1
A380,28409,6679,618.6,0.296,64.3,3009.3,22,331,1
B777,27970,1355,692.3,0.15,76.1,2968.2,15,218,1
A380,13803,15659,668.2,0.062,53.3,2708.1,4,17,0
A350,5529,6817,548.0,0.899,51.3,2917.2,20,118,1
A350,34216,19596,661.0,0.612,59.9,2798.7,15,291,1
B777,20189,7807,649.8,0.501,58.9,2609.8,5,119,1
A320,27954,7816,713.0,0.7,58.9,2738.3,15,16,1
A350,48887,5354,691.8,0.891,66.2,2619.2,6,354,1
A320,1931,10469,652.0,0.33,74.6,3214.3,10,162,1
A320,37264,10294,714.5,0.5,64.2,3272.1,17,97,1
B787,36775,2157,623.4,0.047,66.5,3070.5,15,1,1
B737,36456,10903,650.5,0.78,69.5,3038.3,22,55,1
A380,19705,7743,663.3,0.071,74.5,3056.9,10,29,1
B777,36633,3322,577.4,0.421,64.7,3099.6,12,248,1
A350,28895,18230,641.0,0.718,52.6,2922.0,6,211,1
B777,23359,14340,586.5,0.44,69.9,2883.4,1,166,1
A350,15109,2468,626.1,0.47,80.2,3162.0,4,225,1
A380,34331,18614,548.2,0.869,54.5,2961.9,9,23,1
B787,31462,2184,571.0,0.388,63.6,2797.1,21,21,1
B787,39220,19365,719.0,0.979,65.7,2852.2,11,185,1
A320,46585,3918,711.3,0.713,63.7,3400.5,4,283,1
B737,8174,11639,645.8,0.78,65.7,3344.8,22,77,1
B737,34273,5058,660.7,0.163,51.0,3365.8,18,209,1
A320,22021,3439,596.5,0.633,69.1,3499.2,21,288,1
B787,48563,18582,558.2,0.23,73.1,2906.7,10,125,1
A380,29301,7701,699.0,0.212,52.8,3273.5,1,17,1
B787,18941,13103,676.0,0.911,50.3,2935.6,13,213,1
B787,47573,6128,613.4,0.221,59.2,2888.6,13,51,1
A350,41522,289,601.7,0.672,63.2,3250.1,18,138,1
B777,13445,10575,658.7,0.16,59.8,2999.9,3,22,1
B787,4493,3212,653.6,0.996,60.5,2706.7,13,305,1
B777,42759,7078,684.2,0.065,57.1,2896.3,22,119,1
B777,38502,9755,619.1,0.271,63.8,2546.9,6,27,1
B777,22113,5321,612.0,0.818,41.5,3030.1,1,235,1
B777,40620,10723,610.8,0.716,52.0,3140.5,20,223,1
B737,14035,1691,760.8,0.876,57.2,3313.1,9,102,1
B737,27866,6016,631.5,0.635,65.3,3244.3,15,11,1
A320,19445,13151,659.7,0.63,70.7,3402.2,23,149,1
A380,22068,14716,564.6,0.533,73.0,2965.5,16,61,1
A350,11520,14100,622.1,0.457,50.2,2633.6,14,88,1
B737,9097,12022,629.9,0.397,44.5,3348.6,13,61,0
B737,31004,2609,741.6,0.701,46.5,2764.4,1,34,1
B737,20504,4127,712.4,0.295,47.6,3291.6,10,146,1
B787,35832,7227,577.5,0.39,46.0,2670.2,4,132,1
A350,8527,16620,684.6,0.483,50.5,3059.3,19,158,1
A350,13194,8028,626.1,0.217,57.1,2799.8,15,333,1
A380,45345,14320,635.6,0.603,78.2,3103.4,9,64,1
B777,21237,4782,583.1,0.668,44.4,2907.6,13,84,1
B737,15963,11215,643.5,0.016,60.4,3070.5,17,231,1
B787,30065,10498,636.6,0.189,51.9,2773.6,3,230,1
B777,35204,898,552.8,0.429,47.5,2818.8,23,243,1
B787,36429,19276,682.0,0.632,76.4,2643.2,17,117,1
A380,38093,3931,689.2,0.605,54.5,3307.5,9,126,1
B737,26204,11561,627.9,0.084,58.6,2729.8,24,231,1
A350,15813,3239,677.8,0.202,67.6,3081.4,13,327,1
B777,39968,17717,698.7,0.414,55.5,2918.9,9,305,1
B777,29734,4219,603.2,0.886,44.5,2647.6,11,309,1
A320,14692,642,570.8,0.79,73.3,2744.0,10,88,1
A350,45821,2769,669.3,0.428,52.5,2902.4,8,297,1
B787,3021,18343,671.5,0.911,64.3,3002.3,10,58,1
A350,6862,1036,730.1,0.765,55.7,2945.5,22,17,1
B777,8616,11926,642.7,0.554,59.5,3214.8,15,357,1
B777,11208,18479,672.3,0.104,63.8,2987.7,19,14,1
B777,19673,8354,626.0,0.455,64.1,3057.5,7,208,1
B787,3280,14829,607.0,0.774,63.2,2896.5,24,273,1
B777,23616,9206,695.4,0.101,54.3,2906.5,6,243,1
B777,36887,9601,687.5,0.118,48.1,2931.6,2,61,1
A350,36952,10860,579.8,0.863,45.8,3106.3,3,333,1
A320,44953,7420,655.2,0.316,61.1,2967.7,22,71,1
B737,18232,9697,621.5,0.782,61.8,3315.6,22,142,1
A320,48650,7565,685.2,0.226,56.8,2741.1,20,266,1
B787,26320,7151,639.3,0.564,59.0,3176.1,13,65,1
B737,33255,12807,648.2,0.803,55.8,2852.4,5,100,1
A320,46710,17171,691.4,0.095,78.2,3207.6,5,244,1
B737,39655,9605,676.6,0.561,49.0,2926.3,3,41,1
A380,19196,3176,590.7,0.465,47.8,2896.2,20,157,1
B737,35601,6645,652.3,0.446,61.6,3064.1,23,112,1
A350,48632,7294,655.6,0.389,58.3,2836.0,3,178,1
B737,705,13794,604.6,0.622,51.1,2812.4,3,101,0
A320,17669,18132,668.8,0.666,51.1,3206.6,6,216,1
B777,3732,17281,677.0,0.651,58.7,2847.5,12,330,1
A350,9045,112,576.9,0.119,56.8,3123.8,12,196,1
B787,45972,8320,618.3,0.334,45.2,2603.4,1,228,1
B777,5464,7911,662.5,0.467,62.0,3049.6,13,20,1
B777,38038,8909,667.7,0.96,61.9,3064.8,21,146,1
B777,789,15325,640.9,0.679,76.4,3110.1,20,191,1
A350,14202,8929,695.7,0.482,63.1,2904.1,10,13,1
A320,3963,18588,653.6,0.641,65.9,3023.5,17,142,1
B787,37770,744,644.4,0.749,65.6,3078.2,24,126,1
B737,47530,17918,682.7,0.561,70.5,2444.4,3,253,1
A350,23192,12542,747.8,0.896,49.2,2959.1,1,154,1
A350,31811,11432,660.0,0.388,59.3,2931.7,9,34,1
A350,6003,758,652.8,0.758,57.6,3175.8,21,90,1
B787,14614,1500,617.2,0.053,65.1,2946.5,6,144,0
A320,15810,1317,637.6,0.24,55.0,2935.6,12,338,1
B737,29926,7284,573.9,0.493,77.6,2915.6,4,270,1
A350,10580,3339,648.6,0.974,64.5,2680.0,18,39,1
B777,49535,6445,623.3,0.733,67.5,2936.5,10,174,1
A350,12106,10679,634.4,0.022,52.4,2956.5,24,168,1
B777,24815,13368,682.4,0.737,58.5,2938.9,17,70,1
A320,13523,12683,661.6,0.197,55.4,2939.0,24,218,1
B777,49232,472,709.8,0.779,57.1,2965.3,3,317,1
B737,7463,3740,714.2,0.88,69.8,3101.5,20,157,1
B787,194,16012,639.7,0.799,62.4,3268.6,14,279,1
A380,23591,4115,686.0,0.221,46.9,2966.3,4,338,1
A380,26158,6604,665.9,0.656,41.4,2759.6,13,165,1
B787,1126,11241,680.9,0.986,74.7,3016.4,15,114,1
A380,2107,13504,661.6,0.954,45.3,3126.7,3,333,1
A320,20541,9762,626.7,0.998,54.0,3203.7,10,123,1
A320,17642,3356,663.7,0.54,73.4,3081.3,19,203,1
B787,33340,14738,623.8,0.346,54.4,2790.8,5,8,1
B777,42024,15717,732.3,0.427,55.5,3071.6,16,324,1
B737,14386,19492,690.6,0.09,57.6,2918.0,23,45,1
B737,3252,16366,798.2,0.678,58.2,3095.2,19,226,1
B777,47451,14107,642.2,0.23,54.2,2994.6,3,7,1
B787,44070,16542,697.8,0.802,54.6,3106.2,22,238,1
A320,17501,14308,745.3,0.951,71.4,2866.0,15,156,1
A380,8074,7207,663.3,0.365,62.9,2860.3,24,320,1
A380,11655,8120,653.1,0.659,50.5,2751.6,8,354,1
A350,34570,8880,633.7,0.825,79.5,2648.6,16,329,1
A350,14726,768,608.1,0.235,74.5,2930.7,17,17,0
B787,30168,13388,695.9,0.226,65.9,2849.7,12,333,1
B777,39718,5747,676.5,0.083,60.0,3258.4,6,74,1
B737,1360,201,704.3,0.293,55.9,3268.8,3,126,0
B777,15771,8918,707.1,0.889,69.1,2575.8,15,164,1
B787,32652,10781,577.6,0.105,84.1,3337.0,17,81,1
B787,47072,15361,659.4,0.286,82.5,3271.5,8,82,1
A380,40381,11254,660.5,0.854,52.0,3142.4,12,42,1
B777,40046,7355,676.2,0.832,73.0,3402.1,14,47,1
B777,13411,15124,602.1,0.109,52.5,3409.8,7,169,1
A320,1487,73,673.4,0.723,74.2,3317.1,20,18,1
A350,24046,18437,635.0,0.371,57.5,3007.5,24,350,1
B787,44202,19506,621.0,0.045,64.3,3001.2,18,242,1
A320,28469,4382,619.8,0.05,51.3,3193.6,10,97,1
B777,8863,8288,597.1,0.328,44.0,2863.1,8,47,1
B777,42622,12906,681.7,0.824,63.5,2961.5,21,32,1
B787,17445,19484,524.6,0.857,58.8,2680.4,2,221,1
A320,33635,9409,680.0,0.87,44.1,2895.5,3,340,1
B787,31867,4127,650.6,0.184,65.9,3043.8,17,126,1
B777,38843,12267,634.3,0.58,52.2,2969.9,2,358,1
B737,34622,2874,693.3,0.084,38.8,3086.7,4,296,1
A320,45959,15441,615.3,0.844,51.9,3474.6,1,146,1
A350,39452,1681,617.8,0.917,77.6,3054.7,9,303,1
A350,49926,15803,596.6,0.734,67.4,2856.5,17,37,1
B737,39008,10460,584.4,0.095,65.0,2810.4,10,351,1
A320,5756,7253,648.1,0.278,67.8,3260.9,24,147,1
B777,23960,18368,750.3,0.789,52.7,2834.7,9,46,1
B737,37187,2714,625.0,0.551,43.2,3120.9,2,120,1
A380,36704,3400,666.0,0.142,55.1,3150.4,9,302,1
B777,7145,9130,579.0,0.994,64.1,3158.6,9,297,1
A350,2634,9835,651.8,0.562,61.0,2807.4,10,280,1
A320,21832,1318,660.8,0.111,57.0,3093.4,21,56,1
B787,42652,8571,686.6,0.309,62.8,3022.8,5,348,1
B787,39898,3689,588.8,0.935,67.4,2775.9,17,103,1
A380,26505,1633,698.9,0.399,54.1,2800.6,10,307,1
B777,19162,1126,587.6,0.412,65.1,3126.7,5,227,1
A380,37079,9803,769.2,0.708,74.3,3410.9,8,55,1
B737,41369,17588,645.5,0.554,73.8,3089.6,14,311,1
A320,39403,5438,753.3,0.277,51.4,2910.4,16,124,1
A380,4843,12004,727.7,0.585,71.3,2585.8,5,219,1
A320,12871,8348,614.8,0.085,54.3,3178.8,2,349,1
B737,41974,7593,585.9,0.164,63.7,3140.9,4,227,1
B787,43846,13252,656.4,0.875,72.7,3146.0,22,130,1
B737,31849,9000,607.0,0.152,36.3,3064.9,13,103,1
A380,37728,13070,724.1,0.693,45.9,3142.7,6,59,1
B737,11789,18464,735.1,0.346,54.1,2868.1,13,102,1
A320,42576,969,652.0,0.695,53.3,3408.9,9,23,1
B777,10791,5387,673.5,0.448,48.1,3119.8,23,335,1
A320,20227,7448,652.0,0.007,59.3,3413.5,20,160,1
A320,29550,10761,556.0,0.323,54.4,3028.0,14,231,1
B737,45962,4007,737.9,0.692,62.2,2714.8,22,38,1
B777,48589,7675,592.0,0.162,54.2,2931.1,19,304,1
A350,21354,2478,621.1,0.682,79.5,3048.3,5,195,1
A350,16676,13970,712.7,0.847,56.8,3235.6,16,163,1
B737,40548,3737,567.4,0.135,64.7,3070.2,9,222,1
B777,8540,4163,647.4,0.233,75.4,2808.2,20,273,1
B777,39850,1309,616.7,0.502,48.8,2721.4,13,215,1
B777,35157,9751,669.9,0.109,57.5,2814.4,22,353,1
B777,30105,15507,641.3,0.933,47.8,3226.2,14,328,1
B777,10541,16742,710.0,0.983,45.9,2902.2,3,84,0
A320,1709,3957,704.0,0.569,43.5,2914.8,10,292,1
A320,36799,8572,715.0,0.297,48.0,2749.8,19,341,1
B777,38909,4445,700.7,0.319,74.4,3177.4,24,5,1
A380,40017,18808,696.2,0.42,49.5,3244.7,17,189,1
B737,21891,1955,584.4,0.861,63.7,2993.6,5,35,1
A320,35547,15978,762.9,0.811,69.8,3274.3,16,10,1
A380,12793,3543,613.7,0.9,56.8,3163.7,3,293,1
A380,37800,8531,722.3,0.925,75.0,3076.7,6,170,1
A320,25594,14131,638.8,0.331,57.5,3120.8,15,148,1
A320,40737,17091,700.4,0.715,63.2,2761.4,5,178,1
A380,9334,15655,631.4,0.207,62.1,3152.5,13,194,1
A380,17072,793,673.5,0.673,42.4,3286.6,9,242,1
A350,39025,5202,632.4,0.56,69.0,2999.7,17,314,1
B777,10837,19207,529.9,0.317,67.6,2859.8,8,34,0
B777,36236,2226,641.1,0.081,46.6,2902.0,12,107,1
B777,12689,11523,738.0,0.358,53.6,3223.5,18,192,1
B787,35842,14743,620.1,0.398,72.9,2999.9,19,310,1
B777,40971,6840,688.3,0.875,55.4,2913.3,14,233,1
A320,21254,4835,588.5,0.92,76.8,3067.7,4,195,1
A320,30093,12306,640.8,0.95,76.1,3032.6,4,307,1
A320,5956,9366,651.2,0.282,52.1,2981.2,9,286,1
A320,45702,17377,634.3,0.866,59.5,3128.6,7,93,1
B787,11463,16008,621.8,0.785,45.4,2721.2,10,45,1
B737,18907,15222,594.5,0.93,52.9,3384.3,5,349,1
A350,3693,13449,693.9,0.597,42.3,2905.1,3,21,1
B777,6699,11195,649.3,0.045,45.1,2879.3,11,129,1
B787,26355,201,555.3,0.631,58.1,3207.0,16,349,1
A380,2413,19828,545.4,0.675,62.3,3094.0,12,210,1
B737,46796,18238,698.0,0.525,60.0,3158.3,13,124,1
A380,7368,9772,654.2,0.057,47.9,3121.1,19,363,1
A320,6522,2326,617.3,0.939,74.6,2545.9,20,237,1
A320,43285,16180,719.4,0.101,63.2,2814.6,19,86,1
B737,49993,19131,630.3,0.007,54.2,3015.2,11,304,1
B777,11287,3579,657.1,0.428,54.8,2785.5,11,46,1
B787,44315,13061,703.5,0.309,63.0,3001.0,5,184,1
A350,46003,16065,698.5,0.753,82.6,3041.2,7,63,1
A350,6572,10171,687.5,0.319,70.3,2984.3,21,313,1
A350,13535,10771,635.7,0.351,59.2,2874.5,13,54,1
A380,46277,5867,568.5,0.959,60.7,2828.0,13,171,1
B737,6601,16072,663.8,0.21,73.6,3067.6,5,196,1
B737,47152,4795,677.5,0.753,70.9,2728.9,17,240,1
A380,36079,19481,568.9,0.185,63.8,3074.0,10,324,1
B787,5375,905,630.7,0.416,48.2,3098.5,14,149,1
B737,5025,12092,650.5,0.69,61.0,2924.2,10,118,1
A380,38473,19352,658.2,0.718,70.2,3070.6,12,36,1
B777,33793,6279,634.2,0.789,65.8,2900.1,7,361,1
B787,31966,2194,562.8,0.115,59.8,3072.0,17,313,1
A320,34826,7059,602.1,0.32,58.4,2825.3,22,332,1
B787,32917,1880,703.4,0.478,68.5,2933.1,17,62,1
A350,23478,1313,600.3,0.208,58.8,3052.3,21,162,1
B777,1243,11487,622.9,0.729,47.4,2973.0,14,339,1
A350,7142,9291,549.0,0.92,48.2,2970.5,6,49,1
B737,14566,882,689.1,0.719,47.9,3250.1,19,214,1
B777,28743,5488,645.2,0.413,54.8,2809.6,5,202,1
A380,15992,11614,598.4,0.451,78.9,2787.1,2,131,1
B737,35856,718,635.6,0.844,59.5,3080.9,1,252,1
B737,20691,5899,754.3,0.412,68.0,2728.8,19,48,1
A380,23261,18374,664.5,0.602,55.3,2967.6,3,205,1
B787,19326,3204,737.3,0.399,48.1,3013.3,24,61,1
B777,45311,1849,585.3,0.604,70.6,3067.7,18,173,1
A380,46399,4805,642.8,0.812,43.6,2838.7,15,93,1
B777,41415,11705,595.2,0.938,54.2,2928.5,12,254,1
A380,18513,6524,634.1,0.984,47.7,3104.8,23,185,1
B777,47596,8430,638.6,0.071,47.5,2983.3,6,297,1
A380,35807,7119,709.7,0.437,72.8,3024.1,22,272,1
A350,16249,18538,693.2,0.402,54.8,3138.1,22,275,1
A350,22426,16823,674.6,0.932,64.3,3142.7,21,206,1
A350,12570,10149,571.0,0.041,65.3,2893.9,23,146,1
A380,1722,8570,668.2,0.375,62.8,2990.3,15,115,0
A380,12064,3951,565.0,0.891,55.7,2674.8,12,224,1
B737,8774,15657,676.5,0.874,39.8,3133.2,1,72,1
B777,20873,419,670.1,0.925,45.5,3015.1,6,98,1
B737,38444,4500,672.8,0.294,54.8,3423.9,24,163,1
B777,27164,16828,675.4,0.184,62.9,2863.1,16,38,1
A380,16901,11353,735.3,0.613,44.0,2650.9,18,249,1
B737,32603,12576,666.9,0.528,35.3,2694.4,6,88,1
B777,14436,18809,660.8,0.675,70.6,2981.5,12,21,1
B737,10737,7318,661.4,0.185,60.9,3111.6,13,240,1
A350,15844,1710,599.6,0.969,60.7,3000.2,11,69,1
A320,5354,16470,680.3,0.244,62.5,3139.6,4,188,1
B787,36275,6084,623.1,0.441,58.9,3108.3,5,301,1
A320,11706,17486,737.7,0.739,71.1,3006.6,22,19,1
A350,49886,1355,621.2,0.953,53.3,2955.8,15,73,1
B777,30529,19753,618.3,0.513,56.1,3218.1,12,191,1
B777,47980,19877,667.8,0.19,71.4,2797.2,2,308,1
B737,15543,8429,605.0,0.622,43.8,3286.1,6,277,1
A380,35012,7191,627.3,0.124,65.1,3057.3,7,76,1
A380,30975,9924,679.8,0.448,76.8,2751.0,10,264,1
A350,13572,12460,692.9,0.161,58.1,2992.5,16,304,1
A320,24701,5705,671.6,0.24,47.2,3185.2,22,227,1
B737,3332,6067,613.8,0.88,46.9,3091.6,6,89,0
A320,39536,18823,694.2,0.669,65.9,2975.7,2,43,1
B787,9865,12281,562.8,0.727,52.8,3248.5,1,172,1
B777,23234,7675,598.3,0.173,71.5,3173.9,22,143,1
B777,6839,7458,668.1,0.943,54.1,3136.4,21,45,1
B777,12594,19353,620.6,0.065,57.6,2925.6,15,122,1
B777,39392,5099,643.5,0.946,48.6,2940.9,8,340,1
B777,31262,11912,687.3,0.251,66.7,3029.3,10,92,1
B787,28522,5203,632.1,0.064,60.3,3022.3,11,241,1
A320,23130,16563,632.4,0.468,70.2,3439.6,19,207,1
B737,31706,12738,598.1,0.498,44.3,2719.9,16,70,1
B777,40249,7161,668.5,0.795,50.3,2978.1,8,285,1
B777,33699,13675,681.8,0.643,59.0,2852.3,21,211,1
A320,25555,16348,721.6,0.376,58.3,3144.0,10,120,1
A380,41090,6078,579.5,0.612,69.8,3065.8,2,214,1
B737,18589,2214,596.1,0.604,55.4,3093.2,11,93,1
A320,49273,10607,590.6,0.935,62.0,2597.0,11,264,1
A380,925,10966,588.3,0.035,57.5,3074.0,18,302,1
A320,34608,12435,708.2,0.653,63.5,2819.3,8,293,1
B777,43556,12705,582.3,0.756,53.6,2672.8,9,106,1
B787,20372,11681,605.9,0.583,58.7,3227.8,24,23,1
A380,16037,17349,644.7,0.871,75.1,3325.8,7,298,1
A320,35997,3786,610.7,0.961,68.5,3064.6,24,3,1
A350,17002,3963,699.1,0.248,70.7,3089.2,3,261,1
A380,15000,18027,663.4,0.87,48.8,2792.5,2,344,1
B737,47767,15569,630.4,0.513,68.7,2871.4,8,332,1
B777,4381,8884,706.7,0.698,76.1,2867.3,19,292,1
A320,27762,5117,688.3,0.256,50.0,3014.4,3,105,1
B777,42642,1296,717.3,0.827,57.9,2729.8,19,242,1
A380,18513,11665,559.1,0.471,54.0,3142.7,17,8,1
A350,2341,13848,647.5,0.704,61.4,3114.0,7,165,1
B737,26403,7120,633.3,0.868,62.7,3002.6,17,199,1
A350,1300,1272,644.9,0.629,57.6,3028.6,24,338,1
A320,18282,6030,663.0,0.603,59.6,3269.3,17,262,1
A320,13131,7812,662.9,0.066,59.1,3173.4,1,198,1
B777,38945,5290,669.9,0.685,82.0,3226.1,5,269,1
B787,245,8613,636.3,0.358,55.4,3183.1,2,180,1
B777,8638,11918,632.5,0.857,88.7,3034.8,1,107,1
B787,46369,8908,656.2,0.448,64.8,3165.3,5,344,1
B737,46069,2450,602.1,0.847,61.2,3198.5,19,182,1
A380,6508,3320,673.1,0.865,77.0,3089.9,8,270,1
A320,4776,13307,715.3,0.688,67.4,2583.7,20,89,1
A380,35550,18844,717.7,0.078,65.6,2730.2,4,104,1
B777,688,19280,619.2,0.251,49.8,3212.3,21,174,1
