seat_class,flight_delay_min,seat_comfort,food_quality,staff_service,entertainment,cleanliness,wifi_quality,checkin_ease,flight_distance_km,satisfaction
Business,32,2,4,2,5,5,5,4,13684,dissatisfied
First,0,5,3,4,2,3,2,1,2872,neutral
Economy,86,1,1,2,1,4,3,1,4333,dissatisfied
Economy,11,2,2,5,4,1,2,4,4278,neutral
Economy,32,2,2,4,2,5,5,4,720,dissatisfied
Business,0,5,3,5,5,2,1,4,13678,neutral
Economy,15,4,1,5,3,2,1,4,1696,neutral
Business,69,1,5,1,2,5,3,4,6233,dissatisfied
Business,35,5,3,3,3,4,3,3,2705,neutral
Business,0,5,5,1,3,1,4,4,11323,neutral
Business,52,4,2,3,3,5,5,3,8022,dissatisfied
Economy,0,1,5,5,3,3,3,5,630,neutral
Business,0,5,3,2,5,1,3,1,4412,neutral
Economy,21,5,1,3,3,2,5,4,11828,dissatisfied
Business,0,4,3,1,4,1,4,5,7252,dissatisfied
First,28,5,4,4,5,4,4,2,7249,neutral
Business,0,3,4,1,5,4,2,3,6226,dissatisfied
First,0,1,5,5,1,1,5,4,1922,neutral
Economy,66,1,2,5,3,2,1,5,9049,dissatisfied
First,50,4,1,1,2,1,1,4,1849,dissatisfied
Economy,45,5,5,1,5,2,1,1,7901,dissatisfied
Economy,43,3,3,4,1,5,5,4,8726,dissatisfied
First,63,3,4,3,2,4,5,2,7893,dissatisfied
First,0,3,1,5,2,1,4,3,5134,neutral
Business,98,5,4,3,5,1,2,2,8669,dissatisfied
Economy,23,2,1,5,2,2,2,1,13632,dissatisfied
Economy,0,4,1,5,3,3,4,4,7324,neutral
First,1,2,4,1,3,2,5,4,6281,dissatisfied
Business,0,4,4,1,2,3,5,1,6811,dissatisfied
Economy,70,1,3,2,3,1,5,4,5488,dissatisfied
Business,52,1,3,1,3,4,1,4,5968,dissatisfied
Business,55,5,1,2,5,5,4,4,1325,dissatisfied
Business,60,4,3,5,1,4,5,5,11800,neutral
Economy,58,2,3,4,2,4,4,5,9133,dissatisfied
Business,19,1,3,3,3,5,2,3,5024,dissatisfied
Business,45,5,1,3,4,1,1,1,639,dissatisfied
First,61,1,2,4,1,2,2,2,12636,dissatisfied
First,46,2,2,4,4,4,4,1,4280,dissatisfied
Business,19,4,5,1,2,2,2,4,2232,dissatisfied
Business,29,3,2,5,5,4,3,4,10798,neutral
Economy,42,1,4,3,5,1,4,1,6437,dissatisfied
Business,0,4,4,4,1,2,4,4,8061,neutral
Economy,0,1,3,5,2,5,4,3,12196,neutral
Business,14,4,5,3,3,1,5,2,10998,neutral
First,84,2,3,5,2,5,1,4,12140,dissatisfied
Economy,2,3,3,2,5,4,1,5,6707,dissatisfied
Business,101,1,2,3,4,4,5,4,3321,dissatisfied
Business,0,5,3,2,3,5,2,4,9386,neutral
Economy,22,5,5,5,4,4,5,4,2741,neutral
First,85,1,2,1,4,4,3,1,6317,dissatisfied
Business,30,4,5,4,4,5,4,1,6186,neutral
Economy,0,4,3,2,3,2,5,1,5314,dissatisfied
Economy,41,1,3,1,5,2,1,5,6227,dissatisfied
Business,0,4,2,3,5,1,2,3,3189,neutral
Business,32,1,1,4,1,5,1,3,5394,dissatisfied
First,0,2,2,5,4,1,5,1,8862,neutral
Business,14,3,1,4,4,3,5,4,6964,dissatisfied
First,9,4,1,1,1,4,5,1,1086,dissatisfied
Economy,21,3,2,1,3,5,5,4,9285,dissatisfied
Business,48,2,3,3,1,3,3,5,11354,dissatisfied
Business,36,5,5,5,2,5,5,4,12202,neutral
First,10,2,3,3,3,5,3,4,2868,dissatisfied
Business,39,2,1,5,2,4,1,3,13068,dissatisfied
First,91,4,4,3,2,5,4,4,11733,dissatisfied
Business,0,5,5,4,4,3,1,1,11702,neutral
Business,0,3,3,5,3,3,4,2,2842,neutral
Business,78,5,4,5,1,2,5,5,2716,neutral
First,0,2,4,5,5,4,5,2,4962,neutral
Business,0,5,5,3,4,5,4,5,2642,neutral
Economy,0,4,1,3,5,1,5,1,7018,dissatisfied
First,0,4,4,3,4,1,2,1,9893,neutral
Business,22,2,4,1,2,4,1,2,13868,dissatisfied
First,0,1,5,4,5,5,3,3,11377,neutral
Business,48,5,2,3,3,4,1,5,10118,dissatisfied
Economy,65,3,5,4,3,4,5,3,8231,neutral
Economy,18,2,1,2,3,2,5,1,9507,dissatisfied
First,0,1,3,3,3,2,2,4,8145,dissatisfied
Economy,52,5,3,5,4,1,5,5,3855,neutral
Business,15,1,4,5,3,1,4,5,2454,neutral
Business,2,2,4,2,5,3,2,1,2350,dissatisfied
Economy,13,5,4,3,2,3,5,3,3223,neutral
Business,0,1,3,5,5,2,3,4,5243,neutral
Business,2,1,3,5,1,3,3,2,4212,neutral
Business,53,4,1,2,1,4,4,4,11954,dissatisfied
Business,50,2,2,5,3,3,2,3,2454,dissatisfied
Business,35,3,2,4,3,3,4,1,2239,dissatisfied
Business,60,2,4,4,3,4,5,4,8401,dissatisfied
Economy,44,2,1,1,1,2,1,2,9724,dissatisfied
Business,61,4,2,1,5,1,5,3,5062,dissatisfied
Economy,13,3,4,3,3,2,1,4,10832,neutral
First,63,4,2,1,4,1,4,4,633,dissatisfied
Economy,59,2,2,5,1,4,5,4,3740,dissatisfied
First,53,1,3,5,5,2,2,1,2059,dissatisfied
Economy,12,1,1,3,1,1,4,4,2163,dissatisfied
Economy,0,2,3,1,4,5,1,1,7262,dissatisfied
First,7,5,4,1,4,2,1,2,9826,neutral
Business,0,2,2,5,5,3,1,1,4425,neutral
Business,0,2,3,4,2,1,3,2,3575,neutral
Economy,9,5,3,1,3,5,3,5,10171,dissatisfied
First,26,5,3,2,4,1,4,5,7024,dissatisfied
First,25,4,2,5,2,2,1,2,10304,neutral
Business,94,1,2,3,3,5,1,1,13970,dissatisfied
Economy,0,5,4,1,2,3,3,1,12314,neutral
First,0,2,3,4,4,5,5,3,3852,neutral
Business,48,3,2,5,5,1,1,5,12943,neutral
Economy,76,3,4,1,4,5,5,1,3136,dissatisfied
Business,43,4,4,4,4,1,1,3,7135,neutral
Economy,32,3,3,4,3,4,2,5,5131,neutral
Business,31,1,4,5,1,1,5,1,6171,neutral
Business,0,2,5,1,5,3,3,2,13793,dissatisfied
First,60,3,1,3,3,1,2,4,13743,dissatisfied
Economy,36,1,4,1,4,2,5,4,11778,dissatisfied
Business,0,3,1,2,5,2,2,5,5960,dissatisfied
Business,0,2,4,3,1,3,3,3,1065,neutral
Business,35,4,3,5,5,3,3,5,13387,neutral
Business,0,1,1,2,4,4,2,3,3138,dissatisfied
First,19,5,1,2,5,2,2,2,13816,dissatisfied
Business,33,5,1,1,4,2,3,4,1562,dissatisfied
First,0,3,1,4,5,5,2,1,7858,dissatisfied
Business,39,5,4,2,5,2,1,3,13375,neutral
Economy,23,1,1,5,5,2,4,1,7745,dissatisfied
First,27,5,3,5,1,5,5,3,884,neutral
Economy,0,1,3,4,4,4,3,1,7023,dissatisfied
Economy,6,5,5,2,4,3,4,4,13447,neutral
Economy,87,4,3,4,1,4,1,5,6072,dissatisfied
First,70,3,4,2,4,3,3,4,10831,dissatisfied
Business,0,1,3,1,1,3,4,3,5637,dissatisfied
Economy,47,4,2,5,5,5,4,4,13322,neutral
Business,0,3,1,4,1,3,1,5,3677,dissatisfied
Business,12,4,3,2,2,1,5,5,11141,dissatisfied
Business,0,5,4,2,4,1,2,1,6575,neutral
Business,9,1,3,3,1,1,2,2,6174,dissatisfied
First,7,2,4,3,5,1,3,2,5051,neutral
Business,0,4,2,3,2,5,3,3,4521,neutral
Business,0,2,1,3,2,5,5,3,12198,dissatisfied
First,8,1,2,3,1,1,1,2,5423,dissatisfied
First,39,5,2,3,5,2,2,3,3687,dissatisfied
Business,5,5,5,5,1,3,2,5,2955,neutral
First,35,2,1,2,5,4,2,2,8521,dissatisfied
Business,0,3,2,5,2,1,1,1,12837,neutral
Business,0,2,2,2,2,1,4,4,11335,dissatisfied
Economy,0,2,1,3,4,2,1,1,6611,dissatisfied
Economy,25,2,2,1,5,5,3,5,8292,dissatisfied
Economy,33,2,3,4,5,2,1,5,1196,dissatisfied
Business,0,1,3,4,4,1,2,4,7825,dissatisfied
First,45,1,3,5,5,2,1,1,12707,dissatisfied
Business,44,2,1,3,2,3,2,5,9096,dissatisfied
Economy,38,2,3,5,1,4,2,4,6018,neutral
Business,0,5,2,4,4,2,4,1,1868,neutral
First,0,4,3,3,1,1,2,5,9658,neutral
First,47,1,5,4,3,3,5,2,5523,dissatisfied
Business,27,3,1,2,5,3,5,4,3530,dissatisfied
First,21,3,4,4,4,2,1,2,614,neutral
First,4,3,3,2,3,1,2,4,9762,dissatisfied
Economy,12,4,5,1,5,4,3,5,5021,dissatisfied
Economy,0,5,3,3,1,2,5,5,9694,neutral
Business,71,4,4,4,1,5,5,2,590,neutral
Business,26,2,4,4,4,3,2,4,3064,neutral
First,30,5,5,4,1,5,5,3,7112,neutral
First,0,5,4,4,1,3,4,1,5066,neutral
First,0,2,3,3,5,2,3,1,9817,dissatisfied
Business,26,3,5,4,1,3,3,1,3848,neutral
Economy,12,3,5,5,1,1,2,1,11988,neutral
First,0,1,2,2,4,5,4,5,11964,dissatisfied
Business,19,3,1,2,3,2,2,4,10508,dissatisfied
Business,0,4,4,4,1,1,5,2,11660,neutral
Business,15,5,2,1,3,1,2,2,6816,dissatisfied
Business,0,1,3,5,4,1,4,5,9505,neutral
Business,55,1,1,5,3,3,5,5,1350,dissatisfied
Economy,0,3,3,1,4,1,5,1,13107,dissatisfied
First,13,1,2,2,5,1,3,3,1971,dissatisfied
First,3,1,2,3,5,3,4,1,7523,dissatisfied
First,20,2,2,4,5,2,5,5,13589,dissatisfied
Business,107,3,1,2,1,3,5,2,1719,dissatisfied
Economy,88,3,1,3,5,2,5,4,7334,dissatisfied
Business,57,5,2,2,3,2,4,1,7651,dissatisfied
Business,40,4,4,1,3,1,4,3,832,dissatisfied
Economy,10,1,5,1,1,4,2,1,822,dissatisfied
Economy,26,1,4,2,1,5,5,3,13868,dissatisfied
Economy,22,4,2,2,2,4,3,1,4664,dissatisfied
First,36,4,4,3,3,1,1,3,9213,neutral
First,0,1,2,4,2,2,4,2,8815,dissatisfied
Economy,0,4,2,5,1,3,3,4,5883,neutral
Business,0,2,2,4,3,1,3,2,10675,dissatisfied
First,0,4,3,3,5,2,1,1,11011,neutral
Economy,1,3,4,3,5,3,4,4,1339,neutral
Economy,43,1,2,2,1,1,4,3,6074,dissatisfied
First,21,1,3,1,4,2,2,2,1143,dissatisfied
Economy,22,4,2,5,1,4,4,4,1227,neutral
Economy,48,5,4,4,3,4,3,1,12817,neutral
Business,0,2,2,5,1,5,2,4,5523,neutral
First,42,3,3,4,1,1,5,5,3724,dissatisfied
Economy,71,4,4,4,5,2,4,3,4037,neutral
Business,30,5,5,1,3,2,2,3,13266,dissatisfied
Business,0,4,3,5,1,4,1,4,8740,neutral
First,0,1,2,1,5,3,5,2,3701,dissatisfied
First,0,3,4,3,3,3,1,4,10325,neutral
First,0,4,5,2,5,3,1,4,3247,neutral
Business,12,1,2,2,5,3,3,1,12275,dissatisfied
Business,15,2,1,2,1,2,4,4,10210,dissatisfied
First,0,1,2,3,4,4,3,3,5361,dissatisfied
First,19,4,5,2,1,3,3,1,5558,neutral
Economy,20,4,3,3,3,3,2,4,3016,neutral
First,20,2,5,2,5,5,2,4,10514,dissatisfied
First,63,4,2,4,4,1,5,3,4551,dissatisfied
First,0,5,3,1,3,5,3,1,6179,dissatisfied
Business,0,2,4,3,2,2,4,5,4277,neutral
First,19,3,3,3,5,1,1,4,4207,dissatisfied
First,54,1,2,1,3,1,3,5,2467,dissatisfied
First,0,3,2,4,2,3,2,3,12507,neutral
First,15,2,3,1,4,1,5,2,591,dissatisfied
Economy,19,5,3,3,5,2,1,2,11268,neutral
Business,0,2,3,2,3,5,1,4,12678,dissatisfied
Economy,0,5,2,2,4,3,2,4,12474,dissatisfied
First,78,4,1,4,4,4,5,3,9797,dissatisfied
Economy,11,2,3,3,2,5,3,1,6561,dissatisfied
First,0,3,3,3,3,3,3,4,2585,neutral
Economy,59,1,4,4,4,3,3,2,4045,dissatisfied
Economy,0,2,5,5,2,1,1,3,11055,neutral
First,0,1,4,4,3,3,4,1,1243,neutral
Business,0,2,1,1,2,3,1,3,2603,dissatisfied
Business,0,2,3,1,3,1,5,4,13455,dissatisfied
First,0,2,2,5,3,5,2,2,2914,neutral
Business,33,4,1,1,5,4,4,3,7290,dissatisfied
First,52,3,2,4,3,4,1,2,13733,dissatisfied
Economy,54,4,3,1,3,4,2,4,4045,dissatisfied
Economy,7,3,5,4,2,2,2,3,989,neutral
Economy,58,1,2,1,4,5,4,1,5918,dissatisfied
First,0,4,4,1,4,1,1,4,9750,dissatisfied
Economy,68,1,4,2,4,4,1,2,3579,dissatisfied
First,17,2,2,2,4,3,2,4,5992,dissatisfied
Business,52,4,4,4,1,3,4,1,5802,neutral
First,33,4,1,5,5,3,3,5,900,neutral
Business,23,2,1,2,1,3,1,5,2568,dissatisfied
First,54,5,3,4,5,1,1,4,3022,neutral
First,4,1,2,4,2,4,5,3,10697,dissatisfied
Business,54,3,1,2,4,3,2,5,6794,dissatisfied
First,10,3,3,5,2,5,5,4,7905,neutral
Economy,125,3,1,1,2,5,4,4,10934,dissatisfied
Business,0,4,4,5,1,1,2,1,530,neutral
Business,36,3,2,2,1,1,3,1,1567,dissatisfied
Economy,31,3,3,4,5,5,4,4,9793,neutral
Business,51,2,4,2,2,2,2,1,13933,dissatisfied
First,0,1,1,2,2,2,2,1,3876,dissatisfied
Economy,5,4,5,2,5,4,5,3,3724,neutral
First,0,2,5,2,1,4,3,3,10292,dissatisfied
Business,34,2,5,5,4,3,3,4,7255,neutral
Economy,68,4,3,3,1,5,4,2,12395,dissatisfied
Business,17,2,2,2,2,2,1,3,11979,dissatisfied
First,48,5,4,5,1,1,5,1,8733,neutral
Economy,121,4,3,5,2,3,5,3,13133,dissatisfied
Economy,20,1,5,2,1,4,1,3,1630,dissatisfied
First,0,4,2,5,4,2,5,2,6674,neutral
First,27,2,2,2,4,2,1,2,2126,dissatisfied
Business,58,2,3,4,1,4,4,3,3433,dissatisfied
Economy,0,1,2,1,4,4,2,1,7582,dissatisfied
Business,0,1,5,5,4,3,2,5,1935,neutral
Business,0,5,3,3,4,5,3,2,6674,neutral
Business,39,4,4,3,5,4,5,4,13118,neutral
Business,0,3,3,4,4,5,5,3,1617,neutral
Economy,75,2,1,5,1,2,5,1,3882,dissatisfied
Business,50,3,1,4,3,2,2,4,2560,dissatisfied
First,87,2,5,3,1,5,2,3,13393,dissatisfied
Business,35,1,4,4,4,3,2,1,636,dissatisfied
Economy,53,3,1,2,1,1,3,2,13854,dissatisfied
Economy,48,2,5,1,5,5,1,4,5283,dissatisfied
Economy,0,4,4,2,1,4,1,1,13604,neutral
First,51,4,1,5,4,2,5,1,3354,dissatisfied
Economy,48,4,4,3,2,3,1,1,13299,neutral
Business,0,2,2,5,4,2,1,3,12023,neutral
Economy,0,4,3,4,1,1,2,4,10752,neutral
Economy,22,5,3,1,3,3,2,3,8479,dissatisfied
First,28,5,5,2,1,2,1,4,6516,neutral
Business,0,1,4,2,3,5,1,5,1567,dissatisfied
First,35,3,4,1,2,2,5,3,552,dissatisfied
Economy,30,2,2,1,5,2,3,4,12797,dissatisfied
First,34,4,4,4,1,2,2,2,9909,neutral
Business,0,4,4,2,3,4,2,1,3262,neutral
Business,31,1,4,3,2,4,5,3,11323,dissatisfied
Business,40,2,2,1,4,2,2,5,4035,dissatisfied
Business,64,2,2,4,5,5,3,4,4898,dissatisfied
Business,0,4,2,1,2,1,5,1,12796,dissatisfied
First,132,2,4,5,1,3,4,5,2017,dissatisfied
Business,69,4,4,1,4,5,2,2,1313,dissatisfied
First,30,5,3,5,1,5,1,3,4878,neutral
Economy,35,4,4,5,5,5,1,1,1647,neutral
Business,0,1,5,3,4,3,5,4,2342,neutral
First,11,1,2,5,2,4,1,5,13769,dissatisfied
Economy,53,4,4,5,4,1,4,2,10034,neutral
Business,8,2,2,5,4,2,4,2,8398,neutral
Business,0,3,2,1,1,2,4,5,6574,dissatisfied
Economy,19,5,5,1,3,1,4,4,1266,neutral
Business,30,3,2,4,5,5,5,2,665,dissatisfied
Economy,0,5,2,2,4,3,3,3,6565,dissatisfied
Economy,25,5,2,3,4,5,5,3,5679,neutral
Business,34,2,3,1,4,2,2,1,9913,dissatisfied
Economy,0,5,3,4,1,3,1,5,8520,neutral
Economy,0,1,4,4,4,5,4,1,10133,neutral
Business,24,1,3,3,4,3,2,3,10426,dissatisfied
First,21,5,4,4,2,5,2,3,1575,neutral
First,0,4,3,1,5,1,3,2,10621,dissatisfied
Economy,28,3,5,5,4,3,5,1,10287,neutral
Economy,38,2,2,1,4,1,1,3,3605,dissatisfied
Economy,0,5,5,4,4,3,4,1,4111,neutral
First,10,5,4,2,1,5,4,5,11642,neutral
Business,25,5,4,2,3,2,3,2,9916,neutral
Business,63,1,1,5,1,3,3,5,7400,dissatisfied
First,30,1,3,4,3,3,4,2,13356,dissatisfied
First,41,3,3,5,4,2,4,2,6252,neutral
Business,0,2,5,5,2,2,4,1,4421,neutral
Economy,81,5,3,5,1,2,3,2,4722,neutral
Business,0,1,5,2,3,2,2,4,1701,dissatisfied
Business,44,1,3,3,4,4,2,4,6800,dissatisfied
Economy,23,4,2,4,3,1,5,3,6017,neutral
Business,4,5,4,5,4,5,1,5,9089,neutral
First,2,5,3,5,1,2,2,1,7088,neutral
Business,39,2,2,1,1,4,4,3,7193,dissatisfied
First,0,4,1,1,3,2,3,3,5181,dissatisfied
Business,8,5,1,1,4,5,4,1,6800,dissatisfied
First,0,1,5,4,1,4,4,1,7622,neutral
Business,8,3,2,3,5,5,4,1,6042,dissatisfied
First,40,2,1,4,1,1,1,2,11249,dissatisfied
Business,23,5,5,4,4,3,1,5,2199,neutral
Economy,0,5,5,2,5,2,3,1,3239,neutral
Economy,18,1,1,4,1,2,1,5,5865,dissatisfied
Economy,95,3,1,1,4,1,4,2,9380,dissatisfied
Economy,0,1,3,1,3,4,1,3,4527,dissatisfied
Business,27,1,4,5,3,4,3,3,5381,neutral
Economy,54,3,1,5,1,4,1,5,9746,dissatisfied
First,0,1,3,1,4,4,2,4,11487,dissatisfied
First,1,1,5,4,4,5,3,2,4655,neutral
Economy,60,1,5,4,4,1,4,5,13697,dissatisfied
Economy,0,3,2,3,4,4,2,5,800,dissatisfied
Economy,42,1,2,4,3,3,4,5,10395,dissatisfied
First,44,3,3,2,5,1,5,5,10222,dissatisfied
Business,0,5,1,2,3,5,3,5,12875,dissatisfied
Economy,20,5,5,4,3,3,1,4,8546,neutral
Business,99,1,5,5,1,4,5,2,2737,dissatisfied
Business,1,4,2,5,3,3,4,4,11472,neutral
First,67,5,3,5,3,2,5,2,7637,neutral
Economy,43,3,1,2,2,3,4,4,13624,dissatisfied
Economy,23,5,1,1,1,2,5,4,6098,dissatisfied
Business,29,5,2,3,5,5,2,3,10810,neutral
First,54,1,1,5,1,5,2,2,10725,dissatisfied
Economy,0,3,3,4,1,1,3,2,9156,neutral
Economy,18,4,5,1,2,3,3,4,13682,dissatisfied
First,0,3,2,3,2,4,2,2,11380,dissatisfied
First,92,5,1,1,3,2,5,4,5523,dissatisfied
Business,14,5,5,4,4,1,3,3,3254,neutral
Economy,44,1,4,1,4,2,3,5,12915,dissatisfied
Economy,45,4,2,3,3,2,2,2,13022,dissatisfied
Business,27,2,2,4,5,3,5,2,7338,dissatisfied
First,2,4,4,2,5,2,3,1,2525,neutral
Economy,0,3,3,1,2,2,2,2,4994,dissatisfied
First,0,1,2,4,3,4,5,4,8240,dissatisfied
Business,0,2,5,1,1,3,1,4,4011,dissatisfied
Economy,34,2,5,4,1,4,1,5,7194,neutral
Economy,48,3,2,5,1,1,1,4,12251,neutral
First,9,1,3,1,5,5,4,1,11273,dissatisfied
First,22,2,4,5,2,2,2,2,6534,neutral
Business,18,1,2,5,4,3,2,2,11429,dissatisfied
Economy,0,3,2,2,1,5,5,5,1231,dissatisfied
Business,42,3,3,5,3,2,4,2,6917,neutral
First,50,1,3,1,5,2,1,2,8425,dissatisfied
Economy,0,3,5,1,2,5,3,5,3376,dissatisfied
Business,62,3,3,3,3,1,4,1,10656,dissatisfied
Economy,0,2,5,5,1,4,2,4,13566,neutral
Economy,56,1,2,2,3,4,1,2,4096,dissatisfied
Economy,33,3,3,4,5,5,5,2,7322,neutral
First,27,4,3,4,2,3,3,3,8655,neutral
Business,6,4,4,4,2,1,5,5,949,neutral
Business,0,3,5,2,3,1,1,1,3232,neutral
Business,0,5,5,2,3,5,4,3,6481,neutral
Economy,0,4,3,3,1,5,1,3,4372,neutral
Business,24,2,2,3,3,4,2,4,9149,dissatisfied
Business,10,2,3,4,4,3,4,2,7903,neutral
Economy,53,2,5,5,2,4,2,1,12037,neutral
First,31,3,4,2,2,5,3,1,8914,dissatisfied
Economy,21,3,5,5,4,5,4,5,7332,neutral
Economy,0,4,2,3,2,1,3,1,6274,neutral
First,41,2,2,5,1,3,5,3,11315,dissatisfied
Economy,0,2,4,1,4,5,4,5,4578,dissatisfied
First,15,5,2,2,5,1,1,5,4908,dissatisfied
Economy,72,3,2,2,3,4,4,2,1648,dissatisfied
Business,36,4,1,4,4,4,5,3,11300,dissatisfied
Economy,0,4,5,4,1,1,3,3,4467,neutral
Economy,7,3,2,4,4,2,2,1,2568,neutral
Economy,0,2,1,1,2,4,1,5,11519,dissatisfied
First,39,1,5,4,2,2,3,4,4233,neutral
First,25,4,1,4,2,1,1,5,10236,dissatisfied
First,61,3,1,2,2,3,1,2,7616,dissatisfied
Economy,70,2,3,5,1,5,1,1,4310,dissatisfied
First,0,2,4,2,3,4,3,2,5822,dissatisfied
Economy,38,2,1,5,2,5,3,1,13505,dissatisfied
Economy,0,5,2,2,1,2,1,1,5613,dissatisfied
Economy,48,2,4,1,1,4,3,1,5099,dissatisfied
First,36,5,1,5,1,3,5,3,12946,neutral
First,30,3,2,1,5,3,4,1,11382,dissatisfied
First,9,2,2,2,5,3,1,3,3870,dissatisfied
Economy,20,3,1,3,4,3,4,2,2007,dissatisfied
Business,0,4,1,1,1,5,1,1,11427,dissatisfied
First,57,2,1,4,5,5,5,5,12810,dissatisfied
Economy,0,5,5,3,5,2,2,3,11696,neutral
Business,67,4,1,2,4,5,3,3,12361,dissatisfied
Business,0,3,4,3,2,2,2,3,6914,neutral
First,58,1,3,1,3,5,5,1,1313,dissatisfied
Economy,5,3,1,3,3,2,1,1,3309,dissatisfied
First,16,4,1,2,1,1,2,3,13227,dissatisfied
First,8,4,5,3,4,3,3,4,11090,neutral
Business,0,4,4,1,5,4,4,2,2561,dissatisfied
First,0,2,2,5,1,5,4,2,11729,neutral
First,92,3,1,5,2,3,4,5,10787,dissatisfied
First,0,3,2,1,3,5,3,5,10528,dissatisfied
Business,38,5,3,2,1,2,4,5,6795,dissatisfied
Business,0,3,1,3,5,5,4,3,5544,dissatisfied
First,51,5,3,4,2,3,5,1,2054,neutral
Business,21,1,2,1,4,3,2,2,6368,dissatisfied
Business,44,2,1,3,3,5,5,2,13346,dissatisfied
First,35,3,1,2,3,4,5,2,13427,dissatisfied
Economy,0,1,4,3,3,4,3,5,6437,dissatisfied
First,5,3,4,2,5,1,5,1,10094,dissatisfied
Economy,13,5,1,1,1,1,1,5,3634,dissatisfied
Business,3,1,3,3,5,1,1,2,2469,dissatisfied
Economy,0,3,5,4,3,2,1,2,11148,neutral
Economy,63,1,3,4,1,4,4,2,13082,dissatisfied
Business,36,1,4,3,5,1,5,5,8273,dissatisfied
First,6,2,4,1,3,4,5,3,12799,dissatisfied
First,0,2,5,5,3,5,4,3,7395,neutral
Business,13,1,4,2,4,5,5,3,6570,dissatisfied
First,0,3,4,5,5,5,4,1,11069,neutral
Economy,35,1,2,2,4,3,3,1,10197,dissatisfied
Economy,4,3,5,2,1,4,2,2,10444,neutral
Economy,1,5,4,2,4,5,3,2,3936,neutral
Business,61,4,3,5,3,1,4,4,9610,neutral
Economy,0,3,4,4,2,5,1,3,4542,neutral
Business,77,2,1,4,1,4,1,5,5460,dissatisfied
First,0,3,5,4,5,2,1,5,2904,neutral
Business,0,4,3,1,4,5,5,4,5960,dissatisfied
Business,9,1,1,5,5,3,5,3,13001,dissatisfied
Business,19,5,1,2,2,3,1,2,4996,dissatisfied
Business,0,5,2,1,1,4,1,3,2924,dissatisfied
Economy,73,4,2,1,3,4,3,3,3551,dissatisfied
Economy,32,5,3,5,4,1,4,5,7918,neutral
Business,0,3,5,3,4,1,5,5,2544,neutral
Business,2,1,3,3,1,3,2,2,1310,dissatisfied
Economy,31,3,1,4,2,5,4,2,13928,dissatisfied
Economy,11,4,2,4,1,1,1,5,4132,neutral
Economy,0,2,1,4,4,1,3,4,2530,dissatisfied
First,54,5,1,3,3,1,2,4,12191,dissatisfied
Economy,83,4,2,1,4,1,4,1,2530,dissatisfied
First,18,1,2,1,2,1,2,4,9388,dissatisfied
First,34,2,5,1,5,5,1,5,1025,dissatisfied
First,63,1,1,4,5,2,4,3,7566,dissatisfied
Economy,0,3,2,3,1,1,5,2,4090,dissatisfied
Economy,82,2,3,4,4,4,3,3,7723,dissatisfied
Economy,0,5,1,2,2,2,5,3,874,dissatisfied
Business,35,2,5,4,2,3,2,3,9938,neutral
First,0,3,5,2,5,5,4,1,11647,neutral
Economy,0,5,1,2,5,1,4,3,4469,dissatisfied
Economy,0,3,4,3,1,3,5,4,7753,neutral
Economy,5,3,1,1,1,2,1,2,11835,dissatisfied
Business,0,5,3,5,2,2,3,3,515,neutral
Business,53,5,5,4,1,5,4,2,10475,neutral
First,20,3,2,3,3,5,2,1,5260,dissatisfied
Business,43,3,2,4,4,1,1,4,4470,dissatisfied
Economy,43,5,1,2,3,4,4,2,11729,dissatisfied
Economy,15,3,2,1,1,5,3,4,9061,dissatisfied
Economy,0,1,1,1,3,2,4,1,1696,dissatisfied
Business,49,1,4,5,1,3,5,4,1189,neutral
First,0,1,2,2,5,3,5,5,1734,dissatisfied
Business,73,1,3,5,4,3,2,2,4216,dissatisfied
Business,55,3,3,4,4,5,5,3,11028,dissatisfied
Business,19,3,5,1,2,1,5,5,9908,dissatisfied
Economy,0,2,2,1,1,2,5,1,9747,dissatisfied
Business,30,2,1,5,1,5,2,3,9488,dissatisfied
Business,89,2,4,2,5,5,2,4,3929,dissatisfied
First,12,2,3,1,5,4,1,2,5386,dissatisfied
Economy,0,3,5,3,1,3,4,1,13695,neutral
Business,20,2,1,3,5,2,2,4,3030,dissatisfied
Economy,37,3,3,2,4,3,1,2,9148,dissatisfied
Business,52,1,2,2,4,1,3,5,9598,dissatisfied
Economy,12,3,5,5,1,1,4,1,7022,neutral
First,0,2,5,2,2,5,3,1,5303,dissatisfied
Business,84,3,1,5,4,1,3,5,4104,dissatisfied
First,0,3,5,2,4,2,2,3,505,neutral
First,54,5,3,3,1,5,2,5,8159,dissatisfied
First,42,2,1,1,4,2,1,3,4186,dissatisfied
Economy,50,4,3,2,4,3,2,5,3898,dissatisfied
Economy,0,4,3,2,1,1,1,5,8800,dissatisfied
First,0,3,2,2,4,1,2,1,8215,dissatisfied
Economy,25,5,5,3,1,5,3,3,1282,neutral
First,0,3,2,4,2,3,4,4,3836,neutral
