airport,wind_speed_kmh,visibility_km,precipitation_mm,temperature_c,humidity_pct,lightning_risk,fog_level,season,risk_level
LHR,34.5,11.6,15.4,7.1,13,1,none,winter,medium
SYD,31.3,0.6,0.7,36.0,20,1,heavy,summer,medium
DXB,79.1,15.7,13.6,30.2,38,0,heavy,autumn,medium
SIN,102.1,18.8,3.1,24.1,50,0,none,autumn,medium
JFK,69.9,19.8,12.9,-8.6,84,1,none,autumn,low
NRT,3.6,5.7,15.5,4.2,56,0,light,autumn,medium
DXB,99.0,4.7,13.9,49.3,73,0,none,winter,high
LHR,62.8,17.2,48.4,20.1,83,0,none,summer,medium
JFK,52.9,19.0,4.6,41.2,91,0,heavy,spring,low
CDG,1.1,18.8,28.9,-1.6,43,0,none,autumn,low
JFK,115.8,1.9,29.4,5.3,76,0,none,spring,high
SIN,64.4,8.6,15.1,12.8,23,0,light,spring,medium
NRT,85.0,3.3,40.0,25.0,65,1,light,spring,high
LHR,0.6,8.3,8.8,35.1,30,0,heavy,summer,low
CDG,3.2,7.8,9.5,12.3,91,1,light,winter,low
JFK,10.9,11.2,26.1,47.2,11,1,none,spring,medium
NRT,1.4,7.0,30.9,28.7,17,1,none,spring,medium
CDG,70.1,8.0,6.6,14.3,44,1,none,autumn,medium
BOM,13.1,2.0,23.2,19.8,16,0,heavy,autumn,medium
BOM,112.8,3.2,18.8,18.9,10,1,light,autumn,high
CDG,110.4,16.3,40.5,20.1,16,0,none,autumn,high
FRA,27.0,11.1,12.0,10.4,97,1,heavy,winter,medium
SYD,59.3,6.9,10.5,14.2,79,0,none,autumn,medium
BOM,53.3,14.0,48.9,14.9,49,0,none,autumn,medium
LAX,46.7,9.3,29.7,13.9,18,1,none,summer,medium
SIN,54.9,19.9,24.9,23.0,30,1,none,summer,low
NRT,41.6,8.9,10.6,25.2,83,1,none,spring,medium
NRT,32.3,19.6,41.7,24.6,66,0,none,spring,low
JFK,27.6,0.7,4.7,25.5,77,0,heavy,spring,medium
SYD,93.6,12.3,5.7,17.3,70,0,heavy,autumn,medium
SYD,18.2,1.0,15.4,17.0,23,1,light,summer,medium
BOM,13.1,13.8,24.3,-1.7,49,1,heavy,winter,low
LHR,6.6,12.5,47.4,9.7,79,1,light,winter,medium
FRA,15.9,8.3,47.9,22.7,55,1,heavy,winter,medium
JFK,8.9,10.8,6.8,13.3,24,0,light,winter,low
LAX,31.5,4.0,21.1,7.7,73,0,light,autumn,medium
CDG,57.8,6.6,16.2,62.5,25,0,heavy,summer,medium
SIN,96.3,5.5,6.9,30.7,14,1,none,autumn,high
DXB,61.1,0.3,30.5,29.5,52,0,none,winter,high
JFK,62.0,3.8,32.5,4.1,46,0,heavy,spring,high
SYD,105.7,13.6,17.4,15.6,18,0,none,winter,medium
SIN,67.2,2.4,22.1,4.8,97,1,light,autumn,high
JFK,61.0,10.5,39.4,14.6,27,0,none,spring,medium
LAX,109.4,15.1,2.8,21.8,76,0,heavy,summer,medium
SYD,118.0,16.1,46.5,25.3,31,0,light,spring,high
LHR,105.3,18.4,44.1,25.7,51,1,none,winter,medium
LHR,24.9,9.7,11.2,18.3,23,0,light,winter,medium
NRT,119.0,10.3,21.7,14.5,93,0,light,autumn,high
SYD,5.9,17.5,8.0,11.8,70,0,light,summer,low
SIN,15.5,13.9,11.8,20.2,58,1,none,summer,low
NRT,77.4,12.6,36.1,22.8,93,0,light,autumn,medium
CDG,32.6,6.3,38.0,29.0,51,1,light,summer,medium
LAX,78.6,18.7,36.6,14.6,46,1,none,summer,medium
LAX,90.1,14.2,3.5,18.1,77,1,none,summer,medium
FRA,2.9,16.0,6.3,1.1,17,1,heavy,summer,low
NRT,44.4,6.8,32.6,12.1,54,0,none,autumn,medium
SIN,18.0,4.1,26.9,37.5,73,0,heavy,summer,medium
LHR,61.7,10.9,20.2,-14.2,58,0,light,winter,medium
NRT,11.2,16.3,33.6,18.9,58,0,none,winter,low
BOM,109.3,6.4,44.9,18.6,11,0,heavy,summer,high
NRT,23.5,18.7,11.8,11.4,69,1,none,summer,low
LHR,85.1,7.7,38.0,-7.1,82,1,none,summer,high
FRA,20.0,14.2,11.5,17.4,74,1,light,spring,low
JFK,115.9,14.7,18.0,31.3,88,0,heavy,winter,medium
NRT,38.7,14.4,35.1,28.9,42,1,light,summer,medium
CDG,106.9,10.6,46.2,18.0,35,0,light,autumn,high
NRT,39.7,16.3,44.3,39.6,40,0,none,autumn,medium
CDG,49.2,14.5,9.2,25.3,84,0,light,autumn,medium
SYD,36.7,15.2,16.8,-8.6,43,1,heavy,spring,low
DXB,7.4,18.3,12.6,26.2,26,1,none,summer,low
LHR,2.0,7.0,7.6,38.8,91,0,light,summer,low
BOM,27.1,19.3,3.6,20.3,19,0,none,winter,low
FRA,5.9,18.4,36.6,12.1,70,1,none,summer,low
BOM,22.0,15.5,13.3,26.6,61,0,light,spring,low
JFK,70.7,11.1,25.3,10.4,72,0,none,summer,medium
BOM,15.1,0.2,8.3,2.3,65,0,heavy,autumn,medium
NRT,106.9,15.2,44.2,8.4,47,0,light,summer,high
LHR,98.3,18.4,0.7,16.9,54,1,heavy,autumn,medium
SIN,31.8,9.0,17.1,25.8,13,1,light,winter,medium
NRT,36.2,4.5,42.8,36.6,69,0,heavy,autumn,high
SYD,95.4,14.8,18.6,26.7,75,1,light,spring,medium
JFK,69.9,12.1,40.8,-28.3,42,1,heavy,autumn,medium
CDG,105.4,20.0,4.4,16.4,71,1,none,winter,medium
DXB,75.2,3.7,10.4,-14.7,96,1,none,winter,high
FRA,8.6,6.4,27.0,18.3,29,0,light,autumn,medium
JFK,119.5,17.1,40.8,19.5,53,0,heavy,autumn,high
NRT,68.1,13.2,7.3,19.8,31,1,none,summer,medium
LAX,2.0,16.5,39.4,49.6,95,1,heavy,spring,low
LAX,43.1,13.9,46.6,23.0,32,0,heavy,summer,medium
DXB,70.3,4.5,0.7,5.0,65,1,light,spring,medium
SYD,76.2,12.1,11.8,18.7,59,1,light,autumn,medium
NRT,96.2,18.8,6.1,14.0,93,0,heavy,autumn,medium
SYD,61.6,13.1,6.2,5.0,84,1,heavy,autumn,medium
CDG,38.0,12.9,38.3,36.6,95,1,light,autumn,medium
CDG,73.0,16.5,8.9,36.1,49,1,none,summer,medium
DXB,35.6,14.1,20.4,19.6,85,1,light,autumn,medium
JFK,39.7,16.1,36.7,47.3,91,1,heavy,summer,medium
SIN,32.7,5.9,1.3,14.3,14,1,light,summer,medium
BOM,38.6,10.6,48.8,27.8,54,0,none,winter,medium
LAX,101.2,17.5,10.4,24.8,41,0,none,autumn,medium
SIN,21.7,12.9,36.1,34.4,88,1,light,autumn,medium
SIN,22.2,6.7,47.2,41.0,96,1,heavy,autumn,medium
LAX,20.1,5.7,32.2,13.9,68,0,heavy,summer,medium
NRT,102.5,15.3,32.4,23.9,20,1,none,winter,medium
DXB,92.4,13.9,12.1,49.1,23,1,light,autumn,medium
DXB,110.0,9.9,32.8,3.8,98,1,light,autumn,high
LAX,28.4,4.1,10.7,38.4,69,0,none,summer,medium
SIN,62.8,5.9,8.1,16.7,71,0,light,summer,medium
BOM,46.6,17.6,35.2,17.9,10,0,none,summer,medium
DXB,92.1,6.9,34.0,2.0,99,1,none,spring,high
LHR,67.0,10.4,10.4,5.0,31,1,none,summer,medium
SIN,102.7,6.5,26.8,17.2,72,0,light,winter,high
NRT,89.1,15.7,17.3,5.3,54,0,none,autumn,medium
JFK,51.3,4.0,31.5,27.4,46,1,heavy,spring,high
FRA,46.2,16.6,43.3,27.0,90,1,heavy,summer,medium
FRA,101.0,9.1,15.7,23.8,72,1,heavy,summer,high
CDG,99.6,8.8,27.3,12.5,93,0,none,winter,high
NRT,13.2,18.5,42.2,3.8,29,1,none,summer,low
SYD,8.4,4.9,49.5,25.8,72,1,heavy,summer,medium
FRA,21.3,15.6,13.1,16.7,69,0,none,summer,low
SIN,37.1,19.3,6.9,19.4,34,1,heavy,autumn,low
NRT,29.0,19.2,19.6,29.5,93,1,heavy,spring,low
SIN,53.3,15.0,11.6,22.6,70,1,light,autumn,medium
DXB,82.6,5.4,9.5,14.7,70,1,heavy,spring,high
LAX,22.8,17.9,27.5,52.9,95,1,light,summer,low
SIN,27.1,8.3,7.4,9.3,25,1,light,summer,medium
BOM,113.9,7.8,15.1,0.3,18,0,none,autumn,high
CDG,73.9,7.9,13.3,19.2,63,0,none,summer,medium
CDG,38.8,1.3,29.6,15.9,89,0,none,summer,high
SIN,23.5,7.2,14.4,24.6,35,0,heavy,winter,medium
LAX,115.2,18.4,46.6,3.9,93,0,none,winter,high
SIN,117.6,5.4,48.6,-5.4,81,0,none,summer,high
LHR,63.5,6.1,41.8,37.3,65,0,heavy,autumn,high
SIN,40.7,15.5,6.9,29.6,25,1,light,autumn,low
JFK,3.9,1.3,3.4,28.6,95,1,none,autumn,medium
NRT,119.9,16.5,31.2,5.0,61,0,light,winter,medium
CDG,109.7,17.2,32.6,16.3,17,1,light,spring,medium
DXB,84.0,3.0,20.6,19.6,32,1,none,summer,high
NRT,39.6,4.8,6.2,45.0,43,1,heavy,summer,medium
SYD,80.4,14.4,13.6,10.6,34,0,heavy,winter,medium
LHR,62.6,9.5,24.4,31.0,18,1,heavy,summer,medium
LHR,39.5,6.3,27.7,4.3,30,0,heavy,winter,medium
SYD,99.8,8.0,4.5,22.2,45,0,heavy,winter,medium
NRT,88.6,15.6,20.7,41.5,54,0,light,summer,medium
CDG,117.6,2.5,4.8,35.8,67,1,heavy,summer,high
JFK,74.6,15.7,1.8,20.6,67,0,heavy,spring,medium
LAX,26.0,5.5,17.7,-0.5,98,1,heavy,spring,medium
NRT,19.7,15.4,39.9,13.1,12,0,heavy,winter,medium
BOM,76.8,19.1,43.0,7.0,38,0,heavy,summer,medium
LHR,12.3,18.7,33.6,14.5,74,1,heavy,autumn,low
SYD,37.9,19.8,8.8,33.5,35,1,none,winter,low
JFK,105.0,4.4,32.3,12.4,40,1,none,winter,high
CDG,117.1,19.4,32.6,43.7,82,0,none,autumn,medium
SIN,56.1,4.0,42.9,0.5,80,0,heavy,summer,high
SYD,2.0,1.1,49.3,29.9,95,1,none,summer,medium
NRT,99.4,3.5,30.2,6.2,96,0,none,summer,high
SYD,47.6,0.5,29.3,20.2,16,0,heavy,summer,high
FRA,6.1,0.2,21.8,8.0,53,0,none,winter,medium
LAX,23.5,12.1,0.2,52.9,41,0,none,spring,low
NRT,25.6,1.0,20.0,22.7,53,1,none,winter,medium
LAX,29.6,5.9,31.5,-0.3,33,0,heavy,summer,medium
LAX,117.2,9.1,32.8,4.4,47,0,light,autumn,high
FRA,84.9,4.5,2.9,5.4,36,1,none,summer,high
CDG,97.0,19.1,5.8,28.7,18,1,none,summer,medium
BOM,39.3,6.2,28.9,12.0,68,1,none,autumn,medium
LAX,87.0,0.6,0.5,25.3,72,1,none,summer,high
BOM,92.4,8.1,30.4,34.2,75,1,heavy,spring,high
CDG,13.5,2.4,43.3,-0.4,59,1,light,spring,medium
BOM,30.4,17.0,14.7,43.4,17,1,light,autumn,low
FRA,10.8,10.8,16.2,3.1,60,1,heavy,summer,low
SYD,15.6,1.9,41.2,38.7,43,0,none,winter,medium
DXB,115.1,7.4,45.6,18.5,23,1,heavy,summer,high
LAX,24.5,7.5,17.5,48.6,92,0,light,autumn,medium
SIN,24.4,15.4,14.5,13.2,92,1,heavy,summer,low
LAX,96.8,19.4,24.1,13.3,31,1,none,spring,medium
LAX,92.7,6.3,3.2,29.4,35,1,light,spring,medium
BOM,100.5,4.4,19.1,5.0,81,0,heavy,spring,high
FRA,1.9,14.9,38.5,0.9,75,0,light,winter,low
CDG,97.4,10.3,23.5,31.0,22,1,light,winter,high
DXB,62.1,14.8,47.0,34.4,36,1,light,winter,medium
SYD,60.0,1.2,42.0,36.7,90,0,heavy,winter,high
SIN,88.4,19.9,10.0,30.2,33,0,light,winter,medium
SYD,60.3,9.7,39.9,10.2,47,1,heavy,summer,medium
NRT,61.1,16.7,5.7,22.8,66,1,heavy,spring,low
BOM,101.3,3.7,23.8,5.4,24,1,light,autumn,high
JFK,20.6,3.2,18.0,45.2,43,1,heavy,spring,medium
BOM,47.9,7.2,41.9,27.6,60,1,heavy,spring,medium
FRA,95.2,4.9,33.4,31.3,46,1,heavy,spring,high
BOM,88.8,3.3,32.7,27.0,75,1,heavy,spring,high
FRA,100.0,2.0,31.3,15.0,23,1,heavy,spring,high
SIN,116.0,2.2,39.1,45.4,60,0,none,autumn,high
LAX,14.0,3.4,2.7,21.6,10,1,heavy,spring,medium
SYD,3.9,2.1,38.8,38.9,63,1,heavy,spring,medium
BOM,6.7,11.1,46.8,15.9,11,1,light,spring,medium
LAX,12.1,17.0,40.7,59.1,51,0,light,autumn,low
LAX,24.0,17.1,39.2,27.1,51,1,heavy,autumn,low
SIN,22.1,19.0,38.6,13.6,92,1,none,summer,low
FRA,88.2,8.4,7.1,5.3,61,0,none,autumn,medium
DXB,25.9,16.4,31.3,35.0,80,0,none,autumn,low
NRT,41.3,14.3,28.9,18.6,20,0,light,spring,medium
CDG,85.0,18.4,18.8,1.7,62,0,none,summer,medium
LHR,52.4,12.3,6.3,14.5,61,0,heavy,spring,medium
NRT,12.5,4.0,26.9,15.3,66,0,light,spring,medium
LHR,84.6,16.3,49.0,7.4,16,1,heavy,spring,medium
SIN,100.5,3.9,31.0,39.2,18,0,light,summer,high
LAX,116.1,8.7,14.4,10.7,22,0,heavy,autumn,high
NRT,109.3,14.2,14.2,12.0,60,0,heavy,summer,medium
SYD,50.5,17.7,7.0,18.0,56,0,light,autumn,low
SIN,64.8,5.7,41.2,26.6,93,1,heavy,spring,high
CDG,99.0,3.1,1.3,20.4,77,1,light,spring,high
DXB,43.1,12.3,20.1,53.0,31,1,heavy,summer,medium
SIN,56.6,7.9,20.8,20.7,97,1,heavy,winter,medium
FRA,89.1,12.9,11.5,45.1,62,1,none,autumn,medium
CDG,20.0,16.9,30.9,29.9,66,0,light,autumn,low
LAX,35.9,9.9,14.6,18.3,63,1,light,autumn,medium
LHR,114.5,1.7,49.8,28.6,46,1,heavy,summer,high
BOM,7.3,18.6,46.4,24.1,70,0,heavy,summer,low
NRT,91.4,5.9,17.8,30.2,46,0,heavy,spring,high
NRT,79.1,19.4,13.9,10.0,56,1,light,summer,medium
DXB,43.1,16.9,29.2,14.1,97,0,none,autumn,medium
SYD,62.6,6.5,10.1,11.5,31,0,heavy,summer,medium
LHR,18.1,8.5,35.2,37.2,52,1,light,winter,medium
FRA,94.2,1.6,34.3,44.4,37,0,light,autumn,high
BOM,70.0,15.7,35.8,14.3,45,0,none,summer,medium
BOM,115.7,6.3,3.5,3.6,65,1,light,winter,high
JFK,63.6,3.5,0.4,4.3,34,1,heavy,summer,medium
DXB,99.4,16.3,40.1,37.3,54,0,heavy,summer,medium
CDG,18.0,16.9,6.5,12.5,51,0,none,autumn,low
FRA,17.5,7.4,37.4,20.6,22,1,heavy,spring,medium
LAX,51.2,5.2,8.9,27.9,76,0,heavy,summer,medium
LHR,90.5,13.2,14.0,34.7,53,1,heavy,summer,medium
SIN,87.5,5.9,46.0,-5.6,54,0,light,autumn,high
NRT,98.6,10.2,21.3,17.4,27,1,heavy,winter,high
LAX,1.5,12.9,28.7,24.7,34,1,heavy,summer,low
LAX,45.4,12.4,5.4,-5.2,64,0,light,autumn,medium
FRA,96.8,14.0,14.6,5.4,93,0,none,spring,medium
SIN,105.4,7.4,16.8,34.6,49,0,heavy,summer,high
SIN,95.1,10.8,6.4,3.4,37,1,none,winter,medium
DXB,61.4,3.3,21.2,39.9,87,0,light,winter,high
SYD,105.0,3.5,20.8,26.7,81,0,heavy,winter,high
SIN,81.5,11.6,45.9,39.0,98,1,none,summer,high
NRT,94.8,5.8,44.9,21.6,21,1,light,autumn,high
SIN,59.3,0.1,5.0,25.1,28,1,none,autumn,high
SYD,101.6,16.1,10.3,6.3,30,1,light,spring,medium
LAX,18.9,3.2,10.8,8.0,42,0,light,spring,medium
FRA,16.2,11.1,47.2,16.0,10,0,none,winter,medium
BOM,10.4,8.9,16.0,26.4,17,0,heavy,autumn,medium
BOM,62.2,3.8,24.4,24.7,18,0,none,winter,high
FRA,36.4,10.3,23.4,5.4,23,0,none,winter,medium
LHR,38.1,13.9,4.7,21.3,47,1,light,autumn,low
LAX,11.7,5.8,21.9,8.4,64,0,light,winter,medium
JFK,46.5,14.7,18.2,8.8,70,0,light,autumn,medium
BOM,12.0,17.1,26.6,-9.7,93,0,none,winter,low
LAX,102.4,10.7,48.8,43.6,46,0,none,spring,high
SIN,14.5,1.5,33.0,26.5,71,0,none,winter,medium
SIN,61.6,0.4,46.2,38.4,54,0,heavy,summer,high
JFK,93.5,4.3,3.2,-2.9,15,0,heavy,autumn,high
DXB,67.6,19.8,6.1,12.3,42,1,none,spring,low
BOM,13.1,11.4,21.4,7.4,42,0,light,autumn,medium
LHR,46.7,13.2,6.6,15.8,13,0,heavy,spring,medium
CDG,108.3,13.1,15.3,30.4,42,0,heavy,spring,medium
BOM,40.5,7.2,26.5,17.5,82,0,heavy,autumn,medium
FRA,65.7,2.8,36.9,14.7,23,1,none,winter,high
LAX,76.1,13.0,46.1,31.7,63,0,heavy,autumn,medium
CDG,22.1,17.5,21.6,20.4,74,0,none,summer,low
SIN,115.4,10.2,27.3,9.8,75,1,heavy,spring,high
LHR,84.7,10.7,36.6,33.2,46,1,none,autumn,high
LHR,69.4,15.8,39.4,24.6,12,1,heavy,spring,medium
SYD,28.6,14.9,23.9,-3.7,57,1,heavy,autumn,low
BOM,27.7,11.3,21.5,33.1,11,0,light,summer,medium
SYD,34.8,1.0,0.3,37.8,98,1,heavy,summer,medium
LAX,105.9,11.1,44.0,11.2,39,1,light,summer,high
JFK,87.8,9.8,1.6,20.7,61,1,none,summer,medium
LHR,113.1,3.0,38.6,-14.9,82,0,heavy,spring,high
DXB,112.8,18.8,21.7,-6.8,27,1,none,summer,medium
JFK,77.5,9.8,42.9,16.5,72,1,none,winter,high
BOM,93.5,5.7,49.1,31.9,59,0,light,spring,high
DXB,96.5,9.0,38.8,8.9,28,0,heavy,autumn,high
SYD,70.0,12.6,6.3,12.1,33,0,light,summer,medium
DXB,15.2,8.4,28.9,28.9,24,1,light,winter,medium
FRA,11.1,13.4,30.5,36.5,13,1,heavy,summer,low
LHR,34.0,12.8,43.2,34.5,63,0,none,summer,medium
SYD,40.5,7.9,37.2,32.7,33,0,heavy,spring,medium
CDG,73.9,2.6,11.9,3.9,80,0,heavy,autumn,high
SIN,34.7,6.0,28.4,8.4,60,1,heavy,autumn,medium
JFK,27.0,12.3,41.6,14.6,34,1,light,summer,medium
CDG,29.8,8.5,22.3,4.2,32,0,none,winter,medium
SIN,10.0,7.8,33.8,19.3,16,1,none,summer,medium
JFK,53.8,15.7,26.0,13.5,14,1,heavy,winter,medium
LHR,31.3,6.3,45.7,12.4,54,1,none,winter,medium
DXB,17.8,17.5,25.8,18.8,95,1,light,spring,low
JFK,95.6,14.3,11.7,2.9,29,1,heavy,summer,medium
FRA,76.5,4.3,8.5,42.6,89,1,none,summer,high
BOM,42.1,7.9,41.5,22.1,38,0,heavy,spring,medium
DXB,52.7,0.6,16.9,33.1,34,1,none,autumn,high
LHR,33.9,10.5,11.0,22.2,70,0,light,autumn,medium
BOM,118.9,17.4,11.6,4.6,74,0,none,spring,medium
DXB,28.9,5.5,42.1,38.4,76,0,none,winter,medium
FRA,70.2,1.0,2.5,28.7,13,1,light,autumn,high
BOM,115.9,11.5,1.1,18.1,75,1,heavy,summer,medium
BOM,85.3,2.4,21.8,15.9,70,0,none,autumn,high
DXB,109.5,10.1,3.5,21.0,58,1,none,autumn,medium
CDG,42.0,7.0,24.8,7.5,52,0,none,winter,medium
JFK,43.2,2.4,11.0,25.2,46,1,none,summer,medium
JFK,73.0,11.6,22.7,23.2,49,1,none,autumn,medium
LAX,39.9,5.0,0.8,0.6,56,0,none,spring,medium
SIN,67.6,16.0,22.4,17.6,99,1,heavy,winter,medium
BOM,119.2,0.6,14.0,9.4,44,0,none,summer,high
SYD,99.0,7.9,47.7,13.9,30,1,light,winter,high
FRA,79.3,6.9,34.9,18.8,76,1,light,winter,high
NRT,6.8,12.7,1.6,23.2,65,1,none,spring,low
LAX,73.8,1.4,28.6,7.2,76,0,light,autumn,high
SYD,18.5,8.4,39.0,10.1,38,1,none,autumn,medium
DXB,58.0,9.9,21.3,40.0,47,1,light,spring,medium
DXB,2.4,14.6,49.0,0.9,37,0,none,summer,medium
FRA,37.6,7.5,37.7,4.9,28,0,light,summer,medium
SIN,115.6,3.9,9.7,12.2,45,1,heavy,summer,high
SIN,48.1,12.4,29.9,0.6,80,0,light,summer,medium
LAX,92.5,16.3,3.6,13.9,17,1,heavy,spring,medium
BOM,88.2,5.4,3.1,19.8,29,0,heavy,spring,medium
CDG,46.6,3.7,38.2,13.1,78,1,none,spring,high
BOM,80.5,6.7,25.5,-11.0,44,0,heavy,summer,high
SYD,6.9,12.4,19.7,32.5,66,0,light,winter,low
FRA,81.0,2.2,42.6,12.1,90,1,none,spring,high
LHR,103.4,16.7,2.2,10.9,95,0,none,spring,medium
NRT,14.7,11.8,0.2,-9.0,53,1,heavy,summer,low
JFK,53.4,18.7,13.7,26.9,75,1,heavy,winter,low
JFK,4.3,12.8,10.5,27.4,98,0,light,autumn,low
DXB,103.9,3.1,23.0,20.1,44,1,heavy,winter,high
SIN,59.2,6.3,0.2,26.7,21,0,heavy,autumn,medium
DXB,41.9,8.0,46.2,13.9,43,1,heavy,summer,medium
FRA,72.2,2.7,41.8,40.9,48,0,light,autumn,high
LHR,118.2,4.0,8.2,34.6,19,1,none,summer,high
LHR,28.0,7.7,31.0,14.5,39,1,heavy,autumn,medium
SYD,93.4,13.3,16.0,16.9,84,0,none,winter,medium
JFK,16.5,8.6,40.9,-9.6,75,1,heavy,autumn,medium
CDG,102.2,8.2,43.8,10.9,25,0,light,spring,high
DXB,106.1,2.3,29.9,20.7,17,0,none,summer,high
BOM,93.6,9.8,44.7,18.8,66,1,light,summer,high
LAX,2.3,8.6,14.8,-6.5,30,1,none,autumn,low
JFK,18.5,3.8,17.6,31.2,10,1,none,spring,medium
FRA,85.5,19.9,3.3,79.7,80,0,light,autumn,medium
LAX,64.2,7.2,18.6,-13.3,87,1,heavy,summer,medium
JFK,19.9,17.1,41.5,37.5,14,0,light,summer,low
DXB,65.4,18.1,12.4,40.0,97,0,none,autumn,medium
JFK,13.1,16.6,37.5,22.2,95,1,light,summer,low
SYD,104.8,5.8,31.6,24.6,68,0,heavy,winter,high
BOM,86.5,6.1,6.7,28.7,54,1,light,winter,medium
NRT,35.9,16.9,23.6,38.7,60,1,heavy,autumn,low
JFK,112.0,13.3,7.3,35.2,17,0,none,summer,medium
BOM,98.2,9.8,9.7,16.1,22,0,none,spring,medium
NRT,51.1,10.3,13.0,7.5,33,1,light,spring,medium
SIN,115.0,10.3,41.2,31.4,12,0,light,autumn,high
DXB,88.9,1.5,39.8,40.7,48,1,none,winter,high
LHR,14.0,14.5,42.8,38.1,76,1,light,winter,medium
JFK,113.0,13.1,12.0,-4.9,67,1,heavy,winter,medium
FRA,79.8,6.1,35.0,37.9,46,1,none,summer,high
LAX,2.9,2.8,34.1,24.6,72,1,light,autumn,medium
LAX,32.6,14.7,11.6,28.6,24,0,heavy,summer,low
BOM,56.6,2.6,3.9,-2.3,48,0,light,autumn,medium
LHR,35.9,14.9,14.9,22.1,29,0,light,spring,low
NRT,113.8,14.2,20.6,22.5,67,1,light,autumn,medium
SIN,95.0,3.1,43.0,18.0,84,1,heavy,summer,high
NRT,17.2,12.2,46.5,27.3,30,0,none,autumn,medium
SIN,96.3,12.4,17.2,17.4,94,1,none,spring,medium
SYD,89.0,10.7,46.2,-9.3,49,1,light,spring,high
NRT,92.1,7.1,47.1,9.8,68,1,none,autumn,high
BOM,80.5,14.4,36.6,27.9,86,0,none,winter,medium
LAX,39.1,19.0,34.6,4.0,49,0,heavy,summer,low
SIN,1.8,0.4,22.6,12.9,75,1,light,winter,medium
BOM,14.3,11.4,44.0,37.6,60,0,none,summer,medium
SIN,98.7,10.5,39.2,19.6,61,1,heavy,autumn,high
BOM,29.0,8.0,45.2,29.2,75,0,heavy,summer,medium
SYD,9.3,14.2,26.0,38.5,96,1,light,winter,low
BOM,85.4,16.8,5.3,3.4,36,0,heavy,spring,medium
SYD,82.0,4.2,8.4,7.3,91,0,heavy,winter,high
JFK,81.4,9.3,15.9,10.1,73,1,heavy,autumn,medium
SIN,104.7,2.0,9.8,20.9,33,0,light,summer,high
SYD,82.7,15.5,43.6,4.8,79,1,heavy,summer,medium
SYD,84.3,19.3,25.6,42.5,32,0,none,autumn,medium
LHR,48.3,19.3,4.4,-1.5,69,1,heavy,spring,low
LAX,107.2,1.4,27.8,32.6,33,1,light,autumn,high
JFK,98.4,19.7,19.0,39.9,40,0,light,spring,medium
DXB,114.7,9.5,36.6,-11.6,92,0,none,autumn,high
DXB,36.2,12.4,2.3,-1.1,17,0,none,winter,low
SYD,48.2,9.4,34.3,14.8,39,1,heavy,autumn,medium
LHR,100.7,15.5,6.5,25.5,96,1,light,spring,medium
JFK,43.8,8.9,24.8,11.0,62,0,none,summer,medium
CDG,42.4,4.0,42.9,9.4,62,1,none,summer,high
JFK,89.9,20.0,37.8,18.8,88,0,none,spring,medium
BOM,43.1,17.9,15.9,8.7,68,0,heavy,autumn,low
CDG,99.8,0.6,46.2,-13.0,58,0,none,spring,high
DXB,7.0,10.3,27.4,10.9,10,1,light,summer,medium
CDG,68.0,16.9,41.1,1.4,43,1,none,summer,medium
SIN,75.2,3.4,28.7,22.1,67,1,heavy,summer,high
BOM,74.1,18.7,43.1,9.0,36,1,none,spring,medium
SYD,5.4,9.3,38.8,3.9,23,0,light,summer,medium
DXB,26.5,6.9,42.6,17.3,46,1,light,winter,medium
CDG,51.7,17.9,38.7,5.3,29,0,light,winter,medium
LHR,25.3,10.4,17.0,-7.7,89,1,heavy,spring,medium
SIN,33.3,3.4,46.4,19.7,35,1,none,autumn,high
SYD,100.5,4.2,33.8,2.5,56,0,none,autumn,high
SIN,111.6,15.8,2.9,27.8,78,0,light,winter,medium
DXB,109.9,2.5,44.5,26.7,93,1,none,summer,high
FRA,17.9,18.3,5.2,8.0,35,1,heavy,summer,low
SYD,55.2,17.8,20.8,38.8,94,1,light,winter,medium
SIN,32.3,3.7,25.0,29.6,69,1,light,summer,medium
JFK,11.4,16.2,21.1,6.2,59,0,none,autumn,low
DXB,92.5,3.8,37.6,41.6,57,1,light,summer,high
SIN,21.3,3.9,2.6,-29.4,77,1,light,autumn,medium
LAX,16.0,0.6,36.2,37.4,56,1,none,summer,medium
BOM,80.1,0.5,37.1,28.7,60,1,none,winter,high
JFK,30.7,16.4,1.3,10.1,80,0,none,spring,low
JFK,42.0,11.2,7.2,9.3,31,1,light,autumn,medium
FRA,40.3,10.6,18.7,15.1,67,0,light,summer,medium
SYD,59.7,13.3,27.4,16.3,24,1,none,summer,medium
LHR,89.4,18.8,8.0,-4.4,87,1,none,autumn,medium
JFK,64.6,12.7,43.9,24.3,86,1,heavy,spring,medium
JFK,55.2,9.2,44.6,36.9,10,0,light,winter,medium
CDG,39.0,10.5,3.0,38.7,12,1,light,summer,medium
CDG,99.0,13.0,10.2,12.4,39,0,light,winter,medium
SIN,27.9,7.3,27.9,22.9,66,0,heavy,autumn,medium
LHR,82.5,8.7,21.2,38.0,88,1,light,autumn,medium
FRA,34.1,2.1,44.3,19.1,63,1,heavy,spring,high
NRT,24.1,8.9,26.7,43.0,91,0,light,autumn,medium
CDG,91.5,19.7,35.9,5.3,34,1,heavy,autumn,medium
SIN,78.0,5.1,28.4,14.0,68,0,light,winter,high
