preferred_class,budget_usd,preferred_airline,avg_rating_given,trips_per_year,loyalty_tier,prefers_direct,recommended_airline
Economy,4907,SkyMind,4.0,25,Platinum,0,SkyMind
First,1866,EuroWings,1.7,2,Gold,0,PacificAir
Economy,282,AsiaJet,2.7,7,Platinum,1,AsiaJet
First,1323,EuroWings,2.9,27,Platinum,1,PacificAir
First,4318,SkyMind,4.1,13,Bronze,1,SkyMind
Economy,387,PacificAir,2.6,27,Platinum,1,AsiaJet
Business,877,PacificAir,4.5,1,Gold,1,EuroWings
First,1030,PacificAir,2.1,22,Platinum,0,PacificAir
Business,2239,SkyMind,4.9,3,Gold,1,AeroGulf
First,1091,EuroWings,1.4,22,Platinum,1,PacificAir
First,3815,EuroWings,3.0,19,Bronze,1,SkyMind
Economy,4705,EuroWings,3.4,23,Gold,1,SkyMind
Economy,3925,AsiaJet,2.8,21,Silver,0,SkyMind
Economy,270,AsiaJet,3.2,27,Silver,0,AsiaJet
Economy,1113,EuroWings,4.1,13,Gold,0,PacificAir
Economy,3839,AsiaJet,1.7,1,Gold,0,SkyMind
Economy,825,AsiaJet,4.8,14,Gold,1,EuroWings
Economy,1278,EuroWings,2.6,28,Platinum,1,PacificAir
Business,152,EuroWings,3.5,14,Platinum,0,AsiaJet
Economy,1388,SkyMind,2.8,16,Bronze,0,PacificAir
Business,2622,EuroWings,3.4,17,Platinum,0,AeroGulf
Economy,3990,EuroWings,3.9,27,Platinum,0,SkyMind
Economy,4847,EuroWings,3.0,7,Bronze,1,SkyMind
Business,3951,EuroWings,1.4,9,Platinum,1,SkyMind
First,3782,AeroGulf,2.3,28,Platinum,1,SkyMind
First,731,AeroGulf,4.2,27,Silver,1,EuroWings
Business,2623,PacificAir,3.3,19,Gold,0,AeroGulf
Economy,4481,EuroWings,4.0,19,Platinum,0,SkyMind
Economy,1934,AsiaJet,4.6,6,Gold,0,PacificAir
Business,3523,AeroGulf,2.8,15,Bronze,1,SkyMind
Business,1437,AeroGulf,2.4,29,Silver,0,PacificAir
Business,4713,SkyMind,1.4,11,Bronze,0,SkyMind
First,4162,AsiaJet,2.1,3,Platinum,1,SkyMind
Economy,3928,AsiaJet,2.7,3,Platinum,1,SkyMind
First,398,AeroGulf,1.5,11,Bronze,0,AsiaJet
Business,4216,SkyMind,1.5,3,Silver,1,SkyMind
Economy,3887,PacificAir,2.8,15,Gold,0,SkyMind
First,4719,EuroWings,2.5,27,Silver,0,SkyMind
Economy,2321,AsiaJet,4.4,23,Bronze,0,AeroGulf
First,278,EuroWings,1.1,19,Platinum,1,AsiaJet
Economy,2995,EuroWings,4.1,6,Platinum,0,AeroGulf
Economy,559,EuroWings,1.8,14,Silver,1,EuroWings
First,1040,PacificAir,4.5,18,Platinum,0,PacificAir
Economy,1009,EuroWings,2.1,16,Platinum,1,PacificAir
First,2284,PacificAir,3.2,26,Bronze,1,AeroGulf
Business,2405,AeroGulf,2.0,25,Platinum,1,AeroGulf
Business,4352,AeroGulf,2.6,24,Bronze,1,SkyMind
Business,4742,SkyMind,2.0,9,Gold,1,SkyMind
First,4136,AsiaJet,2.5,7,Platinum,1,SkyMind
Business,1768,SkyMind,4.5,19,Bronze,1,PacificAir
Business,3087,AsiaJet,3.8,11,Platinum,0,SkyMind
First,1434,AsiaJet,2.3,19,Gold,0,PacificAir
First,2012,AeroGulf,4.4,17,Silver,1,AeroGulf
Economy,1704,SkyMind,1.2,21,Silver,0,PacificAir
Economy,2922,PacificAir,3.8,7,Gold,1,AeroGulf
Business,3880,PacificAir,3.5,1,Bronze,1,SkyMind
Business,3812,AsiaJet,2.5,11,Gold,0,SkyMind
Economy,4588,PacificAir,2.7,20,Bronze,0,SkyMind
Business,2455,AeroGulf,2.5,2,Gold,1,AeroGulf
First,3635,SkyMind,3.6,4,Gold,1,SkyMind
First,2770,PacificAir,2.0,9,Silver,1,AeroGulf
Economy,3087,AsiaJet,5.0,6,Platinum,0,SkyMind
Economy,4134,SkyMind,1.0,7,Platinum,0,SkyMind
Business,1234,PacificAir,2.9,29,Platinum,1,PacificAir
Business,4974,PacificAir,1.9,8,Silver,1,SkyMind
First,4991,EuroWings,2.4,12,Platinum,1,SkyMind
First,2699,SkyMind,4.5,12,Platinum,1,AeroGulf
First,1870,AsiaJet,2.4,18,Bronze,1,PacificAir
Business,1134,SkyMind,1.9,1,Bronze,0,PacificAir
Business,3503,AsiaJet,2.5,15,Gold,1,SkyMind
Business,4228,AsiaJet,2.3,5,Silver,0,SkyMind
First,2152,AsiaJet,3.0,1,Gold,1,AeroGulf
Business,2733,AeroGulf,4.6,1,Silver,0,AeroGulf
Business,2710,PacificAir,3.8,21,Bronze,1,AeroGulf
Economy,4548,PacificAir,4.4,26,Bronze,1,SkyMind
Business,292,PacificAir,2.2,23,Bronze,0,AsiaJet
Economy,1858,AeroGulf,1.1,19,Gold,1,PacificAir
First,2251,PacificAir,2.4,12,Silver,1,AeroGulf
First,885,EuroWings,3.8,22,Bronze,1,EuroWings
First,827,AeroGulf,2.1,16,Gold,0,EuroWings
Business,4931,AeroGulf,2.1,25,Bronze,1,SkyMind
Business,382,PacificAir,1.4,21,Gold,0,AsiaJet
Business,2334,EuroWings,1.8,24,Gold,1,AeroGulf
Business,2634,AsiaJet,3.9,16,Silver,1,AeroGulf
First,4870,AsiaJet,3.0,6,Silver,1,SkyMind
Economy,4653,PacificAir,1.3,3,Bronze,0,SkyMind
Economy,2911,SkyMind,5.0,14,Platinum,0,AeroGulf
First,3174,PacificAir,3.3,14,Silver,0,SkyMind
First,2608,PacificAir,1.6,6,Platinum,0,AeroGulf
Economy,3832,PacificAir,1.2,9,Platinum,1,SkyMind
First,153,AsiaJet,3.2,16,Gold,1,AsiaJet
Business,1917,PacificAir,2.0,12,Bronze,1,PacificAir
First,2669,EuroWings,2.0,4,Platinum,0,AeroGulf
First,3535,SkyMind,3.0,1,Platinum,0,SkyMind
First,1271,PacificAir,2.9,9,Silver,1,PacificAir
Economy,4188,SkyMind,2.4,27,Silver,1,SkyMind
Economy,4164,AeroGulf,4.2,8,Platinum,0,SkyMind
Economy,2483,SkyMind,2.6,12,Gold,0,AeroGulf
Business,3218,AsiaJet,2.8,16,Bronze,1,SkyMind
First,2376,AsiaJet,3.5,21,Bronze,0,AeroGulf
Business,965,AsiaJet,3.9,8,Gold,1,EuroWings
Economy,1010,SkyMind,2.5,25,Platinum,0,PacificAir
First,4336,PacificAir,3.1,13,Gold,1,SkyMind
First,3452,PacificAir,3.0,19,Gold,0,SkyMind
Economy,144,EuroWings,4.5,1,Platinum,0,AsiaJet
Economy,2431,PacificAir,2.7,26,Silver,1,AeroGulf
Economy,4695,AsiaJet,2.8,22,Silver,0,SkyMind
Economy,4935,PacificAir,3.3,2,Silver,1,SkyMind
Business,3337,AeroGulf,3.7,24,Bronze,1,SkyMind
Business,3479,AeroGulf,1.0,13,Gold,1,SkyMind
Business,3184,EuroWings,3.6,16,Gold,1,SkyMind
Business,2764,AeroGulf,1.6,1,Bronze,0,AeroGulf
First,1050,AeroGulf,4.9,5,Gold,1,PacificAir
Business,2808,AsiaJet,2.4,4,Platinum,1,AeroGulf
Economy,1379,EuroWings,2.9,27,Gold,1,PacificAir
Business,376,EuroWings,1.3,9,Platinum,0,AsiaJet
Economy,511,SkyMind,4.5,6,Silver,0,EuroWings
First,1334,SkyMind,2.0,2,Bronze,0,PacificAir
Business,594,EuroWings,2.2,29,Gold,1,EuroWings
Economy,4277,SkyMind,3.5,18,Bronze,1,SkyMind
Business,744,PacificAir,1.0,21,Platinum,0,EuroWings
First,4858,PacificAir,5.0,2,Silver,0,SkyMind
Economy,1466,AeroGulf,3.0,11,Bronze,1,PacificAir
First,4835,PacificAir,4.3,14,Bronze,0,SkyMind
Economy,2251,AsiaJet,4.6,9,Gold,1,AeroGulf
First,2583,SkyMind,1.0,4,Platinum,0,AeroGulf
Economy,1024,AsiaJet,2.7,8,Gold,1,PacificAir
Business,4016,AsiaJet,4.6,14,Gold,1,SkyMind
Economy,2238,EuroWings,3.8,3,Silver,1,AeroGulf
First,1140,AeroGulf,4.0,16,Platinum,1,PacificAir
Business,2325,AeroGulf,3.2,28,Bronze,0,AeroGulf
Business,1318,AsiaJet,4.9,21,Platinum,1,PacificAir
Economy,2896,AeroGulf,1.4,24,Platinum,0,AeroGulf
First,3151,PacificAir,4.5,3,Silver,1,SkyMind
Business,1892,AsiaJet,3.7,8,Bronze,1,PacificAir
First,1189,SkyMind,3.2,24,Bronze,1,PacificAir
Economy,3223,AeroGulf,3.7,28,Silver,1,SkyMind
Business,4934,SkyMind,4.1,12,Platinum,1,SkyMind
First,2356,PacificAir,1.7,22,Gold,1,AeroGulf
Business,1389,AeroGulf,1.9,26,Silver,0,PacificAir
Economy,4277,EuroWings,2.0,29,Gold,0,SkyMind
First,1738,PacificAir,2.4,22,Gold,1,PacificAir
Business,413,PacificAir,3.3,14,Silver,1,AsiaJet
First,4136,EuroWings,4.6,29,Gold,1,SkyMind
Economy,297,SkyMind,2.0,2,Silver,0,AsiaJet
Economy,3357,SkyMind,3.2,5,Bronze,0,SkyMind
Business,3714,PacificAir,4.9,15,Gold,0,SkyMind
Business,2311,PacificAir,3.7,11,Bronze,0,AeroGulf
Business,3441,AeroGulf,2.7,7,Gold,0,SkyMind
Business,1206,AeroGulf,1.3,5,Gold,0,PacificAir
Economy,301,PacificAir,2.3,18,Gold,0,AsiaJet
Economy,2746,AeroGulf,2.3,25,Platinum,0,AeroGulf
First,2283,EuroWings,3.7,9,Gold,1,AeroGulf
First,2363,AeroGulf,1.7,2,Gold,0,AeroGulf
Business,3262,PacificAir,3.0,14,Bronze,1,SkyMind
Economy,2051,SkyMind,2.6,3,Gold,1,AeroGulf
First,1166,SkyMind,1.6,12,Silver,0,PacificAir
Economy,2817,EuroWings,4.6,28,Gold,0,AeroGulf
Business,349,SkyMind,3.5,26,Bronze,1,AsiaJet
Business,4149,SkyMind,3.7,1,Platinum,0,SkyMind
Business,688,PacificAir,2.6,23,Bronze,0,EuroWings
First,1976,PacificAir,4.4,11,Silver,0,PacificAir
Business,2784,PacificAir,4.7,28,Silver,1,AeroGulf
First,1327,PacificAir,1.1,21,Gold,1,PacificAir
First,2975,PacificAir,2.8,13,Silver,1,AeroGulf
Business,2413,AeroGulf,3.7,16,Bronze,0,AeroGulf
Business,884,EuroWings,4.3,24,Bronze,0,EuroWings
Economy,1014,PacificAir,4.2,1,Platinum,0,PacificAir
First,3875,AeroGulf,4.9,25,Bronze,1,SkyMind
First,4369,AsiaJet,4.0,3,Bronze,1,SkyMind
Business,4894,PacificAir,1.5,17,Gold,0,SkyMind
Business,2011,EuroWings,1.6,22,Silver,0,AeroGulf
Economy,2530,EuroWings,4.8,9,Bronze,1,AeroGulf
Business,4149,EuroWings,1.1,1,Gold,0,SkyMind
Economy,2792,PacificAir,2.5,16,Gold,1,AeroGulf
Economy,162,SkyMind,2.7,29,Silver,1,AsiaJet
Economy,4991,SkyMind,2.0,7,Gold,1,SkyMind
First,1422,AsiaJet,3.9,3,Platinum,1,PacificAir
First,4715,AsiaJet,4.3,4,Bronze,0,SkyMind
Business,1245,AsiaJet,4.8,20,Platinum,0,PacificAir
Business,517,PacificAir,4.9,28,Silver,1,EuroWings
Economy,4403,AeroGulf,2.6,1,Platinum,0,SkyMind
Business,1201,AsiaJet,4.8,7,Platinum,1,PacificAir
Economy,2327,AsiaJet,2.9,6,Silver,0,AeroGulf
First,3048,AeroGulf,4.3,18,Gold,1,SkyMind
First,4608,AsiaJet,4.2,19,Platinum,0,SkyMind
Economy,246,AsiaJet,1.9,18,Silver,0,AsiaJet
Economy,1242,AeroGulf,3.3,7,Platinum,1,PacificAir
Economy,2301,EuroWings,4.9,20,Gold,1,AeroGulf
First,3038,PacificAir,3.1,23,Platinum,1,SkyMind
First,2478,PacificAir,3.1,16,Bronze,1,AeroGulf
Business,3983,AeroGulf,3.5,21,Bronze,0,SkyMind
First,3196,AsiaJet,4.7,21,Platinum,0,SkyMind
First,3392,EuroWings,2.6,26,Bronze,1,SkyMind
First,3210,AeroGulf,1.2,1,Bronze,1,SkyMind
Business,587,SkyMind,1.7,18,Gold,0,EuroWings
First,1932,AsiaJet,4.8,17,Gold,1,PacificAir
First,1118,SkyMind,2.0,4,Platinum,1,PacificAir
Economy,3329,EuroWings,4.0,17,Silver,1,SkyMind
Economy,441,EuroWings,2.5,2,Bronze,1,AsiaJet
Business,2333,SkyMind,1.2,23,Silver,0,AeroGulf
Economy,3907,AsiaJet,2.3,5,Platinum,0,SkyMind
Business,2624,SkyMind,2.7,27,Platinum,0,AeroGulf
First,4249,AeroGulf,1.9,12,Platinum,0,SkyMind
First,4114,AsiaJet,4.9,19,Platinum,0,SkyMind
Business,331,PacificAir,5.0,9,Silver,1,AsiaJet
Economy,466,SkyMind,2.1,26,Bronze,0,AsiaJet
Economy,3736,PacificAir,4.8,27,Gold,0,SkyMind
Business,593,SkyMind,4.7,2,Silver,1,EuroWings
Economy,4133,SkyMind,4.8,17,Gold,0,SkyMind
Business,3091,AsiaJet,3.9,28,Platinum,0,SkyMind
Economy,138,PacificAir,3.0,21,Bronze,1,AsiaJet
Business,2084,AeroGulf,2.6,4,Gold,0,AeroGulf
Economy,2056,EuroWings,1.1,21,Silver,1,AeroGulf
First,3438,AeroGulf,1.9,27,Gold,1,SkyMind
Business,366,PacificAir,4.0,11,Silver,0,AsiaJet
First,2801,EuroWings,1.5,26,Bronze,0,AeroGulf
First,1937,PacificAir,1.1,28,Bronze,1,PacificAir
Business,1742,EuroWings,4.2,13,Bronze,0,PacificAir
First,1959,PacificAir,2.6,25,Silver,1,PacificAir
Economy,3571,PacificAir,2.6,29,Silver,1,SkyMind
Business,4868,EuroWings,2.1,26,Bronze,0,SkyMind
Business,3004,PacificAir,4.4,18,Bronze,1,SkyMind
First,2071,EuroWings,4.3,9,Platinum,0,AeroGulf
First,3819,PacificAir,3.0,24,Bronze,0,SkyMind
First,2049,PacificAir,3.4,27,Platinum,0,AeroGulf
Business,490,PacificAir,2.0,27,Bronze,1,AsiaJet
Economy,630,AsiaJet,1.6,13,Bronze,1,EuroWings
First,1698,AsiaJet,2.3,16,Bronze,0,PacificAir
Economy,614,EuroWings,4.1,19,Bronze,0,EuroWings
Business,1069,SkyMind,4.6,21,Silver,1,PacificAir
Economy,1888,SkyMind,2.7,25,Silver,1,PacificAir
Business,1836,AsiaJet,4.6,5,Gold,0,PacificAir
Economy,2806,SkyMind,2.2,17,Bronze,0,AeroGulf
Business,1541,AsiaJet,2.5,8,Gold,1,PacificAir
Business,4935,AeroGulf,2.3,25,Silver,1,SkyMind
First,4982,EuroWings,2.0,18,Bronze,0,SkyMind
First,1909,EuroWings,2.6,10,Bronze,1,PacificAir
Economy,1444,AsiaJet,2.3,15,Bronze,0,PacificAir
Economy,3811,PacificAir,1.9,13,Silver,0,SkyMind
Economy,1216,AsiaJet,3.1,29,Platinum,0,PacificAir
Economy,4182,PacificAir,3.6,15,Platinum,1,SkyMind
Economy,1007,EuroWings,4.0,7,Gold,1,PacificAir
Economy,4939,AsiaJet,4.2,26,Platinum,0,SkyMind
Economy,3497,EuroWings,3.0,3,Bronze,0,SkyMind
Economy,4174,PacificAir,2.5,18,Gold,0,SkyMind
Business,2038,AsiaJet,2.1,26,Gold,0,AeroGulf
Economy,3581,AeroGulf,2.7,2,Bronze,0,SkyMind
First,3380,EuroWings,2.2,2,Gold,0,SkyMind
Business,3951,AeroGulf,3.2,26,Gold,0,SkyMind
First,1847,EuroWings,1.0,17,Platinum,1,PacificAir
First,1023,AsiaJet,2.9,28,Silver,1,PacificAir
Business,745,AsiaJet,4.0,26,Silver,1,EuroWings
First,3871,PacificAir,2.1,23,Platinum,0,SkyMind
Economy,4631,AeroGulf,4.5,2,Gold,1,SkyMind
Business,762,AeroGulf,1.7,9,Platinum,1,EuroWings
Business,1092,SkyMind,4.2,24,Silver,0,PacificAir
Business,3372,PacificAir,4.0,7,Gold,1,SkyMind
Economy,1277,AsiaJet,2.6,5,Silver,1,PacificAir
Business,4852,SkyMind,1.0,22,Silver,0,SkyMind
Economy,1204,AeroGulf,1.4,6,Silver,1,PacificAir
First,4993,AsiaJet,3.2,29,Silver,1,SkyMind
Economy,2120,AsiaJet,4.7,24,Silver,0,AeroGulf
Economy,3731,EuroWings,2.8,3,Gold,1,SkyMind
First,3153,PacificAir,4.0,11,Bronze,0,SkyMind
Business,3031,SkyMind,1.6,4,Gold,1,SkyMind
First,470,PacificAir,4.2,1,Platinum,0,AsiaJet
Business,2680,AeroGulf,2.1,16,Platinum,1,AeroGulf
Business,2269,EuroWings,1.5,24,Gold,1,AeroGulf
First,2421,EuroWings,2.9,9,Bronze,1,AeroGulf
First,2942,EuroWings,3.0,26,Platinum,0,AeroGulf
First,2592,SkyMind,3.4,28,Gold,0,AeroGulf
First,2231,PacificAir,2.9,9,Gold,0,AeroGulf
Economy,4712,AeroGulf,2.7,23,Bronze,1,SkyMind
Economy,4976,EuroWings,3.6,12,Platinum,1,SkyMind
Economy,1697,SkyMind,3.9,27,Platinum,1,PacificAir
Business,4616,AeroGulf,2.6,14,Platinum,0,SkyMind
Business,659,AsiaJet,4.3,19,Bronze,1,EuroWings
Business,4251,AsiaJet,2.5,16,Platinum,0,SkyMind
Business,4285,EuroWings,4.6,18,Gold,1,SkyMind
Business,4908,SkyMind,1.8,24,Bronze,0,SkyMind
Economy,1567,AeroGulf,3.3,2,Bronze,1,PacificAir
Business,4700,PacificAir,4.7,13,Bronze,0,SkyMind
Business,2640,PacificAir,1.9,25,Gold,1,AeroGulf
Economy,1912,AeroGulf,4.9,1,Platinum,1,PacificAir
Business,3077,AsiaJet,4.2,24,Gold,0,SkyMind
First,4405,EuroWings,2.6,8,Bronze,1,SkyMind
Business,4862,PacificAir,3.0,5,Silver,0,SkyMind
First,4964,SkyMind,1.4,25,Platinum,0,SkyMind
Business,1463,SkyMind,2.8,14,Bronze,0,PacificAir
Economy,4410,SkyMind,5.0,1,Gold,0,SkyMind
First,2431,SkyMind,5.0,18,Platinum,0,AeroGulf
First,3032,AeroGulf,1.7,4,Silver,0,SkyMind
First,1536,AeroGulf,1.1,11,Gold,0,PacificAir
First,2693,AeroGulf,1.6,14,Silver,0,AeroGulf
Economy,1003,AeroGulf,3.3,11,Bronze,1,PacificAir
Economy,4230,PacificAir,4.6,22,Gold,0,SkyMind
First,3469,EuroWings,1.1,11,Platinum,0,SkyMind
Business,1588,PacificAir,2.4,17,Gold,0,PacificAir
Economy,4442,EuroWings,5.0,21,Platinum,0,SkyMind
First,2119,SkyMind,3.2,21,Silver,0,AeroGulf
Business,833,PacificAir,3.0,19,Bronze,0,EuroWings
Economy,299,PacificAir,1.3,22,Platinum,1,AsiaJet
Business,2077,AsiaJet,2.5,26,Silver,0,AeroGulf
Economy,4508,EuroWings,2.8,14,Platinum,1,SkyMind
Economy,1392,SkyMind,3.0,13,Bronze,0,PacificAir
Economy,1422,AeroGulf,4.6,2,Gold,0,PacificAir
Business,1907,SkyMind,4.6,1,Gold,0,PacificAir
Business,3517,EuroWings,2.7,17,Silver,0,SkyMind
Business,2699,PacificAir,1.1,12,Bronze,0,AeroGulf
First,636,SkyMind,4.5,8,Gold,0,EuroWings
Business,1904,SkyMind,3.3,25,Silver,0,PacificAir
Business,2316,AeroGulf,1.7,17,Gold,1,AeroGulf
Business,1048,AsiaJet,3.5,26,Silver,0,PacificAir
First,4446,SkyMind,3.3,5,Bronze,0,SkyMind
Economy,1942,PacificAir,2.4,21,Platinum,1,PacificAir
Economy,2752,AeroGulf,1.2,11,Silver,0,AeroGulf
Business,3171,AsiaJet,1.1,16,Bronze,0,SkyMind
Business,3111,AeroGulf,3.8,18,Gold,0,SkyMind
First,1737,EuroWings,1.4,26,Gold,1,PacificAir
Economy,1113,SkyMind,4.7,4,Platinum,1,PacificAir
Business,2489,EuroWings,1.6,9,Bronze,0,AeroGulf
Business,2468,AeroGulf,3.2,21,Gold,0,AeroGulf
Economy,2695,EuroWings,4.1,11,Gold,1,AeroGulf
First,4603,SkyMind,4.4,12,Silver,1,SkyMind
Business,4054,AsiaJet,4.5,12,Bronze,0,SkyMind
Business,3435,AeroGulf,3.2,25,Platinum,0,SkyMind
Business,2945,EuroWings,2.0,29,Gold,0,AeroGulf
First,3471,EuroWings,1.8,19,Gold,0,SkyMind
Business,548,EuroWings,2.8,6,Silver,1,EuroWings
Economy,1726,AsiaJet,3.5,26,Bronze,0,PacificAir
Business,2124,AeroGulf,4.4,1,Silver,1,AeroGulf
First,2313,AeroGulf,3.0,27,Platinum,0,AeroGulf
Business,3030,EuroWings,3.8,9,Silver,0,SkyMind
First,1243,AeroGulf,3.8,18,Gold,1,PacificAir
Economy,4964,AeroGulf,1.5,26,Bronze,1,SkyMind
Business,2439,AsiaJet,4.3,11,Gold,0,AeroGulf
First,4844,AsiaJet,2.7,1,Platinum,0,SkyMind
Business,1748,SkyMind,1.2,23,Bronze,0,PacificAir
Business,2810,AsiaJet,3.3,2,Gold,0,AeroGulf
Business,363,AsiaJet,4.6,28,Gold,0,AsiaJet
First,3569,AeroGulf,4.0,16,Bronze,0,SkyMind
Business,329,SkyMind,1.5,22,Bronze,1,AsiaJet
First,2781,AsiaJet,4.2,26,Silver,0,AeroGulf
Economy,1263,EuroWings,1.2,14,Platinum,1,PacificAir
First,3374,EuroWings,3.3,27,Platinum,0,SkyMind
Economy,751,AeroGulf,1.5,22,Platinum,0,EuroWings
Business,815,EuroWings,3.4,29,Silver,1,EuroWings
Economy,3233,AsiaJet,1.6,26,Silver,1,SkyMind
First,2058,AeroGulf,4.6,20,Bronze,0,AeroGulf
Business,2924,SkyMind,3.6,5,Gold,1,AeroGulf
Business,224,AsiaJet,2.8,14,Bronze,1,AsiaJet
Business,2426,SkyMind,4.6,21,Silver,1,AeroGulf
Economy,4087,PacificAir,1.7,6,Silver,0,SkyMind
Business,3347,PacificAir,4.5,7,Silver,0,SkyMind
First,3718,AeroGulf,1.5,3,Silver,0,SkyMind
Economy,3454,AeroGulf,4.1,20,Gold,1,SkyMind
Economy,1093,SkyMind,1.6,14,Gold,0,PacificAir
First,485,AsiaJet,1.6,18,Platinum,1,AsiaJet
First,1870,SkyMind,4.4,18,Silver,0,PacificAir
Business,3698,EuroWings,2.8,12,Bronze,0,SkyMind
Economy,1016,AsiaJet,2.0,2,Silver,0,PacificAir
Economy,1862,SkyMind,3.6,14,Silver,0,PacificAir
Business,2383,AeroGulf,4.4,1,Silver,1,AeroGulf
Economy,2332,EuroWings,2.7,27,Gold,1,AeroGulf
First,4442,AsiaJet,2.1,14,Bronze,0,SkyMind
Economy,2428,AsiaJet,2.1,27,Gold,0,AeroGulf
First,1357,AsiaJet,3.7,18,Silver,1,PacificAir
Business,2571,PacificAir,3.8,8,Silver,1,AeroGulf
Economy,2880,SkyMind,4.7,3,Silver,0,AeroGulf
Business,3815,SkyMind,1.1,19,Bronze,1,SkyMind
Business,1267,EuroWings,1.5,14,Gold,1,PacificAir
Economy,2521,AsiaJet,3.4,28,Platinum,1,AeroGulf
First,3354,PacificAir,2.2,7,Gold,1,SkyMind
Business,2239,SkyMind,2.8,24,Platinum,1,AeroGulf
Economy,2361,EuroWings,4.7,1,Bronze,0,AeroGulf
Economy,2869,AsiaJet,1.4,22,Gold,0,AeroGulf
First,4876,AsiaJet,3.6,20,Silver,1,SkyMind
Business,4736,AeroGulf,4.2,4,Platinum,1,SkyMind
First,3576,AsiaJet,1.5,28,Bronze,1,SkyMind
First,4687,EuroWings,3.6,16,Bronze,0,SkyMind
Business,603,EuroWings,4.3,10,Bronze,1,EuroWings
First,4451,EuroWings,1.8,18,Platinum,1,SkyMind
Business,1378,EuroWings,1.5,28,Silver,1,PacificAir
First,1064,SkyMind,1.3,20,Gold,1,PacificAir
Business,492,EuroWings,3.9,1,Gold,1,AsiaJet
Economy,2458,AsiaJet,2.7,22,Platinum,1,AeroGulf
Business,737,PacificAir,3.0,21,Silver,1,EuroWings
Business,1559,PacificAir,1.4,4,Silver,0,PacificAir
Economy,4154,AsiaJet,1.5,16,Platinum,0,SkyMind
Economy,3843,AeroGulf,3.7,8,Platinum,0,SkyMind
Business,4811,EuroWings,2.6,17,Platinum,0,SkyMind
First,2804,AeroGulf,4.4,18,Bronze,0,AeroGulf
First,908,SkyMind,4.1,1,Bronze,0,EuroWings
First,4740,EuroWings,4.1,24,Gold,1,SkyMind
First,1492,SkyMind,4.4,17,Bronze,0,PacificAir
Economy,4418,AeroGulf,4.4,29,Bronze,1,SkyMind
First,1552,PacificAir,3.2,7,Bronze,0,PacificAir
Economy,886,AeroGulf,2.1,22,Bronze,1,EuroWings
First,700,EuroWings,3.3,13,Gold,0,EuroWings
Business,3721,PacificAir,1.9,14,Platinum,1,SkyMind
Business,2446,PacificAir,1.8,28,Platinum,1,AeroGulf
First,3337,EuroWings,3.0,29,Silver,0,SkyMind
Business,1708,PacificAir,3.5,11,Gold,0,PacificAir
Economy,1195,AsiaJet,2.8,15,Silver,1,PacificAir
Business,1183,PacificAir,4.2,26,Bronze,1,PacificAir
Economy,2020,EuroWings,3.3,11,Bronze,0,AeroGulf
Business,4129,PacificAir,4.9,26,Bronze,0,SkyMind
Business,359,SkyMind,1.7,14,Gold,1,AsiaJet
Business,949,SkyMind,2.2,5,Bronze,1,EuroWings
Business,3661,AeroGulf,1.3,18,Silver,0,SkyMind
Economy,433,PacificAir,3.0,12,Platinum,0,AsiaJet
Business,1246,AeroGulf,1.2,1,Platinum,1,PacificAir
Business,915,PacificAir,3.6,2,Gold,0,EuroWings
First,4999,AeroGulf,2.0,29,Gold,1,SkyMind
Business,1637,PacificAir,4.0,27,Gold,1,PacificAir
Business,4627,EuroWings,1.2,3,Silver,1,SkyMind
Economy,4402,AsiaJet,2.3,29,Silver,0,SkyMind
Economy,454,AeroGulf,4.7,5,Gold,0,AsiaJet
Business,3777,AsiaJet,1.3,18,Gold,1,SkyMind
Business,1450,PacificAir,4.5,7,Platinum,0,PacificAir
Business,2228,AeroGulf,2.3,16,Silver,0,AeroGulf
Economy,835,AeroGulf,1.2,20,Gold,1,EuroWings
First,2131,AsiaJet,4.6,2,Gold,1,AeroGulf
First,1983,EuroWings,2.7,17,Platinum,0,PacificAir
Economy,471,AsiaJet,2.7,21,Bronze,1,AsiaJet
Economy,4745,PacificAir,3.8,29,Silver,1,SkyMind
Economy,1643,EuroWings,2.9,20,Silver,1,PacificAir
Economy,3231,AsiaJet,4.1,26,Silver,0,SkyMind
First,4361,SkyMind,3.3,7,Gold,1,SkyMind
Economy,4521,SkyMind,2.3,18,Silver,1,SkyMind
First,3776,SkyMind,3.6,17,Bronze,0,SkyMind
Business,579,PacificAir,1.4,16,Platinum,1,EuroWings
First,4822,PacificAir,3.0,25,Platinum,0,SkyMind
Economy,2273,AsiaJet,2.4,2,Bronze,1,AeroGulf
Business,1620,AeroGulf,2.6,23,Platinum,1,PacificAir
Economy,4707,EuroWings,3.7,9,Bronze,1,SkyMind
Economy,793,AsiaJet,1.6,8,Gold,0,EuroWings
First,120,SkyMind,1.1,11,Platinum,1,AsiaJet
First,3738,PacificAir,4.5,4,Bronze,1,SkyMind
Business,583,SkyMind,4.4,24,Silver,0,EuroWings
First,4345,PacificAir,4.7,11,Platinum,1,SkyMind
First,4917,AeroGulf,3.8,2,Platinum,1,SkyMind
Economy,771,AsiaJet,4.5,28,Bronze,0,EuroWings
Economy,3657,AsiaJet,2.3,4,Silver,0,SkyMind
First,482,PacificAir,1.6,6,Bronze,1,AsiaJet
Business,4235,SkyMind,3.8,22,Bronze,0,SkyMind
Business,3483,EuroWings,2.4,15,Gold,1,SkyMind
Business,628,SkyMind,2.1,16,Platinum,0,EuroWings
